Station,Date,Time,SampleDescription,FieldNotes,Weather,AirTemp,WindVelocity,WindDirection,NorthLat,WestLong,Chla,Pheophytin,TotAlkalinity,TotAmmonia,DissAmmonia,DissBromide,DissCalcium,TotChloride,DissChloride,DissNitrateNitrite,DOC,TOC,DON,TON,DissOrthophos,TotPhos,DissSilica,TKN,Depth,Secchi,Microcystis,LightExtinction,SpCndSurface,DOSurface,DOpercentSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,DOBottom,DOpercentBottom,WTBottom,TurbidityBottom,pHBottom
C10,2003-04-08,12:40:00,NA,NA,Clear warm,NA,NA,NA,NA,NA,15.7,7.04,NA,NA,0.02,NA,NA,NA,129,2.2,NA,NA,0.2,NA,0.13,0.23,14,0.6,NA,NA,NA,NA,911,9.8,NA,17.9,21,NA,NA,NA,NA,NA,NA,NA
C10,2003-05-23,07:45:00,NA,YSI DO = 8.96,NA,NA,NA,NA,NA,NA,64.5,5.75,NA,NA,NA,NA,NA,NA,66,0.96,NA,NA,0.6,NA,0.09,0.21,12,0.8,NA,NA,NA,NA,477,9.2,NA,21.8,25,NA,NA,NA,NA,NA,NA,NA
C10,2003-06-05,10:20:00,NA,"sunny, warm, light winds",NA,NA,NA,NA,NA,NA,46.6,3.13,NA,NA,NA,NA,NA,NA,62,0.82,NA,NA,0.2,NA,0.08,0.19,12.1,0.6,NA,NA,NA,NA,469.4,9.8,NA,21.9,28,NA,NA,NA,NA,NA,NA,NA
C10,2003-07-17,12:20:00,NA,NA,"Hazy, Clear, Sunny, and Hot",NA,NA,NA,NA,NA,54.2,7.15,NA,NA,NA,NA,NA,NA,92,1.57,NA,NA,0.4,NA,0.1,0.27,11.8,1.2,NA,NA,NA,NA,688,11.1,NA,27,29,NA,NA,NA,NA,NA,NA,NA
C10,2003-08-04,14:15:00,NA,NA,"Clear, Sunny, and warm",NA,NA,NA,NA,NA,44.7,11.6,NA,NA,NA,NA,NA,NA,79,2.12,NA,NA,0.4,NA,0.18,0.32,14.6,1,NA,NA,NA,NA,607,9.9,NA,25.8,41,NA,NA,NA,NA,NA,NA,NA
C10,2003-09-12,09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,16.4,4.54,NA,NA,0.01,NA,NA,NA,90,1.97,NA,NA,0.7,NA,0.14,0.27,16.2,0.9,NA,NA,NA,NA,340,8.2,NA,23.8,25,NA,NA,NA,NA,NA,NA,NA
C10,2003-10-15,12:05:00,NA,NA,"Sunny, clear, calm",NA,NA,NA,NA,NA,10.2,4.1,NA,NA,NA,NA,NA,NA,82,1.82,NA,NA,0.6,NA,0.19,0.29,16,0.6,NA,NA,NA,NA,612,8.8,NA,18.7,24,NA,NA,NA,NA,NA,NA,NA
C10,2003-11-27,09:15:00,NA,YSI DO = 10.0,NA,NA,NA,NA,NA,NA,3.37,1.84,NA,NA,0.14,NA,NA,NA,117,1.65,NA,NA,1.3,NA,0.12,0.21,16.2,1.4,NA,NA,NA,NA,820,9.8,NA,9.1,14,NA,NA,NA,NA,NA,NA,NA
C10,2003-12-23,12:35:00,NA,NA,"Cool, overcast, raining",NA,NA,NA,NA,NA,8.97,2.91,NA,NA,0.05,NA,NA,NA,120,1.89,NA,NA,0.7,NA,0.12,0.2,14.2,0.9,NA,NA,NA,NA,868,8.1,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA
C10,2004-01-13,14:45:00,NA,NA,"Overcast, cool, light breeze",NA,NA,NA,NA,NA,5.84,3.42,NA,NA,0.04,NA,NA,NA,145,2.22,NA,NA,0.6,NA,0.16,0.26,16.1,0.8,NA,NA,NA,NA,1000,9.2,NA,10.8,26,NA,NA,NA,NA,NA,NA,NA
C10,2004-02-11,14:05:00,NA,NA,"Sunny, warm, clear, no breeze",NA,NA,NA,NA,NA,5.8,2.7,NA,NA,0.13,NA,NA,NA,139,2.32,NA,NA,0.8,NA,0.14,0.25,15.1,1,NA,NA,NA,NA,1010,10.3,NA,13,19,NA,NA,NA,NA,NA,NA,NA
C10,2004-03-11,12:40:00,NA,NA,"Sunny, warm, slightly overcast",NA,NA,NA,NA,NA,20.8,5.3,NA,NA,0.18,NA,NA,NA,110,1.9,NA,NA,0.9,NA,0.19,0.35,12.2,1.4,NA,NA,NA,NA,850,10.2,NA,18.5,37,NA,NA,NA,NA,NA,NA,NA
C10,2004-04-09,11:12:00,NA,NA,"Clear, sunny, light breeze, warm",NA,NA,NA,NA,NA,35.4,5.12,NA,NA,NA,NA,NA,NA,97,2,NA,NA,0.4,NA,0.14,0.29,13.1,0.9,NA,NA,NA,NA,740,9.4,NA,19.6,29,NA,NA,NA,NA,NA,NA,NA
C10,2004-05-20,12:40:00,NA,NA,Hazy. warm. slow to med. winds up to 15mph,NA,NA,NA,NA,NA,20.9,4.01,NA,NA,0.01,NA,NA,NA,64,1.12,NA,NA,0.3,NA,0.07,0.16,12.4,0.6,NA,NA,NA,NA,499,10.3,NA,19.9,16,NA,NA,NA,NA,NA,NA,NA
C10,2004-06-11,10:40:00,NA,NA,"Warm, sunny, no breeze",NA,NA,NA,NA,NA,49.3,6.58,NA,NA,0.01,NA,NA,NA,106,1.7,NA,NA,0.3,NA,0.08,0.22,14,1,NA,NA,NA,NA,793,10.6,NA,21.7,23.9,NA,NA,NA,NA,NA,NA,NA
C10,2004-07-30,07:30:00,NA,NA,"Clear, cool, windy",NA,NA,NA,NA,NA,94.2,14.1,NA,NA,NA,NA,NA,NA,100,1.5,NA,NA,0.3,NA,0.12,0.27,12.2,1,NA,NA,NA,NA,716,7.8,NA,22.7,31,NA,NA,NA,NA,NA,NA,NA
C10,2004-08-19,09:30:00,NA,NA,"Sunny, warm, light wind",NA,NA,NA,NA,NA,35,14.9,NA,NA,0.03,NA,NA,NA,94,2.2,NA,NA,0.6,NA,0.14,0.17,15.6,0.8,NA,NA,NA,NA,741,7.9,NA,24.8,41,NA,NA,NA,NA,NA,NA,NA
C10,2004-09-17,08:30:00,NA,NA,"Sunny, clear, warm, light breeze",NA,NA,NA,NA,NA,33.5,8.85,NA,NA,0.01,NA,NA,NA,109,2.4,NA,NA,0.5,NA,0.14,0.27,16.2,0.7,NA,NA,NA,NA,425.6,7.7,NA,22.6,27.8,NA,NA,NA,NA,NA,NA,NA
C10,2004-10-20,11:45:00,NA,NA,"Cool, cloudy, windy",NA,NA,NA,NA,NA,12.2,5.47,NA,NA,0.03,NA,NA,NA,67,1.8,NA,NA,0.5,NA,0.15,0.3,13.2,0.8,NA,NA,NA,NA,495.5,7.82,NA,15.9,44.7,NA,NA,NA,NA,NA,NA,NA
C10,2004-11-16,09:30:00,NA,WT data is from the USBR Continuous Monitoring Station,"Foggy, Cool",NA,NA,NA,NA,NA,9.51,3.5,NA,NA,0.02,NA,NA,NA,101,1.85,NA,NA,0.3,NA,0.1,0.2,16.1,0.5,NA,NA,NA,NA,798,9.1,NA,13.9,27.8,NA,NA,NA,NA,NA,NA,NA
C10,2004-12-14,09:05:00,NA,NA,"Overcast, foggy and cool",NA,NA,NA,NA,NA,2.14,13.2,NA,NA,0.03,NA,NA,NA,92,2.52,NA,NA,0.6,NA,0.15,0.23,14.9,NA,NA,NA,NA,NA,719,9.2,NA,12.9,34.1,NA,NA,NA,NA,NA,NA,NA
C10,2005-01-13,10:00:00,NA,NA,"Cold, Foggy",NA,NA,NA,NA,NA,0.76,1.61,NA,NA,0.22,NA,NA,NA,29,0.81,NA,NA,1.1,NA,0.26,0.58,14.7,1.6,NA,NA,NA,NA,297.3,9.2,NA,9.4,132,NA,NA,NA,NA,NA,NA,NA
C10,2005-02-25,09:45:00,NA,NA,"Cool, overcast",NA,NA,NA,NA,NA,5.26,2.31,NA,NA,0.1,NA,NA,NA,57,1.2,NA,NA,0.6,NA,0.14,0.32,12.8,1,NA,NA,NA,NA,529,8.8,NA,13.4,36.5,NA,NA,NA,NA,NA,NA,NA
C10,2005-03-15,10:20:00,NA,NA,"Clear, sunny, warm, light breeze",NA,NA,NA,NA,NA,13.2,2.16,NA,NA,NA,NA,NA,NA,68,0.81,NA,NA,0.3,NA,0.06,0.19,11.4,0.6,NA,NA,NA,NA,570,9.5,NA,15.2,20,NA,NA,NA,NA,NA,NA,NA
C10,2005-04-13,09:40:00,NA,NA,"Clear, sunny, cool, very strong winds and fast current, very high water level",NA,NA,NA,NA,NA,9.83,2.14,NA,NA,NA,NA,NA,NA,27,0.42,NA,NA,0.2,NA,0.05,0.11,10.9,0.3,NA,NA,NA,NA,254.4,9.7,NA,13.7,20.6,NA,NA,NA,NA,NA,NA,NA
C10,2005-05-11,10:50:00,NA,NA,"mostly sunny, wind  10mph",NA,NA,NA,NA,NA,12.4,3.09,NA,NA,NA,NA,NA,NA,25,0.37,NA,NA,0.2,NA,0.04,0.11,11.8,0.4,NA,NA,NA,NA,215.6,9.1,NA,16,20.1,NA,NA,NA,NA,NA,NA,NA
C10,2005-06-09,11:40:00,NA,High flows,Partly Cloudy,NA,NA,NA,NA,NA,5.66,1.67,NA,NA,0.03,NA,NA,NA,12,0.29,NA,NA,0.4,NA,0.09,0.11,11.8,0.3,NA,NA,NA,NA,147,7.3,NA,18.1,25.7,NA,NA,NA,NA,NA,NA,NA
C10,2005-07-07,10:20:00,NA,NA,"Clear skies, light winds, hot",NA,NA,NA,NA,NA,15.1,5.57,NA,NA,NA,NA,NA,NA,31,0.87,NA,NA,0.3,NA,0.07,0.14,10.6,0.4,NA,NA,NA,NA,279,8.3,NA,21.8,27.3,NA,NA,NA,NA,NA,NA,NA
C10,2005-08-19,10:05:00,NA,NA,"warm, sunny, light breeze",NA,NA,NA,NA,NA,26.7,7.76,NA,NA,NA,NA,NA,NA,53,1.5,NA,NA,0.6,NA,0.1,0.21,12,0.7,NA,NA,NA,NA,460,7.9,NA,22.6,31,NA,NA,NA,NA,NA,NA,NA
C10A,2005-01-13,10:30:00,NA,NA,"Cold, Foggy",NA,NA,NA,NA,NA,2.22,4.3,NA,NA,0.17,NA,NA,NA,30,0.78,NA,NA,1.3,NA,0.22,0.54,14.7,1.6,NA,NA,NA,NA,296.9,8.7,NA,9.5,127,NA,NA,NA,NA,NA,NA,NA
C10A,2005-02-25,10:05:00,NA,NA,"Cool, overcast",NA,NA,NA,NA,NA,4.17,2.37,NA,NA,0.11,NA,NA,NA,63,1.3,NA,NA,0.6,NA,0.16,0.27,14.9,1,NA,NA,NA,NA,530,8.7,NA,13.5,34,NA,NA,NA,NA,NA,NA,NA
C10A,2005-03-15,10:40:00,NA,Flow through pump was used to collect water at C10A.  Oxygen in the pump may have contributed to the differences in DO between stations C10 and C10A.,"Clear, sunny, warm, light breeze",NA,NA,NA,NA,NA,16.2,2.01,NA,NA,NA,NA,NA,NA,67,1.1,NA,NA,0.3,NA,0.09,0.18,11.1,0.6,NA,NA,NA,NA,577,10.1,NA,15.3,20,NA,NA,NA,NA,NA,NA,NA
C10A,2005-04-13,10:00:00,NA,NA,"Clear, cool, sunny, very strong winds and fast current, very high water level",NA,NA,NA,NA,NA,9.8,1.57,NA,NA,NA,NA,NA,NA,27,0.41,NA,NA,0.1,NA,0.04,0.12,10.7,0.4,NA,NA,NA,NA,261,9.5,NA,13.9,21,NA,NA,NA,NA,NA,NA,NA
C10A,2005-05-11,11:20:00,NA,NA,mostly sunny winds to 10 mph,NA,NA,NA,NA,NA,10.7,2.26,NA,NA,NA,NA,NA,NA,26,0.39,NA,NA,0.2,NA,0.04,0.11,11.7,0.4,NA,NA,NA,NA,215.6,9,NA,15.9,18.2,NA,NA,NA,NA,NA,NA,NA
C10A,2005-06-09,12:15:00,NA,High Flows,Partly Cloudy,NA,NA,NA,NA,NA,5.13,1.83,NA,NA,0.04,NA,NA,NA,12,0.29,NA,NA,0.3,NA,0.09,0.15,12,0.4,NA,NA,NA,NA,147,7.4,NA,18.3,23.7,NA,NA,NA,NA,NA,NA,NA
C10A,2005-07-07,10:50:00,NA,NA,"Clear skies, light winds, hot",NA,NA,NA,NA,NA,13.5,3.44,NA,NA,NA,NA,NA,NA,31,2,NA,NA,0.2,NA,0.07,0.14,10.6,0.4,NA,NA,NA,NA,281,8.4,NA,21.6,26.3,NA,NA,NA,NA,NA,NA,NA
C10A,2005-08-19,10:45:00,NA,NA,"warm, sunny, light breeze",NA,NA,NA,NA,NA,21.5,15.1,NA,NA,NA,NA,NA,NA,54,1.5,NA,NA,0.5,NA,0.11,0.2,12.2,0.7,NA,NA,NA,NA,463.4,7.94,NA,22.8,30,NA,NA,NA,NA,NA,NA,NA
C10A,2005-09-30,08:15:00,NA,NA,"Mostly sunny, warm, light breeze (5mph)",NA,NA,NA,NA,NA,3.64,2.71,NA,NA,0.04,NA,NA,NA,62,1.7,NA,NA,0.2,NA,0.14,0.22,13.5,0.4,NA,NA,NA,NA,470.9,7,NA,20.7,25.5,NA,NA,NA,NA,NA,NA,NA
C10A,2005-10-31,12:35:00,NA,Discrete water collected outside station from flow thru pump,Sunny and warm with a light breeze,NA,NA,NA,NA,NA,4.59,2.96,NA,NA,0.02,NA,NA,NA,74,1.7,NA,NA,0.2,NA,0.13,0.21,15.9,0.4,NA,NA,NA,NA,595,8.1,NA,16.9,25.3,NA,NA,NA,NA,NA,NA,NA
C10A,2005-11-16,08:00:00,NA,NA,No weather observation written on data sheet,NA,NA,NA,NA,NA,1.86,1.77,NA,NA,0.03,NA,NA,NA,104,2.27,NA,NA,0.3,NA,0.12,0.28,16.2,0.5,NA,NA,NA,NA,769,8.62,NA,13.3,19,NA,NA,NA,NA,NA,NA,NA
C10A,2005-12-16,08:10:00,NA,NA,No weather observation written on data sheet,NA,NA,NA,NA,NA,8.22,2.62,NA,NA,0.05,NA,NA,NA,118,1.8,NA,NA,0.7,NA,0.16,0.21,14.3,0.4,NA,NA,NA,NA,827,NA,NA,9.9,15,NA,NA,NA,NA,NA,NA,NA
C10A,2006-01-26,11:05:00,NA,NA,"sunny, partly cloudy, cool slight breeze ~5mph",NA,5,NA,NA,NA,2.33,0.89,NA,NA,0.07,NA,NA,NA,33,0.53,NA,NA,NA,NA,0.06,0.11,11.4,NA,NA,NA,NA,NA,297.7,8.44,NA,11,16.1,NA,NA,NA,NA,NA,NA,NA
C10A,2006-03-17,08:20:00,NA,NA,"cool, light rain",NA,NA,NA,NA,NA,4.59,1.09,NA,NA,NA,NA,NA,NA,20,0.44,NA,NA,0.3,NA,0.03,0.03,9.9,0.4,NA,NA,NA,NA,218,9.5,NA,11.7,18.4,NA,NA,NA,NA,NA,NA,NA
C10A,2006-04-18,09:45:00,NA,--flood stage---gauge at station read 29.5 feet.  usgs at veranlis bridge said 27.5 ft,sunny and warm breeze 10mph,NA,10,NA,NA,NA,6.69,1.53,NA,NA,NA,NA,NA,NA,13,0.14,NA,NA,0.2,NA,0.06,0.12,10.9,0.4,NA,NA,NA,NA,163.8,6.9,NA,14.4,11.1,NA,NA,NA,NA,NA,NA,NA
C10A,2006-05-16,10:10:00,NA,NA,"clear, sunny, warm",NA,NA,NA,NA,NA,3.34,1.79,NA,NA,0.03,NA,NA,NA,7,0.11,NA,NA,0.4,NA,0.06,0.08,9.7,0.4,NA,NA,NA,NA,106,6.7,NA,21.7,11.8,NA,NA,NA,NA,NA,NA,NA
C10A,2006-06-14,08:45:00,NA,NA,"warm, sunny with a light breeze",NA,NA,NA,NA,NA,9.18,3.67,NA,NA,0.01,NA,NA,NA,8,0.21,NA,NA,0.4,NA,0.05,0.12,9.3,0.4,NA,NA,NA,NA,113.2,7.6,NA,19.5,25.8,NA,NA,NA,NA,NA,NA,NA
C10A,2006-07-12,08:30:00,NA,NA,Mostly sunny and warm with a light breeze,NA,NA,NA,NA,NA,32.9,12.7,NA,NA,NA,NA,NA,NA,46,0.9,NA,NA,0.4,NA,0.05,0.12,12.5,0.5,NA,NA,NA,NA,395,7.4,NA,21.5,39.1,NA,NA,NA,NA,NA,NA,NA
C10A,2006-08-14,11:05:00,NA,NA,"clear, sunny, warm, light breeze",NA,NA,NA,NA,NA,16.7,11.6,NA,NA,NA,NA,NA,NA,44,1.1,NA,NA,0.2,NA,0.05,0.15,11,0.4,NA,NA,NA,NA,380.6,7.6,NA,23.3,19.3,NA,NA,NA,NA,NA,NA,NA
C10A,2006-09-13,08:40:00,NA,NA,"Clear, sunny, warm.",NA,NA,NA,NA,NA,11.1,6.39,NA,NA,0.02,NA,NA,NA,42,1.3,NA,NA,0.4,NA,0.06,0.14,12.7,0.5,NA,NA,NA,NA,371,7.6,NA,21.7,23.9,NA,NA,NA,NA,NA,NA,NA
C10A,2006-10-06,08:45:00,NA,NA,"Clear and cool with a light breeze""""",NA,NA,NA,NA,NA,5.87,3.77,NA,NA,0.01,NA,NA,NA,38,1.1,NA,NA,0.2,NA,0.06,0.13,12.8,0.4,NA,NA,NA,NA,347,6.7,NA,17.2,15.8,NA,NA,NA,NA,NA,NA,NA
C10A,2006-11-07,09:35:00,NA,NA,"clear, sunny, warm",NA,NA,NA,NA,NA,6.19,3.3,NA,NA,0.02,NA,NA,NA,72,1.8,NA,NA,0.2,NA,0.1,0.18,15.1,0.5,NA,NA,NA,NA,574,7.8,NA,16.2,21.3,NA,NA,NA,NA,NA,NA,NA
C10A,2006-12-06,08:40:00,NA,NA,mostly sunny and cool,NA,NA,NA,NA,NA,5.55,2.45,NA,NA,0.03,NA,NA,NA,96,2,NA,NA,0.3,NA,0.1,0.14,13.9,0.4,NA,NA,NA,NA,721,9.9,NA,9.4,11.5,NA,NA,NA,NA,NA,NA,NA
C10A,2007-01-09,09:10:00,NA,NA,Foggy and Cool,NA,NA,NA,NA,NA,5.98,3.14,NA,NA,0.03,NA,NA,NA,76,1.45,NA,NA,0.5,NA,0.08,0.14,12.3,0.5,NA,NA,NA,NA,606,9.8,NA,7.8,13.8,NA,NA,NA,NA,NA,NA,NA
C10A,2007-02-07,12:15:00,NA,NA,"cool, very light rain",NA,NA,NA,NA,NA,13.6,6.17,NA,NA,0.03,NA,NA,NA,100,1.44,NA,NA,0.6,NA,0.1,0.17,13.1,0.6,NA,NA,NA,NA,761,8.84,NA,12.5,12.8,NA,NA,NA,NA,NA,NA,NA
C10A,2007-03-07,10:15:00,NA,NA,"cool, overcast",NA,NA,NA,NA,NA,9.61,7.88,NA,NA,0.06,NA,NA,NA,73,1.2,NA,NA,0.3,NA,0.09,0.16,14.1,0.4,NA,NA,NA,NA,574,7.7,NA,15.2,22.8,NA,NA,NA,NA,NA,NA,NA
C10A,2007-04-06,09:15:00,NA,NA,"warm, no wind, sunny",NA,NA,NA,NA,NA,46.4,28,NA,NA,NA,NA,NA,NA,104,1.6,NA,NA,0.3,NA,0.07,0.14,12.7,0.6,NA,NA,NA,NA,747,7,NA,18.3,17.8,NA,NA,NA,NA,NA,NA,NA
C10A,2007-05-04,08:45:00,NA,NA,Mostly overcast and cool + drizzly,NA,NA,NA,NA,NA,15.4,8.32,NA,NA,0.03,NA,NA,NA,48,1.1,NA,NA,0.3,NA,0.08,0.18,10.9,0.6,NA,NA,NA,NA,394.3,9.2,NA,15.4,24.3,NA,NA,NA,NA,NA,NA,NA
C10A,2007-06-06,12:45:00,NA,NA,"mostly sunny, warm, breezy",NA,NA,NA,NA,NA,43.6,18.9,NA,NA,0.01,NA,NA,NA,56,1.2,NA,NA,0.3,NA,0.05,0.16,11.8,0.8,NA,NA,NA,NA,453.5,11,NA,18.9,17.8,NA,NA,NA,NA,NA,NA,NA
C10A,2007-07-17,12:00:00,NA,D.O. read 10.9 with winkler and 9.14 with the digital titrator.,"Cloudy, warm, medium winds",NA,NA,NA,NA,NA,70.1,33.4,NA,NA,NA,NA,NA,NA,85,1.9,NA,NA,0.3,NA,0.07,0.2,11.6,0.7,NA,NA,NA,NA,653,10.9,NA,24.4,28.1,NA,NA,NA,NA,NA,NA,NA
C10A,2007-08-17,10:15:00,NA,NA,Sunny and warm with a light breeze.,NA,NA,NA,NA,NA,112,32.5,NA,NA,NA,NA,NA,NA,103,2,NA,NA,0.2,NA,0.08,0.23,12.6,0.9,NA,NA,NA,NA,748,11.1,NA,23.4,28.8,NA,NA,NA,NA,NA,NA,NA
C10A,2007-09-14,09:30:00,NA,NA,"sunny, clear, and calm.",NA,NA,NA,NA,NA,30.6,24.9,NA,NA,NA,NA,NA,NA,94,2.4,NA,NA,0.4,NA,0.12,0.24,16.7,0.6,NA,NA,NA,NA,711,7.8,NA,21.4,17.1,NA,NA,NA,NA,NA,NA,NA
C10A,2007-10-15,11:00:00,NA,NA,Clear with some clouds.,NA,NA,NA,NA,NA,13.1,11.2,NA,NA,0.01,NA,NA,NA,86,2.6,NA,NA,0.4,NA,0.12,0.2,17.1,0.5,NA,NA,NA,NA,659,7.8,NA,18.5,17.9,NA,NA,NA,NA,NA,NA,NA
C10A,2007-11-14,14:55:00,NA,NA,"clear, mild temperature",NA,NA,NA,NA,NA,7.48,7.63,NA,NA,0.02,NA,NA,NA,97,2,NA,NA,0.4,NA,0.11,0.18,16,0.5,NA,NA,NA,NA,717,9.1,NA,16.8,17.2,NA,NA,NA,NA,NA,NA,NA
C10A,2007-12-13,11:40:00,NA,NA,NA,NA,NA,NA,NA,NA,4.66,2.4,NA,NA,0.02,NA,NA,NA,106,1.7,NA,NA,0.4,NA,0.09,0.16,13.8,0.5,NA,NA,NA,NA,800,10.8,NA,9.9,13.2,NA,NA,NA,NA,NA,NA,NA
C10A,2008-01-14,12:00:00,NA,NA,foggy and cold,NA,NA,NA,NA,NA,10.79,4.84,NA,NA,0.09,NA,NA,NA,115,2.36,NA,NA,0.7,NA,0.15,0.3,18.2,0.8,NA,NA,NA,NA,878,9.5,NA,11.6,54.2,NA,NA,NA,NA,NA,NA,NA
C10A,2008-02-13,13:25:00,NA,NA,"Partly cloudy, cool and windy",NA,NA,NA,NA,NA,22.75,6.48,NA,NA,0.1,NA,NA,NA,122,2.87,NA,NA,0.6,NA,0.18,0.3,18,0.6,NA,NA,NA,NA,905,9.1,NA,14.3,40.3,NA,NA,NA,NA,NA,NA,NA
C10A,2008-03-11,09:55:00,NA,NA,Sunny with light breeze,NA,NA,NA,NA,NA,81.17,11.53,NA,NA,0.02,NA,NA,NA,160,1.9,NA,NA,0.3,NA,0.15,0.34,15,0.7,NA,NA,NA,NA,1114,9.5,NA,16.2,30.8,NA,NA,NA,NA,NA,NA,NA
C10A,2008-04-10,10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,26.59,9.44,NA,NA,NA,NA,NA,NA,86,1,NA,NA,0.1,NA,0.05,0.12,11.2,0.3,NA,NA,NA,NA,641,10.5,NA,15.6,14,NA,NA,NA,NA,NA,NA,NA
C10A,2008-05-09,09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,23.28,7.14,NA,NA,NA,NA,NA,NA,34,0.63,NA,NA,0.1,NA,0.06,0.12,9.7,0.2,NA,NA,NA,NA,308,9,NA,18.7,26.4,NA,NA,NA,NA,NA,NA,NA
C10A,2008-06-11,09:45:00,NA,NA,warm w/ medium winds,NA,NA,NA,NA,NA,212,43.31,NA,NA,NA,NA,NA,NA,107,1.1,NA,NA,0.3,NA,0.02,0.22,10.9,1.5,NA,NA,NA,NA,762,11.2,NA,21.7,41.3,NA,NA,NA,NA,NA,NA,NA
C10A,2008-07-07,09:40:00,NA,NA,sunny and hot.,NA,NA,NA,NA,NA,66,32.08,NA,NA,0.02,NA,NA,NA,92,1.1,NA,NA,0.3,NA,0.05,0.24,11.9,1.2,NA,NA,NA,NA,691,10.1,NA,26.3,37,NA,NA,NA,NA,NA,NA,NA
C10A,2008-08-05,09:45:00,NA,NA,NA,NA,NA,NA,NA,NA,47.42,12.84,NA,NA,0.02,NA,NA,NA,77,1.4,NA,NA,0.3,NA,0.07,0.16,12.9,0.9,NA,NA,NA,NA,601,8.4,NA,23.9,21.2,NA,NA,NA,NA,NA,NA,NA
C10A,2008-09-02,09:10:00,NA,NA,NA,NA,NA,NA,NA,NA,40.26,13.04,NA,NA,0.01,NA,NA,NA,89,1.8,NA,NA,0.4,NA,0.1,0.2,14.1,0.7,NA,NA,NA,NA,600,8.9,NA,21.5,14.7,NA,NA,NA,NA,NA,NA,NA
C10A,2008-10-01,09:55:00,NA,NA,sunny and warm,NA,NA,NA,NA,NA,43.89,10.61,NA,NA,NA,NA,NA,NA,111,2.1,NA,NA,0.3,NA,0.09,0.19,15.8,0.9,NA,NA,NA,NA,756,8.9,NA,22.4,12.6,NA,NA,NA,NA,NA,NA,NA
C10A,2008-11-17,11:40:00,NA,NA,NA,NA,NA,NA,NA,NA,9.93,2.4,NA,NA,NA,NA,NA,NA,110,1.7,NA,NA,0.3,NA,0.09,0.15,14.7,0.6,NA,NA,NA,NA,369.2,8.7,NA,15.9,10.4,NA,NA,NA,NA,NA,NA,NA
C10A,2008-12-01,11:00:00,NA,NA,cold and foggy,NA,NA,NA,NA,NA,12.28,2.07,NA,NA,NA,NA,NA,NA,116,1.6,NA,NA,0.1,NA,0.06,0.12,14.7,0.4,NA,NA,NA,NA,823,8.9,NA,12.8,9.8,NA,NA,NA,NA,NA,NA,NA
C10A,2009-01-15,11:15:00,NA,NA,"Mild, sunny",NA,NA,NA,NA,NA,11.96,3.14,NA,NA,NA,NA,NA,NA,151,1.5,NA,NA,0.3,NA,0.07,0.14,14.1,0.6,NA,NA,NA,NA,1014,9.6,NA,10.8,10.3,NA,NA,NA,NA,NA,NA,NA
C10A,2009-02-20,10:35:00,NA,NA,Sunny and cool,NA,NA,NA,NA,NA,13.35,9.9,NA,NA,0.16,NA,NA,NA,101,1.2,NA,NA,0.9,NA,0.11,0.24,14,1.1,NA,NA,NA,NA,782,8.1,NA,12.5,43.6,NA,NA,NA,NA,NA,NA,NA
C10A,2009-03-18,12:55:00,NA,NA,Sunny and warm,NA,NA,NA,NA,NA,82.24,2.24,NA,NA,NA,NA,NA,NA,167,1.5,NA,NA,0.7,NA,0.12,0.24,11.2,0.8,NA,NA,NA,NA,1013,10.7,NA,18.6,23.8,8.4,NA,NA,NA,NA,NA,NA
C10A,2009-04-14,10:00:00,NA,NA,"Cool, windy and clear",NA,NA,NA,NA,NA,21.47,8.66,NA,NA,NA,NA,NA,NA,86,1.2,NA,NA,0.3,NA,0.06,0.15,12.8,0.6,NA,NA,NA,NA,527,8.6,NA,16.2,14,8,NA,NA,NA,NA,NA,NA
C10A,2009-05-13,09:40:00,NA,NA,Sunny and warm with gusty winds.,NA,NA,NA,NA,NA,14.85,8.85,NA,NA,NA,NA,NA,NA,30,0.46,NA,NA,0.3,NA,0.05,0.12,10.6,0.4,NA,NA,NA,NA,229.3,7.4,NA,18.3,26,7.74,NA,NA,NA,NA,NA,NA
C10A,2009-06-12,11:35:00,NA,"Hood, EC taken (degrees C not flashing, not temperature compensated.)","mild, mostly sunny",NA,NA,NA,NA,NA,260.59,24.99,NA,NA,NA,NA,NA,NA,75,0.35,NA,NA,0.1,NA,0.02,0.17,8.6,1.2,NA,NA,NA,NA,510,9.7,NA,21.8,19,9.1,NA,NA,NA,NA,NA,NA
C10A,2009-07-13,11:05:00,NA,NA,warm and sunny with a light breeze,NA,NA,NA,NA,NA,113,12.4,NA,NA,0.01,NA,NA,NA,86,1.2,NA,NA,0.4,NA,0.04,0.12,13.2,0.9,NA,NA,NA,NA,639,9.1,NA,23.2,10.7,8.9,NA,NA,NA,NA,NA,NA
C10A,2009-08-11,11:05:00,NA,NA,clear and warm,NA,NA,NA,NA,NA,34.7,12.7,NA,NA,NA,NA,NA,NA,62,0.91,NA,NA,0.4,NA,0.06,0.15,12.8,0.7,NA,NA,NA,NA,505,7.9,NA,25.6,13.1,8.5,NA,NA,NA,NA,NA,NA
