Lab,Organisms_per_mL,Cells_per_Unit,UnitAbundance,Factor,Cells_per_mL
EcoAnalysts,1334.95,1,5,NA,1334.95
EcoAnalysts,2669.89,1,10,NA,2669.89
EcoAnalysts,3470.86,1,13,NA,3470.86
EcoAnalysts,8810.65,1,33,NA,8810.65
EcoAnalysts,533.98,1,2,NA,533.98
EcoAnalysts,533.98,1,2,NA,533.98
EcoAnalysts,2402.91,60,9,NA,144174.59999999998
EcoAnalysts,266.99,1,1,NA,266.99
EcoAnalysts,266.99,1,1,NA,266.99
EcoAnalysts,266.99,1,1,NA,266.99
EcoAnalysts,533.98,1,2,NA,533.98
EcoAnalysts,800.97,1,3,NA,800.97
EcoAnalysts,266.99,16,1,NA,4271.84
EcoAnalysts,1067.96,2,4,NA,2135.92
EcoAnalysts,800.97,4,3,NA,3203.88
EcoAnalysts,1067.96,4,4,NA,4271.84
EcoAnalysts,1067.96,4,4,NA,4271.84
EcoAnalysts,266.99,1,1,NA,266.99
EcoAnalysts,533.98,1,2,NA,533.98
EcoAnalysts,266.99,4,1,NA,1067.96
EcoAnalysts,2669.89,1,10,NA,2669.89
EcoAnalysts,1366.99,1,2,NA,1366.99
EcoAnalysts,1366.99,8,2,NA,10935.92
EcoAnalysts,184543.13,1,270,NA,184543.13
EcoAnalysts,683.49,2,1,NA,1366.98
EcoAnalysts,1366.99,1,2,NA,1366.99
EcoAnalysts,2050.48,1,3,NA,2050.48
EcoAnalysts,1366.99,1,2,NA,1366.99
EcoAnalysts,683.49,4,1,NA,2733.96
EcoAnalysts,21188.29,1,31,NA,21188.29
EcoAnalysts,41009.58,1,60,NA,41009.58
EcoAnalysts,2050.48,1,3,NA,2050.48
EcoAnalysts,2733.97,1,4,NA,2733.97
EcoAnalysts,1366.99,60,2,NA,82019.4
EcoAnalysts,3417.47,1,5,NA,3417.47
EcoAnalysts,1366.99,2,2,NA,2733.98
EcoAnalysts,2050.48,4,3,NA,8201.92
EcoAnalysts,1366.99,4,2,NA,5467.96
EcoAnalysts,2050.48,4,3,NA,8201.92
EcoAnalysts,2733.97,1,4,NA,2733.97
EcoAnalysts,1366.99,1,2,NA,1366.99
EcoAnalysts,2050.48,1,3,NA,2050.48
EcoAnalysts,2050.48,1,3,NA,2050.48
EcoAnalysts,99.68,1,7,NA,99.68
EcoAnalysts,199.35,1,14,NA,199.35
EcoAnalysts,56.96,1,4,NA,56.96
EcoAnalysts,227.83,1,16,NA,227.83
EcoAnalysts,28.48,1,2,NA,28.48
EcoAnalysts,156.63,1,11,NA,156.63
EcoAnalysts,28.48,8,2,NA,227.84
EcoAnalysts,2207.11,1,155,NA,2207.11
EcoAnalysts,925.56,1,65,NA,925.56
EcoAnalysts,598.06,1,42,NA,598.06
EcoAnalysts,85.44,1,6,NA,85.44
EcoAnalysts,284.79,1,20,NA,284.79
EcoAnalysts,42.72,1,3,NA,42.72
EcoAnalysts,28.48,1,2,NA,28.48
EcoAnalysts,28.48,1,2,NA,28.48
EcoAnalysts,99.68,1,7,NA,99.68
EcoAnalysts,42.72,8,3,NA,341.76
EcoAnalysts,14.24,1,1,NA,14.24
EcoAnalysts,170.87,1,12,NA,170.87
EcoAnalysts,28.48,1,2,NA,28.48
EcoAnalysts,28.48,1,2,NA,28.48
EcoAnalysts,85.44,1,6,NA,85.44
EcoAnalysts,170.87,1,12,NA,170.87
EcoAnalysts,14.24,1,1,NA,14.24
EcoAnalysts,14.24,1,1,NA,14.24
EcoAnalysts,28.48,1,2,NA,28.48
EcoAnalysts,14.24,4,1,NA,56.96
EcoAnalysts,56.96,1,4,NA,56.96
EcoAnalysts,14.24,1,1,NA,14.24
EcoAnalysts,115.08,1,11,NA,115.08
EcoAnalysts,10.46,1,1,NA,10.46
EcoAnalysts,83.69,1,8,NA,83.69
EcoAnalysts,31.38,1,3,NA,31.38
EcoAnalysts,209.23,1,20,NA,209.23
EcoAnalysts,282.46,1,27,NA,282.46
EcoAnalysts,31.38,8,3,NA,251.04
EcoAnalysts,1318.17,1,126,NA,1318.17
EcoAnalysts,355.7,1,34,NA,355.7
EcoAnalysts,523.08,1,50,NA,523.08
EcoAnalysts,10.46,1,1,NA,10.46
EcoAnalysts,167.39,1,16,NA,167.39
EcoAnalysts,104.62,1,10,NA,104.62
EcoAnalysts,20.92,1,2,NA,20.92
EcoAnalysts,41.85,1,4,NA,41.85
EcoAnalysts,146.46,1,14,NA,146.46
EcoAnalysts,73.23,1,7,NA,73.23
EcoAnalysts,31.38,1,3,NA,31.38
EcoAnalysts,125.54,1,12,NA,125.54
EcoAnalysts,52.31,1,5,NA,52.31
EcoAnalysts,20.92,1,2,NA,20.92
EcoAnalysts,125.54,1,12,NA,125.54
EcoAnalysts,146.46,1,14,NA,146.46
EcoAnalysts,52.31,1,5,NA,52.31
EcoAnalysts,10.46,1,1,NA,10.46
EcoAnalysts,41.85,4,4,NA,167.4
EcoAnalysts,20.92,1,2,NA,20.92
EcoAnalysts,10.46,1,1,NA,10.46
EcoAnalysts,20.92,4,2,NA,83.68
EcoAnalysts,10.46,1,1,NA,10.46
EcoAnalysts,96.12,1,3,NA,96.12
EcoAnalysts,32.04,1,1,NA,32.04
EcoAnalysts,32.04,1,1,NA,32.04
EcoAnalysts,544.66,1,17,NA,544.66
EcoAnalysts,480.58,1,15,NA,480.58
EcoAnalysts,32.04,8,1,NA,256.32
EcoAnalysts,6407.75,1,200,NA,6407.75
EcoAnalysts,544.66,1,17,NA,544.66
EcoAnalysts,2402.91,1,75,NA,2402.91
EcoAnalysts,32.04,1,1,NA,32.04
EcoAnalysts,320.39,1,10,NA,320.39
EcoAnalysts,32.04,1,1,NA,32.04
EcoAnalysts,128.15,1,4,NA,128.15
EcoAnalysts,32.04,1,1,NA,32.04
EcoAnalysts,4581.54,1,143,NA,4581.54
EcoAnalysts,128.15,1,4,NA,128.15
EcoAnalysts,128.15,1,4,NA,128.15
EcoAnalysts,192.23,1,6,NA,192.23
EcoAnalysts,224.27,1,7,NA,224.27
EcoAnalysts,256.31,1,8,NA,256.31
EcoAnalysts,1377.67,2.5,43,NA,3444.175
EcoAnalysts,32.04,1,1,NA,32.04
EcoAnalysts,32.04,1,1,NA,32.04
EcoAnalysts,32.04,1,1,NA,32.04
EcoAnalysts,96.12,1,3,NA,96.12
EcoAnalysts,20.5,1,1,NA,20.5
EcoAnalysts,41.01,8,2,NA,328.08
EcoAnalysts,20.5,1,1,NA,20.5
EcoAnalysts,20.5,1,1,NA,20.5
EcoAnalysts,1127.76,1,55,NA,1127.76
EcoAnalysts,225.55,1,11,NA,225.55
EcoAnalysts,123.03,1,6,NA,123.03
EcoAnalysts,553.63,1,27,NA,553.63
EcoAnalysts,102.52,1,5,NA,102.52
EcoAnalysts,61.51,2,3,NA,123.02
EcoAnalysts,451.11,1,22,NA,451.11
EcoAnalysts,328.08,1,16,NA,328.08
EcoAnalysts,1107.26,1,54,NA,1107.26
EcoAnalysts,820.19,1,40,NA,820.19
EcoAnalysts,389.59,1,19,NA,389.59
EcoAnalysts,41.01,1,2,NA,41.01
EcoAnalysts,20.5,1,1,NA,20.5
EcoAnalysts,184.54,1,9,NA,184.54
EcoAnalysts,143.53,1,7,NA,143.53
EcoAnalysts,82.02,1,4,NA,82.02
EcoAnalysts,123.03,1,6,NA,123.03
EcoAnalysts,102.52,1,5,NA,102.52
EcoAnalysts,102.52,1,5,NA,102.52
EcoAnalysts,143.53,1,7,NA,143.53
EcoAnalysts,20.5,1,1,NA,20.5
EcoAnalysts,594.64,1,29,NA,594.64
EcoAnalysts,430.6,1,21,NA,430.6
EcoAnalysts,676.66,2,33,NA,1353.32
EcoAnalysts,20.5,1,1,NA,20.5
EcoAnalysts,41.01,4,2,NA,164.04
EcoAnalysts,41.01,4,2,NA,164.04
EcoAnalysts,20.5,1,1,NA,20.5
EcoAnalysts,20.5,1,1,NA,20.5
EcoAnalysts,20.5,1,1,NA,20.5
EcoAnalysts,82.02,1,4,NA,82.02
EcoAnalysts,71.2,1,5,NA,71.2
EcoAnalysts,299.03,1,21,NA,299.03
EcoAnalysts,71.2,1,5,NA,71.2
EcoAnalysts,28.48,1,2,NA,28.48
EcoAnalysts,484.14,1,34,NA,484.14
EcoAnalysts,28.48,1,2,NA,28.48
EcoAnalysts,270.55,1,19,NA,270.55
EcoAnalysts,28.48,2,2,NA,56.96
EcoAnalysts,170.87,1,12,NA,170.87
EcoAnalysts,85.44,1,6,NA,85.44
EcoAnalysts,242.07,1,17,NA,242.07
EcoAnalysts,28.48,1,2,NA,28.48
EcoAnalysts,242.07,1,17,NA,242.07
EcoAnalysts,2249.83,1,158,NA,2249.83
EcoAnalysts,71.2,1,5,NA,71.2
EcoAnalysts,85.44,1,6,NA,85.44
EcoAnalysts,99.68,1,7,NA,99.68
EcoAnalysts,28.48,1,2,NA,28.48
EcoAnalysts,14.24,1,1,NA,14.24
EcoAnalysts,156.63,1,11,NA,156.63
EcoAnalysts,113.92,1,8,NA,113.92
EcoAnalysts,56.96,1,4,NA,56.96
EcoAnalysts,99.68,1,7,NA,99.68
EcoAnalysts,14.24,1,1,NA,14.24
EcoAnalysts,199.35,1,14,NA,199.35
EcoAnalysts,56.96,1,4,NA,56.96
EcoAnalysts,42.72,4,3,NA,170.88
EcoAnalysts,28.48,4,2,NA,113.92
EcoAnalysts,71.2,2,5,NA,142.4
EcoAnalysts,14.24,4,1,NA,56.96
EcoAnalysts,14.24,4,1,NA,56.96
EcoAnalysts,113.92,4,8,NA,455.68
EcoAnalysts,85.44,1,6,NA,85.44
EcoAnalysts,14.24,1,1,NA,14.24
EcoAnalysts,28.48,16,2,NA,455.68
EcoAnalysts,14.24,1,1,NA,14.24
EcoAnalysts,28.48,1,2,NA,28.48
EcoAnalysts,85.44,4,6,NA,341.76
EcoAnalysts,56.96,1,4,NA,56.96
EcoAnalysts,282.44,1,18,NA,282.44
EcoAnalysts,109.84,8,7,NA,878.72
EcoAnalysts,15.69,1,1,NA,15.69
EcoAnalysts,313.82,1,20,NA,313.82
EcoAnalysts,94.15,1,6,NA,94.15
EcoAnalysts,31.38,1,2,NA,31.38
EcoAnalysts,78.45,1,5,NA,78.45
EcoAnalysts,15.69,1,1,NA,15.69
EcoAnalysts,62.76,1,4,NA,62.76
EcoAnalysts,62.76,1,4,NA,62.76
EcoAnalysts,15.69,1,1,NA,15.69
EcoAnalysts,674.71,1,43,NA,674.71
EcoAnalysts,94.15,1,6,NA,94.15
EcoAnalysts,392.27,1,25,NA,392.27
EcoAnalysts,266.74,1,17,NA,266.74
EcoAnalysts,94.15,1,6,NA,94.15
EcoAnalysts,15.69,1,1,NA,15.69
EcoAnalysts,31.38,1,2,NA,31.38
EcoAnalysts,15.69,1,1,NA,15.69
EcoAnalysts,2290.86,1,146,NA,2290.86
EcoAnalysts,219.67,1,14,NA,219.67
EcoAnalysts,47.07,1,3,NA,47.07
EcoAnalysts,172.6,1,11,NA,172.6
EcoAnalysts,345.2,1,22,NA,345.2
EcoAnalysts,156.91,1,10,NA,156.91
EcoAnalysts,172.6,10,11,NA,1726
EcoAnalysts,141.22,1,9,NA,141.22
EcoAnalysts,15.69,4,1,NA,62.76
EcoAnalysts,15.69,1,1,NA,15.69
EcoAnalysts,47.07,4,3,NA,188.28
EcoAnalysts,31.38,1,2,NA,31.38
EcoAnalysts,227.83,1,3,NA,227.83
EcoAnalysts,531.61,8,7,NA,4252.88
EcoAnalysts,151.89,1,2,NA,151.89
EcoAnalysts,759.44,1,10,NA,759.44
EcoAnalysts,455.66,1,6,NA,455.66
EcoAnalysts,227.83,1,3,NA,227.83
EcoAnalysts,303.77,1,4,NA,303.77
EcoAnalysts,911.32,8,12,NA,7290.56
EcoAnalysts,379.72,1,5,NA,379.72
EcoAnalysts,303.77,1,4,NA,303.77
EcoAnalysts,151.89,4,2,NA,607.56
EcoAnalysts,1974.54,1,26,NA,1974.54
EcoAnalysts,15112.79,1,199,NA,15112.79
EcoAnalysts,151.89,1,2,NA,151.89
EcoAnalysts,227.83,1,3,NA,227.83
EcoAnalysts,75.94,1,1,NA,75.94
EcoAnalysts,3189.63,1,42,NA,3189.63
EcoAnalysts,455.66,1,6,NA,455.66
EcoAnalysts,151.89,1,2,NA,151.89
EcoAnalysts,227.83,1,3,NA,227.83
EcoAnalysts,2582.08,1,34,NA,2582.08
EcoAnalysts,1594.82,1,21,NA,1594.82
EcoAnalysts,75.94,1,1,NA,75.94
EcoAnalysts,151.89,2,2,NA,303.78
EcoAnalysts,759.44,8,10,NA,6075.52
EcoAnalysts,151.89,4,2,NA,607.56
EcoAnalysts,379.72,1,5,NA,379.72
EcoAnalysts,151.89,4,2,NA,607.56
EcoAnalysts,379.72,4,5,NA,1518.88
EcoAnalysts,75.94,1,1,NA,75.94
EcoAnalysts,1.71,1,1,NA,1.71
EcoAnalysts,15.38,1,9,NA,15.38
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,29.05,1,17,NA,29.05
EcoAnalysts,15.38,1,9,NA,15.38
EcoAnalysts,23.92,1,14,NA,23.92
EcoAnalysts,42.72,1,25,NA,42.72
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,42.72,1,25,NA,42.72
EcoAnalysts,1.71,1,1,NA,1.71
EcoAnalysts,6.83,1,4,NA,6.83
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,217.01,1,127,NA,217.01
EcoAnalysts,5.13,1,3,NA,5.13
EcoAnalysts,13.67,1,8,NA,13.67
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,17.09,1,10,NA,17.09
EcoAnalysts,18.8,1,11,NA,18.8
EcoAnalysts,10.25,1,6,NA,10.25
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,13.67,1,8,NA,13.67
EcoAnalysts,6.83,1,4,NA,6.83
EcoAnalysts,5.13,1,3,NA,5.13
EcoAnalysts,5.13,1,3,NA,5.13
EcoAnalysts,4.04,1,4,NA,4.04
EcoAnalysts,36.4,1,36,NA,36.4
EcoAnalysts,11.12,1,11,NA,11.12
EcoAnalysts,12.13,1,12,NA,12.13
EcoAnalysts,15.17,1,15,NA,15.17
EcoAnalysts,52.58,1,52,NA,52.58
EcoAnalysts,18.2,1,18,NA,18.2
EcoAnalysts,1.01,1,1,NA,1.01
EcoAnalysts,20.22,1,20,NA,20.22
EcoAnalysts,23.25,1,23,NA,23.25
EcoAnalysts,3.03,1,3,NA,3.03
EcoAnalysts,49.54,1,49,NA,49.54
EcoAnalysts,3.03,1,3,NA,3.03
EcoAnalysts,2.02,1,2,NA,2.02
EcoAnalysts,2.02,1,2,NA,2.02
EcoAnalysts,24.27,1,24,NA,24.27
EcoAnalysts,5.06,1,5,NA,5.06
EcoAnalysts,19.21,1,19,NA,19.21
EcoAnalysts,8.09,1,8,NA,8.09
EcoAnalysts,1.01,1,1,NA,1.01
EcoAnalysts,15.17,1,15,NA,15.17
EcoAnalysts,7.08,1,7,NA,7.08
EcoAnalysts,9.1,1,9,NA,9.1
EcoAnalysts,5.06,1,5,NA,5.06
EcoAnalysts,3.03,1,3,NA,3.03
EcoAnalysts,2.02,1,2,NA,2.02
EcoAnalysts,25.28,1,25,NA,25.28
EcoAnalysts,1.01,2,1,NA,2.02
EcoAnalysts,5.06,1,5,NA,5.06
EcoAnalysts,1.01,4,1,NA,4.04
EcoAnalysts,14.16,1,14,NA,14.16
EcoAnalysts,2.02,1,2,NA,2.02
EcoAnalysts,6.07,1,6,NA,6.07
EcoAnalysts,3.56,1,1,NA,3.56
EcoAnalysts,217.15,1,61,NA,217.15
EcoAnalysts,46.28,1,13,NA,46.28
EcoAnalysts,67.64,1,19,NA,67.64
EcoAnalysts,53.4,1,15,NA,53.4
EcoAnalysts,142.39,1,40,NA,142.39
EcoAnalysts,71.2,1,20,NA,71.2
EcoAnalysts,89,1,25,NA,89
EcoAnalysts,35.6,1,10,NA,35.6
EcoAnalysts,420.06,1,118,NA,420.06
EcoAnalysts,46.28,1,13,NA,46.28
EcoAnalysts,17.8,1,5,NA,17.8
EcoAnalysts,21.36,1,6,NA,21.36
EcoAnalysts,10.68,1,3,NA,10.68
EcoAnalysts,46.28,1,13,NA,46.28
EcoAnalysts,17.8,1,5,NA,17.8
EcoAnalysts,85.44,20,24,NA,1708.8
EcoAnalysts,14.24,1,4,NA,14.24
EcoAnalysts,10.68,4,3,NA,42.72
EcoAnalysts,14.24,1,4,NA,14.24
EcoAnalysts,10.68,1,3,NA,10.68
EcoAnalysts,3.56,1,1,NA,3.56
EcoAnalysts,6.83,1,1,NA,6.83
EcoAnalysts,41.01,1,6,NA,41.01
EcoAnalysts,13.67,1,2,NA,13.67
EcoAnalysts,34.17,1,5,NA,34.17
EcoAnalysts,6.83,1,1,NA,6.83
EcoAnalysts,47.84,1,7,NA,47.84
EcoAnalysts,143.53,1,21,NA,143.53
EcoAnalysts,369.09,1,54,NA,369.09
EcoAnalysts,75.18,1,11,NA,75.18
EcoAnalysts,287.07,1,42,NA,287.07
EcoAnalysts,300.74,1,44,NA,300.74
EcoAnalysts,123.03,1,18,NA,123.03
EcoAnalysts,13.67,1,2,NA,13.67
EcoAnalysts,20.5,1,3,NA,20.5
EcoAnalysts,936.39,1,137,NA,936.39
EcoAnalysts,54.68,1,8,NA,54.68
EcoAnalysts,88.85,1,13,NA,88.85
EcoAnalysts,27.34,1,4,NA,27.34
EcoAnalysts,6.83,1,1,NA,6.83
EcoAnalysts,61.51,1,9,NA,61.51
EcoAnalysts,41.01,1,6,NA,41.01
EcoAnalysts,27.34,1,4,NA,27.34
EcoAnalysts,20.5,1,3,NA,20.5
EcoAnalysts,20.5,1,3,NA,20.5
EcoAnalysts,6.83,4,1,NA,27.32
EcoAnalysts,20.5,1,3,NA,20.5
EcoAnalysts,7.12,1,6,NA,7.12
EcoAnalysts,18.99,1,16,NA,18.99
EcoAnalysts,4.75,1,4,NA,4.75
EcoAnalysts,46.28,1,39,NA,46.28
EcoAnalysts,2.37,1,2,NA,2.37
EcoAnalysts,7.12,1,6,NA,7.12
EcoAnalysts,4.75,1,4,NA,4.75
EcoAnalysts,39.16,1,33,NA,39.16
EcoAnalysts,4.75,1,4,NA,4.75
EcoAnalysts,7.12,1,6,NA,7.12
EcoAnalysts,8.31,1,7,NA,8.31
EcoAnalysts,5.93,1,5,NA,5.93
EcoAnalysts,7.12,1,6,NA,7.12
EcoAnalysts,4.75,1,4,NA,4.75
EcoAnalysts,8.31,1,7,NA,8.31
EcoAnalysts,3.56,1,3,NA,3.56
EcoAnalysts,2.37,1,2,NA,2.37
EcoAnalysts,8.31,1,7,NA,8.31
EcoAnalysts,3.56,1,3,NA,3.56
EcoAnalysts,27.29,1,23,NA,27.29
EcoAnalysts,39.16,1,33,NA,39.16
EcoAnalysts,2.37,1,2,NA,2.37
EcoAnalysts,2.37,1,2,NA,2.37
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,23.92,1,14,NA,23.92
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,17.09,1,10,NA,17.09
EcoAnalysts,6.83,1,4,NA,6.83
EcoAnalysts,64.93,1,38,NA,64.93
EcoAnalysts,82.02,1,48,NA,82.02
EcoAnalysts,59.81,1,35,NA,59.81
EcoAnalysts,8.54,1,5,NA,8.54
EcoAnalysts,49.55,1,29,NA,49.55
EcoAnalysts,11.96,1,7,NA,11.96
EcoAnalysts,104.23,1,61,NA,104.23
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,6.83,1,4,NA,6.83
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,6.83,1,4,NA,6.83
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,15.38,1,9,NA,15.38
EcoAnalysts,39.3,1,23,NA,39.3
EcoAnalysts,6.83,1,4,NA,6.83
EcoAnalysts,42.72,1,25,NA,42.72
EcoAnalysts,6.83,1,4,NA,6.83
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,32.47,1,19,NA,32.47
EcoAnalysts,6.83,8,4,NA,54.64
EcoAnalysts,6.83,1,4,NA,6.83
EcoAnalysts,59.81,1,35,NA,59.81
EcoAnalysts,6.83,1,4,NA,6.83
EcoAnalysts,1.71,1,1,NA,1.71
EcoAnalysts,3.42,1,2,NA,3.42
EcoAnalysts,8.44,1,1,NA,8.44
EcoAnalysts,109.7,1,13,NA,109.7
EcoAnalysts,8.44,1,1,NA,8.44
EcoAnalysts,8.44,1,1,NA,8.44
EcoAnalysts,25.31,1,3,NA,25.31
EcoAnalysts,8.44,1,1,NA,8.44
EcoAnalysts,1586.38,1,188,NA,1586.38
EcoAnalysts,286.9,1,34,NA,286.9
EcoAnalysts,42.19,1,5,NA,42.19
EcoAnalysts,50.63,1,6,NA,50.63
EcoAnalysts,67.51,1,8,NA,67.51
EcoAnalysts,50.63,1,6,NA,50.63
EcoAnalysts,185.64,1,22,NA,185.64
EcoAnalysts,8.44,1,1,NA,8.44
EcoAnalysts,8.44,1,1,NA,8.44
EcoAnalysts,25.31,1,3,NA,25.31
EcoAnalysts,33.75,1,4,NA,33.75
EcoAnalysts,25.31,1,3,NA,25.31
EcoAnalysts,396.59,1,47,NA,396.59
EcoAnalysts,59.07,1,7,NA,59.07
EcoAnalysts,33.75,1,4,NA,33.75
EcoAnalysts,16.88,1,2,NA,16.88
EcoAnalysts,75.94,1,9,NA,75.94
EcoAnalysts,16.88,1,2,NA,16.88
EcoAnalysts,8.44,1,1,NA,8.44
EcoAnalysts,168.76,1,20,NA,168.76
EcoAnalysts,25.31,1,3,NA,25.31
EcoAnalysts,25.31,1,3,NA,25.31
EcoAnalysts,59.07,1,7,NA,59.07
EcoAnalysts,2.67,1,1,NA,2.67
EcoAnalysts,48.06,1,18,NA,48.06
EcoAnalysts,2.67,1,1,NA,2.67
EcoAnalysts,5.34,1,2,NA,5.34
EcoAnalysts,13.35,1,5,NA,13.35
EcoAnalysts,248.3,1,93,NA,248.3
EcoAnalysts,53.4,1,20,NA,53.4
EcoAnalysts,21.36,1,8,NA,21.36
EcoAnalysts,21.36,1,8,NA,21.36
EcoAnalysts,13.35,1,5,NA,13.35
EcoAnalysts,16.02,1,6,NA,16.02
EcoAnalysts,66.75,1,25,NA,66.75
EcoAnalysts,2.67,1,1,NA,2.67
EcoAnalysts,2.67,1,1,NA,2.67
EcoAnalysts,8.01,1,3,NA,8.01
EcoAnalysts,2.67,1,1,NA,2.67
EcoAnalysts,21.36,1,8,NA,21.36
EcoAnalysts,40.05,1,15,NA,40.05
EcoAnalysts,5.34,1,2,NA,5.34
EcoAnalysts,37.38,1,14,NA,37.38
EcoAnalysts,5.34,1,2,NA,5.34
EcoAnalysts,37.38,1,14,NA,37.38
EcoAnalysts,2.67,1,1,NA,2.67
EcoAnalysts,48.06,1,18,NA,48.06
EcoAnalysts,85.44,1,2,NA,85.44
EcoAnalysts,256.31,1,6,NA,256.31
EcoAnalysts,42.72,1,1,NA,42.72
EcoAnalysts,469.9,1,11,NA,469.9
EcoAnalysts,42.72,1,1,NA,42.72
EcoAnalysts,85.44,2,2,NA,170.88
EcoAnalysts,384.46,1,9,NA,384.46
EcoAnalysts,42.72,1,1,NA,42.72
EcoAnalysts,85.44,1,2,NA,85.44
EcoAnalysts,42.72,1,1,NA,42.72
EcoAnalysts,170.87,4,4,NA,683.48
EcoAnalysts,1537.86,1,36,NA,1537.86
EcoAnalysts,8586.38,1,201,NA,8586.38
EcoAnalysts,42.72,1,1,NA,42.72
EcoAnalysts,128.15,1,3,NA,128.15
EcoAnalysts,427.18,1,10,NA,427.18
EcoAnalysts,42.72,1,1,NA,42.72
EcoAnalysts,726.21,1,17,NA,726.21
EcoAnalysts,555.34,1,13,NA,555.34
EcoAnalysts,170.87,1,4,NA,170.87
EcoAnalysts,85.44,1,2,NA,85.44
EcoAnalysts,85.44,4,2,NA,341.76
EcoAnalysts,384.46,4,9,NA,1537.84
EcoAnalysts,384.46,1,9,NA,384.46
EcoAnalysts,42.72,1,1,NA,42.72
EcoAnalysts,42.72,1,1,NA,42.72
EcoAnalysts,42.72,1,1,NA,42.72
EcoAnalysts,42.72,4,1,NA,170.88
EcoAnalysts,2605.82,1,61,NA,2605.82
EcoAnalysts,256.31,1,6,NA,256.31
EcoAnalysts,195.28,1,14,NA,195.28
EcoAnalysts,13.95,1,1,NA,13.95
EcoAnalysts,41.85,1,3,NA,41.85
EcoAnalysts,111.59,1,8,NA,111.59
EcoAnalysts,41.85,1,3,NA,41.85
EcoAnalysts,55.8,1,4,NA,55.8
EcoAnalysts,69.74,1,5,NA,69.74
EcoAnalysts,27.9,8,2,NA,223.2
EcoAnalysts,153.44,1,11,NA,153.44
EcoAnalysts,97.64,1,7,NA,97.64
EcoAnalysts,474.26,1,34,NA,474.26
EcoAnalysts,27.9,1,2,NA,27.9
EcoAnalysts,153.44,1,11,NA,153.44
EcoAnalysts,404.52,1,29,NA,404.52
EcoAnalysts,153.44,1,11,NA,153.44
EcoAnalysts,83.69,1,6,NA,83.69
EcoAnalysts,27.9,1,2,NA,27.9
EcoAnalysts,13.95,1,1,NA,13.95
EcoAnalysts,1590.17,1,114,NA,1590.17
EcoAnalysts,167.39,1,12,NA,167.39
EcoAnalysts,27.9,1,2,NA,27.9
EcoAnalysts,55.8,1,4,NA,55.8
EcoAnalysts,55.8,1,4,NA,55.8
EcoAnalysts,544,2.5,39,NA,1360
EcoAnalysts,69.74,1,5,NA,69.74
EcoAnalysts,474.26,1,34,NA,474.26
EcoAnalysts,334.77,1,24,NA,334.77
EcoAnalysts,167.39,2.5,12,NA,418.47499999999997
EcoAnalysts,13.95,1,1,NA,13.95
EcoAnalysts,55.8,1,4,NA,55.8
EcoAnalysts,27.9,1,2,NA,27.9
EcoAnalysts,27.9,1,2,NA,27.9
EcoAnalysts,69.74,1,5,NA,69.74
EcoAnalysts,398.7,1,7,NA,398.7
EcoAnalysts,56.96,1,1,NA,56.96
EcoAnalysts,56.96,1,1,NA,56.96
EcoAnalysts,170.87,1,3,NA,170.87
EcoAnalysts,1082.2,1,19,NA,1082.2
EcoAnalysts,2506.14,1,44,NA,2506.14
EcoAnalysts,284.79,8,5,NA,2278.32
EcoAnalysts,455.66,1,8,NA,455.66
EcoAnalysts,911.32,1,16,NA,911.32
EcoAnalysts,398.7,1,7,NA,398.7
EcoAnalysts,56.96,1,1,NA,56.96
EcoAnalysts,170.87,4,3,NA,683.48
EcoAnalysts,512.62,1,9,NA,512.62
EcoAnalysts,7176.68,1,126,NA,7176.68
EcoAnalysts,56.96,1,1,NA,56.96
EcoAnalysts,56.96,1,1,NA,56.96
EcoAnalysts,56.96,1,1,NA,56.96
EcoAnalysts,683.49,1,12,NA,683.49
EcoAnalysts,2050.48,1,36,NA,2050.48
EcoAnalysts,56.96,1,1,NA,56.96
EcoAnalysts,113.92,1,2,NA,113.92
EcoAnalysts,341.75,1,6,NA,341.75
EcoAnalysts,284.79,2.5,5,NA,711.975
EcoAnalysts,227.83,1,4,NA,227.83
EcoAnalysts,968.28,1,17,NA,968.28
EcoAnalysts,227.83,1,4,NA,227.83
EcoAnalysts,1537.86,1,27,NA,1537.86
EcoAnalysts,683.49,1,12,NA,683.49
EcoAnalysts,56.96,4,1,NA,227.84
EcoAnalysts,854.37,2.5,15,NA,2135.925
EcoAnalysts,56.96,1,1,NA,56.96
EcoAnalysts,113.92,4,2,NA,455.68
EcoAnalysts,227.83,4,4,NA,911.32
EcoAnalysts,398.7,2,7,NA,797.4
EcoAnalysts,113.92,8,2,NA,911.36
EcoAnalysts,56.96,4,1,NA,227.84
EcoAnalysts,227.83,4,4,NA,911.32
