Kingdom,Phylum,Class,Genus,Taxon,AlgalGroup,Authority,Authority Source,Current Name,Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
Chromista,Ochrophyta,Bacillariophyceae,Craticula,Craticula halophila,Pennate Diatoms,(Grunow) D.G. Mann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Craticula,Craticula molestiformis,Pennate Diatoms,(Hustedt) Mayama,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Craticula,Craticula sp.,Pennate Diatoms,Grunow,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia apiculata,Green Algae,(Lemmermann) Schmidle,www.algaebase.org,Willea apiculata,"(Lemmermann) D.M. John, M.J. Wynne and P.M. Tsarenko",www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia cf. crucifera,Green Algae,Unknown,Unknown,Willea cf. crucifera,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia cf. lauterbornii,Green Algae,Unknown,Unknown,Lemmermannia cf. komarekii,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia cf. tetrapedia,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia crucifera,Green Algae,(Wolle) O. Kuntze,www.algaebase.org,Willea crucifera,"(Wolle) D.M John, M.J. Wynne, and P.M. Tsarenko",www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia fenestrata,Green Algae,(Schmidle) Schmidle,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia irregularis,Green Algae,Wille,www.algaebase.org,Crucigeniella irregularis,(Wille) Tsarenko and D.M. John,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia lauterbornii,Green Algae,(Schmidle) Schmidle,www.algaebase.org,Lemmermannia komarekii,(Hindák) C. Bock and Krienitz,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia quadrata,Green Algae,Morren,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia rectangularis,Green Algae,(Nägeli) Gay,www.algaebase.org,Willea rectangularis,"(A. Braun) D.M. John, M.J. Wynne and P.M. Tsarenko",www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia sp.,Green Algae,Morren,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia staurogeniaeformis,Green Algae,(J.L.B. Schröder) J.N.F. Wille,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia tetrapedia,Green Algae,(Kirchner) Kuntze,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,Crucigenia truncata,Green Algae,G.M. Smith,www.algaebase.org,Willea truncata,"(G.M. Smith) D.M. John, M.J. Wynne and P.M. Tsarenko",www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Crucigeniella,Crucigeniella crucifera,Green Algae,(Wolle) Komárek,www.algaebase.org,Willea crucifera,"(Wolle) D.M. John, M.J. Wynne and P.M. Tsarenko",N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Crypthecodinium,Crypthecodinium cohnii,Dinoflagellates,(Seligo) Javornicky,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas cf. curvata,Cryptophytes,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas cf. erosa,Cryptophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas cf. ovata,Cryptophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas curvata,Cryptophytes,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas erosa,Cryptophytes,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas marssonii,Cryptophytes,Skuja,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas ovata,Cryptophytes,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,Cryptophytes,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas tetrapyrenoidosa,Cryptophytes,Skuja,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Cuspidothrix,Cuspidothrix sp.,Cyanobacteria,Rajaniemi et. al.,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Cyanarcus,Cyanarcus hamiformis,Cyanobacteria,Pascher,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Cyanodictyon,Cyanodictyon sp.,Cyanobacteria,Pascher,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Cyanodictyon,cf. Cyanodictyon sp.,Cyanobacteria,Pascher,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclostephanos,Cyclostephanos sp.,Centric Diatoms,Round,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella atomus,Centric Diatoms,Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella cf. distinguenda,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella cf. meneghiniana,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella cf. striata,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella comta,Centric Diatoms,(Ehrenberg) Kützing,www.algaebase.org,Lindavia comta,"(Kützing) Nakov, Gullory, Julius, Theriot and Alverson",www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella gamma,Centric Diatoms,Sovereign,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella glomerata,Centric Diatoms,H. Bachmann,www.algaebase.org,Lindavia glomerata,(H. Bachmann) Adesalu and Julius,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella meneghiniana,Centric Diatoms,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,Centric Diatoms,(Kützing) Brébisson,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella stelligera,Centric Diatoms,Cleve and Grunow,www.algaebase.org,Discostella stelligera,(Cleve and Grunow) Houk and Klee,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella striata,Centric Diatoms,(Kützing) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Cylindrospermopsis,Cylindrospermopsis acuminatocrispa,Cyanobacteria,Couté and M. Bouvy,www.algaebase.org,Raphidiopsis acuminatocrispa,"(Couvy and Bouvy) Aguilera, Berrendero Gómez, Kastovsky, Echeniqe and Salerno",www.algaebase.org,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Cylindrospermopsis,Cylindrospermopsis sp.,Cyanobacteria,Seenaya et. Subba Raju,Wehr and Sheath 2003,Raphidiopsis sp.,F.E. Fritsch and F. Rich,www.algaebase.org,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Cylindrospermum,Cylindrospermum sp.,Cyanobacteria,Kützing ex Bornet et. Flahault,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,filamentous,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Cylindrotheca,Cylindrotheca closterium,Pennate Diatoms,(Ehrenberg) Reimann and J.C. Lewin,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Bacillariophyceae,Cylindrotheca,Cylindrotheca sp.,Pennate Diatoms,Rabenhorst,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Cymatopleura,Cymatopleura elliptica,Pennate Diatoms,(Brébisson) W. Smith,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Cymatopleura,Cymatopleura solea,Pennate Diatoms,(Brébisson) W. Smith,www.algaebase.org,Surirella librile,(Ehrenberg) Ehrenberg,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Cymatopleura,Cymatopleura sp.,Pennate Diatoms,Smith,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Cymbella,Cymbella affinis,Pennate Diatoms,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Cymbella,Cymbella cf. mexicana,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Cymbella,Cymbella janischii,Pennate Diatoms,(A.W.F. Schmidt) De Toni,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Cymbella,Cymbella mexicana,Pennate Diatoms,(Ehrenberg) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Cymbella,Cymbella sinuata,Pennate Diatoms,W. Gregory,www.algaebase.org,Reimeria sinuata,(Gregory) Kociolek and Stoermer,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Cymbella,Cymbella sp.,Pennate Diatoms,Agardh,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Cymbella,Cymbella turgida,Pennate Diatoms,Gregory,www.algaebase.org,Encyonema elginense,(Krammer) D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Cymbella,Cymbella ventricosa,Pennate Diatoms,(C. Agardh) C. Agardh,www.algaebase.org,Encyonema ventricosum,(C. Agardh) Grunow,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Cymbopleura,Cymbopleura anglica,Pennate Diatoms,(Lagerstedt) Krammer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater; fossil
Chromista,Ochrophyta,Bacillariophyceae,Cymbopleura,Cymbopleura sp.,Pennate Diatoms,(Krammer) Krammer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Protozoa,Dinozoa,Dinophyceae,Cystodinium,Cystodinium sp.,Dinoflagellates,Klebs,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Dactylococcopsis,Dactylococcopsis sp.,Cyanobacteria,Hansgirg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Dactylococcus,Dactylococcus infusionum,Green Algae,Nägeli,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Denticula,Denticula elegans,Pennate Diatoms,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Denticula,Denticula pelagica,Pennate Diatoms,Hustedt,www.algaebase.org,Tetralunata pelagica,"(Hustedt) Hamsher, Graeff, Stepanek and Kociolek",www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Denticula,Denticula sp.,Pennate Diatoms,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Denticula,Denticula tenuis,Pennate Diatoms,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmatractum,Desmatractum indutum,Green Algae,(Geitler) Pascher,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Desmidium,Desmidium swartzii,Green Algae,C. Agardh ex Ralfs,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus aculeolatus,Green Algae,(Reinsch) P.M. Tsarenko,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus armatus,Green Algae,(Chodat) E. Hegewald,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus armatus var. bicaudatus,Green Algae,(Guglielmetti) E.H. Hegewald,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus bicaudatus,Green Algae,(Dedusenko) P.M. Tsarenko,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus cf. subspicatus,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus sp.,Green Algae,"(R. Chodat) S.S. An, T. Friedl & E. Hegewald",www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus subspicatus,Green Algae,(Chodat) E. Hegewald and A. Schmidt,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Diacanthos,Diacanthos belenophorus,Green Algae,Korshikov,www.algaebase.org,Micractinium belenophorum,"(Korshikov) T. Proschold, C. Block, W. Luo and L. Kreinitz",www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Diadesmis,Diadesmis contenta,Pennate Diatoms,(Grunow) D.G. Mann,www.algaebase.org,Humidophila contenta,"(Grunow) Lowe, Kociolek, J.R. Johansen, Van de Vijver, Lange-Bertalot and Kopalová",www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater or terrestrial
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma cf. moniliformis,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma elongatum,Pennate Diatoms,(Lyngbye) Agardh,www.algaebase.org,Diatoma tenue,C. Agardh,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma hiemale,Pennate Diatoms,(Lyngbye) Heiberg,www.marinespecies.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma moniliformis,Pennate Diatoms,(Kützing) D.M. Williams,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma sp.,Pennate Diatoms,Bory de St.-Vincent,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,cf. Diatoma sp.,Pennate Diatoms,Bory de St.-Vincent,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma spp.,Pennate Diatoms,Bory de St.-Vincent,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma vulgare,Pennate Diatoms,Bory de St.-Vincent,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma vulgaris,Pennate Diatoms,Bory de Saint-Vincent,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Dictyochophyceae,Dictyocha,Dictyocha sp.,Silicoflagellates,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Dictyochophyceae,Dictyocha,Dictyocha speculum,Silicoflagellates,Ehrenberg,www.algaebase.org,Octactis speculum,"(Ehrenberg) F.H. Chang, J.M. Grieve and J.E. Sutherland",www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,marine
Plantae,Chlorophyta,Chlorophyceae,Dictyosphaerium,Dictyosphaerium pulchellum,Green Algae,H.C. Wood,www.algaebase.org,Mucidosphaerium pulchellum,"(H.C. Wood) C. Bock, Proschold and Krienitz",www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Dictyosphaerium,Dictyosphaerium sp.,Green Algae,Nägeli,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Dictyosphaerium,cf. Dictyosphaerium sp.,Green Algae,Nägeli,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Didymocystis,Didymocystis inconspicua,Green Algae,Korshikov,www.algaebase.org,Pseudodidymocystis inconspicua,(Korshikov) F. Hindák,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Didymocystis,Didymocystis sp.,Green Algae,Korshikov,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Didymogenes,Didymogenes anomala,Green Algae,(G.M. Smith) Hindák,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Didymosphenia,Didymosphenia geminata,Pennate Diatoms,(Lyngbye) M. Schmidt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Didymosphenia,Didymosphenia sp,Pennate Diatoms,M. Schmidt,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Dimorphococcus,Dimorphococcus lunatus,Green Algae,A. Braun,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Chrysophyceae,Dinobryon,Dinobryon bavaricum,Chrysophytes,Imhof,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Chrysophyceae,Dinobryon,Dinobryon divergens,Chrysophytes,O.E. Imhof,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Chrysophyceae,Dinobryon,Dinobryon sertularia,Chrysophytes,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Chrysophyceae,Dinobryon,Dinobryon sp.,Chrysophytes,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
