Region,Region Abbreviation,Year,Season,Month,SampleDate,SampleTime,StationCode,Factor,Taxon,Algal Type,Genus,Species,Unit Abundance,Total Cells Counted,GALD 1,Group Code,Biovolume (individual cell),Biovolume per mL
San Pablo Bay,SPB,2018,Fall,Oct,10/19/2018,9:35,D41,160.98,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,9,9,7.4,i,132.13,191426.81
San Pablo Bay,SPB,2018,Fall,Oct,10/19/2018,9:35,D41,160.98,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,384,770,0.8,c,0.18,22311.15
San Pablo Bay,SPB,2018,Fall,Oct,10/19/2018,9:35,D41,160.98,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,2,2,4.6,i,38.79,12489.21
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,11:35,MD10A,176.91,cf. Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,1,1,7.4,i,60.21,10652.13
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,11:35,MD10A,176.91,cf. Chlorella sp.,Green Alga,Chlorella,sp.,4,4,2.8,i,4.85,3431.40
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,11:35,MD10A,176.91,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,13,13,5.6,i,15.51,35673.09
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,11:35,MD10A,176.91,Drepanochloris nannoselene,Green Alga,Drepanochloris,nannoselene,1,1,5.6,i,3.85,680.90
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,11:35,MD10A,176.91,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,8.2,i,242.93,42976.45
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,11:35,MD10A,176.91,Chroococcus minutus,Cyanobacterium,Chroococcus,minutus,6,9,5.6,c,65.45,104209.24
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,11:35,MD10A,176.91,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,388,799,0.8,c,0.18,25443.38
Grizzly.Suisun Bay,GSB,2018,Fall,Oct,10/18/2018,13:55,D7,328.55,cf. Chlorella sp.,Green Alga,Chlorella,sp.,1,1,2.8,i,11.49,3776.36
Grizzly.Suisun Bay,GSB,2018,Fall,Oct,10/18/2018,13:55,D7,328.55,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,11,11,7.4,i,21.59,78031.19
Grizzly.Suisun Bay,GSB,2018,Fall,Oct,10/18/2018,13:55,D7,328.55,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,433,888,0.8,c,0.18,52515.35
Grizzly.Suisun Bay,GSB,2018,Fall,Oct,10/17/2018,9:55,D8,459.97,cf. Chlorella sp.,Green Alga,Chlorella,sp.,1,1,3.7,i,26.52,12199.22
Grizzly.Suisun Bay,GSB,2018,Fall,Oct,10/17/2018,9:55,D8,459.97,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,4,4,9.3,i,16.55,30442.07
Grizzly.Suisun Bay,GSB,2018,Fall,Oct,10/17/2018,9:55,D8,459.97,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,2,2,7.4,i,166.30,152984.87
Grizzly.Suisun Bay,GSB,2018,Fall,Oct,10/17/2018,9:55,D8,459.97,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,423,866,0.8,c,0.18,71700.01
Grizzly.Suisun Bay,GSB,2018,Fall,Oct,10/18/2018,15:45,NZ032,287.48,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,3,3,5.3,i,21.76,18763.78
Grizzly.Suisun Bay,GSB,2018,Fall,Oct,10/18/2018,15:45,NZ032,287.48,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,407,836,0.8,c,0.18,43260.11
Northern Interior Delta,NID,2018,Fall,Oct,10/12/2018,10:10,C3A,60.10,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,1,1,15.7,i,337.62,20289.81
Northern Interior Delta,NID,2018,Fall,Oct,10/12/2018,10:10,C3A,60.10,Gomphonema sp.,Pennate Diatom,Gomphonema,sp.,1,1,18.5,i,1567.65,94211.80
Northern Interior Delta,NID,2018,Fall,Oct,10/12/2018,10:10,C3A,60.10,Navicula lanceolata,Pennate Diatom,Navicula,lanceolata,1,1,46.3,i,1555.65,93490.34
Northern Interior Delta,NID,2018,Fall,Oct,10/12/2018,10:10,C3A,60.10,Navicula sp.,Pennate Diatom,Navicula,sp.,1,1,37,i,1243.17,74711.50
Northern Interior Delta,NID,2018,Fall,Oct,10/12/2018,10:10,C3A,60.10,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,2,2,11.1,i,22.34,2685.63
Northern Interior Delta,NID,2018,Fall,Oct,10/12/2018,10:10,C3A,60.10,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,1,1,15.7,i,64.13,3854.31
Northern Interior Delta,NID,2018,Fall,Oct,10/12/2018,10:10,C3A,60.10,Ulnaria ulna,Pennate Diatom,Ulnaria,ulna,2,2,490.3,i,59414.05,7141256.74
Northern Interior Delta,NID,2018,Fall,Oct,10/12/2018,10:10,C3A,60.10,cf. Chlorella sp.,Green Alga,Chlorella,sp.,11,11,1.9,i,2.57,1700.56
Northern Interior Delta,NID,2018,Fall,Oct,10/12/2018,10:10,C3A,60.10,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,7,7,7.4,i,9.45,3975.84
Northern Interior Delta,NID,2018,Fall,Oct,10/12/2018,10:10,C3A,60.10,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,9.3,i,314.74,18914.92
Northern Interior Delta,NID,2018,Fall,Oct,10/12/2018,10:10,C3A,60.10,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,5,5,7.4,i,146.57,44043.57
Northern Interior Delta,NID,2018,Fall,Oct,10/12/2018,10:10,C3A,60.10,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,371,750,0.8,c,0.18,8113.14
Northern Interior Delta,NID,2018,Fall,Oct,10/12/2018,10:10,C3A,60.10,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,1,1,3.7,i,26.52,1593.89
Central Delta,CED,2018,Fall,Oct,10/16/2018,9:30,D16,209.08,cf. Chlorella sp.,Green Alga,Chlorella,sp.,5,5,3.7,i,14.14,14778.77
Central Delta,CED,2018,Fall,Oct,10/16/2018,9:30,D16,209.08,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,5,5,9.3,i,16.89,17655.70
Central Delta,CED,2018,Fall,Oct,10/16/2018,9:30,D16,209.08,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,9.3,i,314.74,65804.42
Central Delta,CED,2018,Fall,Oct,10/16/2018,9:30,D16,209.08,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,428,871,0.8,c,0.18,32779.08
Grizzly.Suisun Bay,GSB,2018,Fall,Oct,10/18/2018,14:50,NZS42,383.31,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,2753.19
Grizzly.Suisun Bay,GSB,2018,Fall,Oct,10/18/2018,14:50,NZS42,383.31,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,4,4,7.4,i,26.68,40910.54
Grizzly.Suisun Bay,GSB,2018,Fall,Oct,10/18/2018,14:50,NZS42,383.31,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,454,933,0.8,c,0.18,64372.70
San Pablo Bay,SPB,2018,Fall,Oct,10/19/2018,8:45,D41A,328.55,cf. Chlorella sp.,Green Alga,Chlorella,sp.,1,1,3.7,i,26.52,8713.73
San Pablo Bay,SPB,2018,Fall,Oct,10/19/2018,8:45,D41A,328.55,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,9,9,7.4,i,20.53,60703.85
San Pablo Bay,SPB,2018,Fall,Oct,10/19/2018,8:45,D41A,328.55,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,9.3,i,314.74,103406.95
San Pablo Bay,SPB,2018,Fall,Oct,10/19/2018,8:45,D41A,328.55,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,2,2,7.4,i,143.68,94408.94
San Pablo Bay,SPB,2018,Fall,Oct,10/19/2018,8:45,D41A,328.55,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,422,865,0.8,c,0.18,51155.15
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,cf. Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,1,1,10.2,i,59.28,5239.24
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,2,2,5.6,i,68.96,12189.90
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,cf. Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,1,1,15.4,i,120.74,10670.46
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,Skeletonema cf. costatum,Centric Diatom,Skeletonema,costatum,5,5,5.6,c,32.97,14571.02
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,cf. Chlorella sp.,Green Alga,Chlorella,sp.,57,57,2.8,i,4.85,24427.42
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,cf. Coccomyxa sp.,Green Alga,Coccomyxa,sp.,1,1,5.6,i,16.89,1492.64
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,3,3,7.4,i,12.36,3276.26
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,Desmodesmus bicaudatus,Green Alga,Desmodesmus,bicaudatus,1,4,8.3,c,53.04,18751.67
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,Lemmermannia triangularis,Green Alga,Lemmermannia,triangularis,1,4,3.7,c,26.52,9375.84
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,Monoraphidium convolutum,Green Alga,Monoraphidium,convolutum,2,2,9.3,i,34.48,6094.95
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,Cryptomonas erosa,Cryptophyte,Cryptomonas,erosa,1,1,18.5,i,837.79,74042.73
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,5,5,13.9,i,929.13,410573.41
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,2,2,9.3,i,281.80,49810.96
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,2,2,6.5,i,118.35,20919.69
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,cf. Chroococcus sp.,Cyanobacterium,Chroococcus,sp.,14,45,2.4,c,4.19,16658.94
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,308,622,0.8,c,0.18,9894.86
Southern Interior Delta,SID,2018,Fall,Oct,10/16/2018,12:50,P8,88.38,Snowella sp.,Cyanobacterium,Snowella,sp.,2,11,0.8,c,0.27,260.62
Central Delta,CED,2018,Fall,Oct,10/16/2018,10:20,D26,229.98,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,2,2,5.6,i,91.13,41917.57
Central Delta,CED,2018,Fall,Oct,10/16/2018,10:20,D26,229.98,cf. Chlorella sp.,Green Alga,Chlorella,sp.,4,4,2.8,i,7.24,6658.72
Central Delta,CED,2018,Fall,Oct,10/16/2018,10:20,D26,229.98,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,9,9,7.4,i,17.79,36831.05
Central Delta,CED,2018,Fall,Oct,10/16/2018,10:20,D26,229.98,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,2,2,7.4,i,118.35,54438.68
Central Delta,CED,2018,Fall,Oct,10/16/2018,10:20,D26,229.98,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,412,844,0.8,c,0.18,34939.26
Southern Interior Delta,SID,2018,Fall,Oct,10/11/2018,9:30,C9,150.24,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,6.5,i,122.78,18446.48
Southern Interior Delta,SID,2018,Fall,Oct,10/11/2018,9:30,C9,150.24,cf. Chlorella sp.,Green Alga,Chlorella,sp.,10,10,2.4,i,4.85,7285.37
Southern Interior Delta,SID,2018,Fall,Oct,10/11/2018,9:30,C9,150.24,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,9.3,i,314.74,47287.29
Southern Interior Delta,SID,2018,Fall,Oct,10/11/2018,9:30,C9,150.24,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,1,1,6.5,i,122.78,18446.48
Southern Interior Delta,SID,2018,Fall,Oct,10/11/2018,9:30,C9,150.24,Chroococcus sp.,Cyanobacterium,Chroococcus,sp.,5,10,3.7,c,18.82,28270.63
Southern Interior Delta,SID,2018,Fall,Oct,10/11/2018,9:30,C9,150.24,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,350,710,0.8,c,0.18,19201.11
Southern Interior Delta,SID,2018,Fall,Oct,10/11/2018,9:30,C9,150.24,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,33,33,3.7,i,15.60,77337.97
Southern Interior Delta,SID,2018,Fall,Oct,10/11/2018,9:30,C9,150.24,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,sp.,1,3,2.8,f,3.72,1675.14
Southern Interior Delta,SID,2018,Fall,Oct,10/11/2018,9:30,C9,150.24,cf. Synechococcus sp.,Cyanobacterium,Synechococcus,sp.,3,3,4.3,i,36.09,16265.47
Confluence,CON,2018,Fall,Nov,11/19/2018,14:15,D22,136.58,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,1,1,13,i,279.55,38182.92
Confluence,CON,2018,Fall,Nov,11/19/2018,14:15,D22,136.58,Thalassiosira tenera,Centric Diatom,Thalassiosira,tenera,1,1,16.7,i,1752.32,239339.97
Confluence,CON,2018,Fall,Nov,11/19/2018,14:15,D22,136.58,cf. Chlorella sp.,Green Alga,Chlorella,sp.,8,8,2.8,i,2.14,2343.42
Confluence,CON,2018,Fall,Nov,11/19/2018,14:15,D22,136.58,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,9,9,7.4,i,11.91,14638.32
Confluence,CON,2018,Fall,Nov,11/19/2018,14:15,D22,136.58,Hemiselmis sp.,Cryptophyte,Hemiselmis,sp.,1,1,4.6,i,18.88,2579.14
Confluence,CON,2018,Fall,Nov,11/19/2018,14:15,D22,136.58,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,1,1,11.1,i,554.81,75778.40
Confluence,CON,2018,Fall,Nov,11/19/2018,14:15,D22,136.58,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,1,1,5.6,i,76.35,10428.70
Confluence,CON,2018,Fall,Nov,11/19/2018,14:15,D22,136.58,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,379,758,0.8,c,0.18,18635.65
Low Salinity Zone,LSZ,2018,Fall,Nov,11/20/2018,15:00,EZ6,187.80,Entomoneis sp.,Pennate Diatom,Entomoneis,sp.,1,1,25.9,i,2513.84,472109.73
Low Salinity Zone,LSZ,2018,Fall,Nov,11/20/2018,15:00,EZ6,187.80,Nitzschia brevissima,Pennate Diatom,Nitzschia,brevissima,1,1,18.5,i,145.04,27239.13
Low Salinity Zone,LSZ,2018,Fall,Nov,11/20/2018,15:00,EZ6,187.80,Planothidium dubium,Pennate Diatom,Planothidium,dubium,1,1,11.1,i,122.05,22921.66
Low Salinity Zone,LSZ,2018,Fall,Nov,11/20/2018,15:00,EZ6,187.80,Thalassiosira eccentrica,Centric Diatom,Thalassiosira,eccentrica,1,1,23.1,i,4861.51,913012.98
Low Salinity Zone,LSZ,2018,Fall,Nov,11/20/2018,15:00,EZ6,187.80,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,1348.95
Low Salinity Zone,LSZ,2018,Fall,Nov,11/20/2018,15:00,EZ6,187.80,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,6,6,9.3,i,25.13,28317.83
Low Salinity Zone,LSZ,2018,Fall,Nov,11/20/2018,15:00,EZ6,187.80,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,398,814,0.8,c,0.18,27517.08
Low Salinity Zone,LSZ,2018,Fall,Nov,11/20/2018,15:00,EZ6,187.80,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,1,1,3.7,i,26.52,4980.91
Grizzly.Suisun Bay,GSB,2018,Fall,Nov,11/28/2018,7:30,D7,115.57,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,13,13,6.5,i,7.07,10620.07
Grizzly.Suisun Bay,GSB,2018,Fall,Nov,11/28/2018,7:30,D7,115.57,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,402,810,0.8,c,0.18,16850.38
San Pablo Bay,SPB,2018,Fall,Nov,11/20/2018,13:25,D41,79.08,cf. Chlorella sp.,Green Alga,Chlorella,sp.,3,3,1.9,i,2.57,610.25
San Pablo Bay,SPB,2018,Fall,Nov,11/20/2018,13:25,D41,79.08,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,10,10,8.3,i,8.72,6893.73
San Pablo Bay,SPB,2018,Fall,Nov,11/20/2018,13:25,D41,79.08,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,5,5,10.2,i,297.01,117431.20
San Pablo Bay,SPB,2018,Fall,Nov,11/20/2018,13:25,D41,79.08,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,2,2,6.5,i,100.34,15868.54
San Pablo Bay,SPB,2018,Fall,Nov,11/20/2018,13:25,D41,79.08,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,388,776,0.8,c,0.18,11045.26
San Pablo Bay,SPB,2018,Fall,Nov,11/20/2018,13:25,D41,79.08,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,1,1,3.7,i,26.52,2097.23
San Pablo Bay,SPB,2018,Fall,Nov,11/20/2018,13:25,D41,79.08,cf. Strombidium sp.,Ciliate,Strombidium,sp.,1,1,21.3,i,5059.84,400109.57
Grizzly.Suisun Bay,GSB,2018,Fall,Nov,11/16/2018,12:40,D8,107.32,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,11,11,7.4,i,7.42,8761.56
Grizzly.Suisun Bay,GSB,2018,Fall,Nov,11/16/2018,12:40,D8,107.32,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,7.4,i,172.03,18462.07
Grizzly.Suisun Bay,GSB,2018,Fall,Nov,11/16/2018,12:40,D8,107.32,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,392,784,0.8,c,0.18,15144.54
Confluence,CON,2018,Fall,Nov,11/16/2018,13:20,D10,375.61,cf. Chlorella sp.,Green Alga,Chlorella,sp.,3,3,1.9,i,3.59,4046.84
Confluence,CON,2018,Fall,Nov,11/16/2018,13:20,D10,375.61,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,13,13,6.5,i,12.29,59992.60
Confluence,CON,2018,Fall,Nov,11/16/2018,13:20,D10,375.61,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,392,792,0.8,c,0.18,53546.76
Confluence,CON,2018,Fall,Nov,11/16/2018,13:20,D10,375.61,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,1,5,3.7,c,18.82,35338.29
Confluence,CON,2018,Fall,Nov,11/14/2018,10:05,D12,281.71,Entomoneis paludosa,Pennate Diatom,Entomoneis,paludosa,1,1,33.3,i,2209.99,622568.58
Confluence,CON,2018,Fall,Nov,11/14/2018,10:05,D12,281.71,Navicula antonii,Pennate Diatom,Navicula,antonii,1,1,11.1,i,61.29,17264.92
Confluence,CON,2018,Fall,Nov,11/14/2018,10:05,D12,281.71,Chlorella sp.,Green Alga,Chlorella,sp.,1,1,1.9,i,3.59,1011.71
Confluence,CON,2018,Fall,Nov,11/14/2018,10:05,D12,281.71,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,10,10,7.4,i,6.47,18213.42
Confluence,CON,2018,Fall,Nov,11/14/2018,10:05,D12,281.71,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,8.3,i,232.66,65540.67
Confluence,CON,2018,Fall,Nov,11/14/2018,10:05,D12,281.71,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,385,782,0.8,c,0.18,39653.00
Confluence,CON,2018,Fall,Nov,11/13/2018,9:20,D4,281.71,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,7,7,8,i,11.71,23082.73
Confluence,CON,2018,Fall,Nov,11/13/2018,9:20,D4,281.71,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,9.3,i,314.74,88663.67
Confluence,CON,2018,Fall,Nov,11/13/2018,9:20,D4,281.71,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,419,846,0.8,c,0.18,42898.25
Grizzly.Suisun Bay,GSB,2018,Fall,Nov,11/19/2018,8:45,NZS42,450.73,cf. Chlorella sp.,Green Alga,Chlorella,sp.,5,5,1.9,i,2.57,5797.38
Grizzly.Suisun Bay,GSB,2018,Fall,Nov,11/19/2018,8:45,NZS42,450.73,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,15,15,7.4,i,12.66,85622.57
Grizzly.Suisun Bay,GSB,2018,Fall,Nov,11/19/2018,8:45,NZS42,450.73,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,409,826,0.8,c,0.18,67014.58
Central Delta,CED,2018,Fall,Nov,11/14/2018,10:55,D19,375.61,Cocconeis placentula,Pennate Diatom,Cocconeis,placentula,2,2,20.4,i,251.23,188725.78
Central Delta,CED,2018,Fall,Nov,11/14/2018,10:55,D19,375.61,Cocconeis placentula,Pennate Diatom,Cocconeis,placentula,25,25,22.2,i,527.95,4957582.77
Central Delta,CED,2018,Fall,Nov,11/14/2018,10:55,D19,375.61,cf. Eunotia sp.,Pennate Diatom,Eunotia,sp.,1,1,44.4,i,5999.67,2253526.36
Central Delta,CED,2018,Fall,Nov,11/14/2018,10:55,D19,375.61,Nitzschia incerta,Pennate Diatom,Nitzschia,incerta,1,1,159.3,i,8723.27,3276534.14
Central Delta,CED,2018,Fall,Nov,11/14/2018,10:55,D19,375.61,Rhoicosphenia abbreviata,Pennate Diatom,Rhoicosphenia,abbreviata,1,1,18.5,i,579.29,217587.18
Central Delta,CED,2018,Fall,Nov,11/14/2018,10:55,D19,375.61,Ulnaria ulna,Pennate Diatom,Ulnaria,ulna,1,1,83.3,i,3954.86,1485478.27
Central Delta,CED,2018,Fall,Nov,11/14/2018,10:55,D19,375.61,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,5,5,9.3,i,12.55,23576.56
Central Delta,CED,2018,Fall,Nov,11/14/2018,10:55,D19,375.61,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,388,804,0.8,c,0.18,54358.07
Southern Interior Delta,SID,2018,Fall,Nov,11/15/2018,10:30,P8,80.49,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,8.3,i,216.42,17419.45
Southern Interior Delta,SID,2018,Fall,Nov,11/15/2018,10:30,P8,80.49,cf. Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,2,2,12,i,90.94,14639.72
Southern Interior Delta,SID,2018,Fall,Nov,11/15/2018,10:30,P8,80.49,Ulnaria ulna,Pennate Diatom,Ulnaria,ulna,1,1,18.5,i,349.44,28125.81
Southern Interior Delta,SID,2018,Fall,Nov,11/15/2018,10:30,P8,80.49,cf. Chlorella sp.,Green Alga,Chlorella,sp.,1,1,1.9,i,3.59,289.06
Southern Interior Delta,SID,2018,Fall,Nov,11/15/2018,10:30,P8,80.49,Chlorella sp.,Green Alga,Chlorella,sp.,5,5,1.9,i,3.59,1445.30
Southern Interior Delta,SID,2018,Fall,Nov,11/15/2018,10:30,P8,80.49,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,1,1,5.6,i,10.59,851.97
Southern Interior Delta,SID,2018,Fall,Nov,11/15/2018,10:30,P8,80.49,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,1,1,12,i,697.43,56134.67
Southern Interior Delta,SID,2018,Fall,Nov,11/15/2018,10:30,P8,80.49,Chroococcus sp.,Cyanobacterium,Chroococcus,sp.,1,2,1.3,c,1.15,185.18
Southern Interior Delta,SID,2018,Fall,Nov,11/15/2018,10:30,P8,80.49,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,387,788,0.8,c,0.18,11416.35
San Pablo Bay,SPB,2018,Fall,Nov,11/19/2018,11:50,D6,125.20,cf. Chlorella sp.,Green Alga,Chlorella,sp.,1,1,1.9,i,3.59,449.65
San Pablo Bay,SPB,2018,Fall,Nov,11/19/2018,11:50,D6,125.20,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,12,12,9.3,i,11.05,16596.42
San Pablo Bay,SPB,2018,Fall,Nov,11/19/2018,11:50,D6,125.20,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,4,4,10.2,i,323.80,162160.25
San Pablo Bay,SPB,2018,Fall,Nov,11/19/2018,11:50,D6,125.20,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,5,5,8,i,137.11,85830.84
San Pablo Bay,SPB,2018,Fall,Nov,11/19/2018,11:50,D6,125.20,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,402,804,0.8,c,0.18,18119.36
San Pablo Bay,SPB,2018,Fall,Nov,11/19/2018,11:50,D6,125.20,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,1,1,3.7,i,26.52,3320.61
Central Delta,CED,2018,Fall,Nov,11/15/2018,8:45,D26,70.43,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,9.3,i,380.40,26790.46
Central Delta,CED,2018,Fall,Nov,11/15/2018,8:45,D26,70.43,cf. Chlorella sp.,Green Alga,Chlorella,sp.,4,4,1.9,i,3.59,1011.71
Central Delta,CED,2018,Fall,Nov,11/15/2018,8:45,D26,70.43,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,2,2,7.4,i,13.99,1970.17
Central Delta,CED,2018,Fall,Nov,11/15/2018,8:45,D26,70.43,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,396,805,0.8,c,0.18,10204.82
Low Salinity Zone,LSZ,2018,Fall,Nov,11/20/2018,16:15,EZ2,150.24,cf. Chlorella sp.,Green Alga,Chlorella,sp.,3,3,1.9,i,3.59,1618.74
Low Salinity Zone,LSZ,2018,Fall,Nov,11/20/2018,16:15,EZ2,150.24,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,9,9,7,i,11.88,16057.55
Low Salinity Zone,LSZ,2018,Fall,Nov,11/20/2018,16:15,EZ2,150.24,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,424,854,0.8,c,0.18,23095.42
Southern Interior Delta,SID,2018,Fall,Nov,11/9/2018,9:45,C9,75.12,Cocconeis placentula,Pennate Diatom,Cocconeis,placentula,1,1,17.6,i,475.65,35731.59
