SampleID,AlgalType,Units.per.mL,,SampleDate,StationCode,Month,Year,Region,RegionAbbv,Season
D28A.Nov.2022,Cryptophyte,1893.85,,11/14/2022,D28A,Nov,2022,Central Delta,CED,Fall
D28A.Nov.2022,Cyanobacterium,20183.03,,11/14/2022,D28A,Nov,2022,Central Delta,CED,Fall
D28A.Nov.2022,Green Alga,54.11,,11/14/2022,D28A,Nov,2022,Central Delta,CED,Fall
D28A.Nov.2022,Pennate Diatom,162.33,,11/14/2022,D28A,Nov,2022,Central Delta,CED,Fall
EZ2-SJR.Nov.2022,Centric Diatom,319.4,,11/14/2022,EZ2-SJR,Nov,2022,Entrapment Zone,EZ,Fall
EZ2-SJR.Nov.2022,Cryptophyte,1597,,11/14/2022,EZ2-SJR,Nov,2022,Entrapment Zone,EZ,Fall
EZ2-SJR.Nov.2022,Cyanobacterium,23507.84,,11/14/2022,EZ2-SJR,Nov,2022,Entrapment Zone,EZ,Fall
EZ2-SJR.Nov.2022,Green Alga,1022.08,,11/14/2022,EZ2-SJR,Nov,2022,Entrapment Zone,EZ,Fall
EZ2-SJR.Nov.2022,Pennate Diatom,63.88,,11/14/2022,EZ2-SJR,Nov,2022,Entrapment Zone,EZ,Fall
EZ6-SJR.Nov.2022,Centric Diatom,180.38,,11/14/2022,EZ6-SJR,Nov,2022,Entrapment Zone,EZ,Fall
EZ6-SJR.Nov.2022,Cryptophyte,90.19,,11/14/2022,EZ6-SJR,Nov,2022,Entrapment Zone,EZ,Fall
EZ6-SJR.Nov.2022,Cyanobacterium,35895.62,,11/14/2022,EZ6-SJR,Nov,2022,Entrapment Zone,EZ,Fall
D16.Nov.2022,Centric Diatom,788.58,,11/15/2022,D16,Nov,2022,Central Delta,CED,Fall
D16.Nov.2022,Cryptophyte,832.39,,11/15/2022,D16,Nov,2022,Central Delta,CED,Fall
D16.Nov.2022,Cyanobacterium,15552.55,,11/15/2022,D16,Nov,2022,Central Delta,CED,Fall
D16.Nov.2022,Green Alga,788.58,,11/15/2022,D16,Nov,2022,Central Delta,CED,Fall
D16.Nov.2022,Pennate Diatom,131.43,,11/15/2022,D16,Nov,2022,Central Delta,CED,Fall
D26.Nov.2022,Centric Diatom,270.56,,11/15/2022,D26,Nov,2022,Central Delta,CED,Fall
D26.Nov.2022,Cryptophyte,608.76,,11/15/2022,D26,Nov,2022,Central Delta,CED,Fall
D26.Nov.2022,Cyanobacterium,26514.88,,11/15/2022,D26,Nov,2022,Central Delta,CED,Fall
D26.Nov.2022,Pennate Diatom,67.64,,11/15/2022,D26,Nov,2022,Central Delta,CED,Fall
MD10A.Nov.2022,Centric Diatom,245.28,,11/15/2022,MD10A,Nov,2022,Southern Interior Delta,SID,Fall
MD10A.Nov.2022,Chrysophyte,30.66,,11/15/2022,MD10A,Nov,2022,Southern Interior Delta,SID,Fall
MD10A.Nov.2022,Cryptophyte,3341.94,,11/15/2022,MD10A,Nov,2022,Southern Interior Delta,SID,Fall
MD10A.Nov.2022,Cyanobacterium,8155.56,,11/15/2022,MD10A,Nov,2022,Southern Interior Delta,SID,Fall
MD10A.Nov.2022,Green Alga,797.16,,11/15/2022,MD10A,Nov,2022,Southern Interior Delta,SID,Fall
MD10A.Nov.2022,Pennate Diatom,91.98,,11/15/2022,MD10A,Nov,2022,Southern Interior Delta,SID,Fall
P8.Nov.2022,Centric Diatom,135.28,,11/15/2022,P8,Nov,2022,Southern Interior Delta,SID,Fall
P8.Nov.2022,Cryptophyte,338.2,,11/15/2022,P8,Nov,2022,Southern Interior Delta,SID,Fall
P8.Nov.2022,Cyanobacterium,26785.44,,11/15/2022,P8,Nov,2022,Southern Interior Delta,SID,Fall
P8.Nov.2022,Green Alga,67.64,,11/15/2022,P8,Nov,2022,Southern Interior Delta,SID,Fall
P8.Nov.2022,Pennate Diatom,135.28,,11/15/2022,P8,Nov,2022,Southern Interior Delta,SID,Fall
D22.Nov.2022,Cyanobacterium,81750.28,,11/16/2022,D22,Nov,2022,Confluence,CON,Fall
D22.Nov.2022,Green Alga,2718.04,,11/16/2022,D22,Nov,2022,Confluence,CON,Fall
D22.Nov.2022,Pennate Diatom,209.08,,11/16/2022,D22,Nov,2022,Confluence,CON,Fall
D4.Nov.2022,Centric Diatom,919.92,,11/16/2022,D4,Nov,2022,Confluence,CON,Fall
D4.Nov.2022,Cryptophyte,1149.9,,11/16/2022,D4,Nov,2022,Confluence,CON,Fall
D4.Nov.2022,Cyanobacterium,44041.17,,11/16/2022,D4,Nov,2022,Confluence,CON,Fall
D4.Nov.2022,Green Alga,574.95,,11/16/2022,D4,Nov,2022,Confluence,CON,Fall
D4.Nov.2022,Pennate Diatom,114.99,,11/16/2022,D4,Nov,2022,Confluence,CON,Fall
EZ2.Nov.2022,Centric Diatom,143.74,,11/16/2022,EZ2,Nov,2022,Entrapment Zone,EZ,Fall
EZ2.Nov.2022,Cryptophyte,646.83,,11/16/2022,EZ2,Nov,2022,Entrapment Zone,EZ,Fall
EZ2.Nov.2022,Cyanobacterium,27957.43,,11/16/2022,EZ2,Nov,2022,Entrapment Zone,EZ,Fall
EZ2.Nov.2022,Green Alga,215.61,,11/16/2022,EZ2,Nov,2022,Entrapment Zone,EZ,Fall
EZ2.Nov.2022,Pennate Diatom,71.87,,11/16/2022,EZ2,Nov,2022,Entrapment Zone,EZ,Fall
EZ6.Nov.2022,Centric Diatom,164.27,,11/16/2022,EZ6,Nov,2022,Entrapment Zone,EZ,Fall
EZ6.Nov.2022,Cryptophyte,492.81,,11/16/2022,EZ6,Nov,2022,Entrapment Zone,EZ,Fall
EZ6.Nov.2022,Cyanobacterium,66365.08,,11/16/2022,EZ6,Nov,2022,Entrapment Zone,EZ,Fall
EZ6.Nov.2022,Green Alga,164.27,,11/16/2022,EZ6,Nov,2022,Entrapment Zone,EZ,Fall
EZ6.Nov.2022,Pennate Diatom,164.27,,11/16/2022,EZ6,Nov,2022,Entrapment Zone,EZ,Fall
NZ068.Nov.2022,Centric Diatom,230,,11/16/2022,NZ068,Nov,2022,Northern Interior Delta,NID,Fall
NZ068.Nov.2022,Cryptophyte,368,,11/16/2022,NZ068,Nov,2022,Northern Interior Delta,NID,Fall
NZ068.Nov.2022,Cyanobacterium,17296,,11/16/2022,NZ068,Nov,2022,Northern Interior Delta,NID,Fall
NZ068.Nov.2022,Green Alga,736,,11/16/2022,NZ068,Nov,2022,Northern Interior Delta,NID,Fall
NZ068.Nov.2022,Pennate Diatom,184,,11/16/2022,NZ068,Nov,2022,Northern Interior Delta,NID,Fall
D10.Nov.2022,Centric Diatom,121.04,,11/17/2022,D10,Nov,2022,Confluence,CON,Fall
D10.Nov.2022,Cryptophyte,242.08,,11/17/2022,D10,Nov,2022,Confluence,CON,Fall
D10.Nov.2022,Cyanobacterium,49747.44,,11/17/2022,D10,Nov,2022,Confluence,CON,Fall
D6.Nov.2022,Centric Diatom,255.54,,11/17/2022,D6,Nov,2022,San Pablo Bay,SPB,Fall
D6.Nov.2022,Cyanobacterium,53791.17,,11/17/2022,D6,Nov,2022,San Pablo Bay,SPB,Fall
D6.Nov.2022,Green Alga,255.54,,11/17/2022,D6,Nov,2022,San Pablo Bay,SPB,Fall
D8.Nov.2022,Centric Diatom,114.99,,11/17/2022,D8,Nov,2022,Grizzly and Suisun Bay,GSB,Fall
D8.Nov.2022,Cryptophyte,114.99,,11/17/2022,D8,Nov,2022,Grizzly and Suisun Bay,GSB,Fall
D8.Nov.2022,Cyanobacterium,45996,,11/17/2022,D8,Nov,2022,Grizzly and Suisun Bay,GSB,Fall
D8.Nov.2022,Green Alga,459.96,,11/17/2022,D8,Nov,2022,Grizzly and Suisun Bay,GSB,Fall
D8.Nov.2022,Pennate Diatom,229.98,,11/17/2022,D8,Nov,2022,Grizzly and Suisun Bay,GSB,Fall
D7.Nov.2022,Centric Diatom,127.77,,11/18/2022,D7,Nov,2022,Grizzly and Suisun Bay,GSB,Fall
D7.Nov.2022,Cyanobacterium,72956.67,,11/18/2022,D7,Nov,2022,Grizzly and Suisun Bay,GSB,Fall
NZ032.Nov.2022,Centric Diatom,143.74,,11/18/2022,NZ032,Nov,2022,Grizzly and Suisun Bay,GSB,Fall
NZ032.Nov.2022,Cryptophyte,431.22,,11/18/2022,NZ032,Nov,2022,Grizzly and Suisun Bay,GSB,Fall
NZ032.Nov.2022,Cyanobacterium,59220.88,,11/18/2022,NZ032,Nov,2022,Grizzly and Suisun Bay,GSB,Fall
NZS42.Nov.2022,Centric Diatom,811.74,,11/18/2022,NZS42,Nov,2022,Grizzly and Suisun Bay,GSB,Fall
NZS42.Nov.2022,Cryptophyte,135.29,,11/18/2022,NZS42,Nov,2022,Grizzly and Suisun Bay,GSB,Fall
NZS42.Nov.2022,Cyanobacterium,55739.48,,11/18/2022,NZS42,Nov,2022,Grizzly and Suisun Bay,GSB,Fall
D41.Nov.2022,Centric Diatom,74.19,,11/21/2022,D41,Nov,2022,San Pablo Bay,SPB,Fall
D41.Nov.2022,Cyanobacterium,32272.65,,11/21/2022,D41,Nov,2022,San Pablo Bay,SPB,Fall
D41.Nov.2022,Pennate Diatom,74.19,,11/21/2022,D41,Nov,2022,San Pablo Bay,SPB,Fall
D41A.Nov.2022,Centric Diatom,164.28,,11/21/2022,D41A,Nov,2022,San Pablo Bay,SPB,Fall
D41A.Nov.2022,Cyanobacterium,36963,,11/21/2022,D41A,Nov,2022,San Pablo Bay,SPB,Fall
D41A.Nov.2022,Green Alga,82.14,,11/21/2022,D41A,Nov,2022,San Pablo Bay,SPB,Fall
D41A.Nov.2022,Pennate Diatom,82.14,,11/21/2022,D41A,Nov,2022,San Pablo Bay,SPB,Fall
NZ002.Nov.2022,Centric Diatom,80.7,,11/21/2022,NZ002,Nov,2022,San Pablo Bay,SPB,Fall
NZ002.Nov.2022,Cyanobacterium,32360.7,,11/21/2022,NZ002,Nov,2022,San Pablo Bay,SPB,Fall
NZ004.Nov.2022,Cyanobacterium,60658.28,,11/21/2022,NZ004,Nov,2022,San Pablo Bay,SPB,Fall
NZ004.Nov.2022,Green Alga,143.74,,11/21/2022,NZ004,Nov,2022,San Pablo Bay,SPB,Fall
NZ325.Nov.2022,Centric Diatom,1982.75,,11/21/2022,NZ325,Nov,2022,San Pablo Bay,SPB,Fall
NZ325.Nov.2022,Cryptophyte,79.31,,11/21/2022,NZ325,Nov,2022,San Pablo Bay,SPB,Fall
NZ325.Nov.2022,Cyanobacterium,30375.73,,11/21/2022,NZ325,Nov,2022,San Pablo Bay,SPB,Fall
NZ325.Nov.2022,Green Alga,317.24,,11/21/2022,NZ325,Nov,2022,San Pablo Bay,SPB,Fall
NZ325.Nov.2022,Pennate Diatom,158.62,,11/21/2022,NZ325,Nov,2022,San Pablo Bay,SPB,Fall
C10A.Dec.2022,Centric Diatom,138.81,,12/9/2022,C10A,Dec,2022,Southern Interior Delta,SID,Winter
C10A.Dec.2022,Cryptophyte,277.62,,12/9/2022,C10A,Dec,2022,Southern Interior Delta,SID,Winter
C10A.Dec.2022,Cyanobacterium,6920.67,,12/9/2022,C10A,Dec,2022,Southern Interior Delta,SID,Winter
C10A.Dec.2022,Green Alga,297.45,,12/9/2022,C10A,Dec,2022,Southern Interior Delta,SID,Winter
C10A.Dec.2022,Pennate Diatom,396.6,,12/9/2022,C10A,Dec,2022,Southern Interior Delta,SID,Winter
C3A.Dec.2022,Centric Diatom,410.7,,12/9/2022,C3A,Dec,2022,Northern Interior Delta,NID,Winter
C3A.Dec.2022,Cyanobacterium,31541.76,,12/9/2022,C3A,Dec,2022,Northern Interior Delta,NID,Winter
C3A.Dec.2022,Green Alga,1149.96,,12/9/2022,C3A,Dec,2022,Northern Interior Delta,NID,Winter
C3A.Dec.2022,Pennate Diatom,492.84,,12/9/2022,C3A,Dec,2022,Northern Interior Delta,NID,Winter
C9.Dec.2022,Centric Diatom,80.7,,12/9/2022,C9,Dec,2022,Southern Interior Delta,SID,Winter
C9.Dec.2022,Cryptophyte,766.65,,12/9/2022,C9,Dec,2022,Southern Interior Delta,SID,Winter
C9.Dec.2022,Cyanobacterium,14768.1,,12/9/2022,C9,Dec,2022,Southern Interior Delta,SID,Winter
C9.Dec.2022,Green Alga,685.95,,12/9/2022,C9,Dec,2022,Southern Interior Delta,SID,Winter
C9.Dec.2022,Pennate Diatom,121.05,,12/9/2022,C9,Dec,2022,Southern Interior Delta,SID,Winter
D12.Dec.2022,Centric Diatom,1095.15,,12/13/2022,D12,Dec,2022,Confluence,CON,Winter
D12.Dec.2022,Cryptophyte,219.03,,12/13/2022,D12,Dec,2022,Confluence,CON,Winter
D12.Dec.2022,Cyanobacterium,88269.09,,12/13/2022,D12,Dec,2022,Confluence,CON,Winter
D12.Dec.2022,Green Alga,657.09,,12/13/2022,D12,Dec,2022,Confluence,CON,Winter
D19.Dec.2022,Centric Diatom,95.83,,12/13/2022,D19,Dec,2022,Central Delta,CED,Winter
D19.Dec.2022,Cryptophyte,191.66,,12/13/2022,D19,Dec,2022,Central Delta,CED,Winter
D19.Dec.2022,Cyanobacterium,36702.89,,12/13/2022,D19,Dec,2022,Central Delta,CED,Winter
D19.Dec.2022,Green Alga,1724.94,,12/13/2022,D19,Dec,2022,Central Delta,CED,Winter
D19.Dec.2022,Pennate Diatom,670.81,,12/13/2022,D19,Dec,2022,Central Delta,CED,Winter
D28A.Dec.2022,Centric Diatom,123.21,,12/13/2022,D28A,Dec,2022,Central Delta,CED,Winter
D28A.Dec.2022,Cryptophyte,533.91,,12/13/2022,D28A,Dec,2022,Central Delta,CED,Winter
D28A.Dec.2022,Cyanobacterium,15483.39,,12/13/2022,D28A,Dec,2022,Central Delta,CED,Winter
D28A.Dec.2022,Green Alga,410.7,,12/13/2022,D28A,Dec,2022,Central Delta,CED,Winter
D28A.Dec.2022,Pennate Diatom,82.14,,12/13/2022,D28A,Dec,2022,Central Delta,CED,Winter
EZ2-SJR.Dec.2022,Centric Diatom,95.83,,12/13/2022,EZ2-SJR,Dec,2022,Entrapment Zone,EZ,Winter
EZ2-SJR.Dec.2022,Cryptophyte,479.15,,12/13/2022,EZ2-SJR,Dec,2022,Entrapment Zone,EZ,Winter
EZ2-SJR.Dec.2022,Cyanobacterium,36894.55,,12/13/2022,EZ2-SJR,Dec,2022,Entrapment Zone,EZ,Winter
EZ2-SJR.Dec.2022,Green Alga,1724.94,,12/13/2022,EZ2-SJR,Dec,2022,Entrapment Zone,EZ,Winter
EZ2-SJR.Dec.2022,Pennate Diatom,383.32,,12/13/2022,EZ2-SJR,Dec,2022,Entrapment Zone,EZ,Winter
EZ6-SJR.Dec.2022,Centric Diatom,270.58,,12/13/2022,EZ6-SJR,Dec,2022,Entrapment Zone,EZ,Winter
EZ6-SJR.Dec.2022,Cyanobacterium,52492.52,,12/13/2022,EZ6-SJR,Dec,2022,Entrapment Zone,EZ,Winter
EZ6-SJR.Dec.2022,Green Alga,2705.8,,12/13/2022,EZ6-SJR,Dec,2022,Entrapment Zone,EZ,Winter
EZ6-SJR.Dec.2022,Pennate Diatom,270.58,,12/13/2022,EZ6-SJR,Dec,2022,Entrapment Zone,EZ,Winter
D16.Dec.2022,Centric Diatom,219.05,,12/14/2022,D16,Dec,2022,Central Delta,CED,Winter
D16.Dec.2022,Cryptophyte,350.48,,12/14/2022,D16,Dec,2022,Central Delta,CED,Winter
D16.Dec.2022,Cyanobacterium,17129.71,,12/14/2022,D16,Dec,2022,Central Delta,CED,Winter
D16.Dec.2022,Green Alga,394.29,,12/14/2022,D16,Dec,2022,Central Delta,CED,Winter
D16.Dec.2022,Pennate Diatom,131.43,,12/14/2022,D16,Dec,2022,Central Delta,CED,Winter
D26.Dec.2022,Centric Diatom,359.35,,12/14/2022,D26,Dec,2022,Central Delta,CED,Winter
D26.Dec.2022,Cryptophyte,71.87,,12/14/2022,D26,Dec,2022,Central Delta,CED,Winter
D26.Dec.2022,Cyanobacterium,27382.47,,12/14/2022,D26,Dec,2022,Central Delta,CED,Winter
D26.Dec.2022,Green Alga,1868.62,,12/14/2022,D26,Dec,2022,Central Delta,CED,Winter
D26.Dec.2022,Pennate Diatom,287.48,,12/14/2022,D26,Dec,2022,Central Delta,CED,Winter
MD10A.Dec.2022,Centric Diatom,179.7,,12/14/2022,MD10A,Dec,2022,Southern Interior Delta,SID,Winter
MD10A.Dec.2022,Cryptophyte,610.98,,12/14/2022,MD10A,Dec,2022,Southern Interior Delta,SID,Winter
MD10A.Dec.2022,Cyanobacterium,13405.62,,12/14/2022,MD10A,Dec,2022,Southern Interior Delta,SID,Winter
MD10A.Dec.2022,Euglenoid,35.94,,12/14/2022,MD10A,Dec,2022,Southern Interior Delta,SID,Winter
MD10A.Dec.2022,Green Alga,431.28,,12/14/2022,MD10A,Dec,2022,Southern Interior Delta,SID,Winter
MD10A.Dec.2022,Pennate Diatom,143.76,,12/14/2022,MD10A,Dec,2022,Southern Interior Delta,SID,Winter
P8.Dec.2022,Centric Diatom,613.28,,12/14/2022,P8,Dec,2022,Southern Interior Delta,SID,Winter
P8.Dec.2022,Cyanobacterium,54275.28,,12/14/2022,P8,Dec,2022,Southern Interior Delta,SID,Winter
P8.Dec.2022,Green Alga,6439.44,,12/14/2022,P8,Dec,2022,Southern Interior Delta,SID,Winter
P8.Dec.2022,Pennate Diatom,766.6,,12/14/2022,P8,Dec,2022,Southern Interior Delta,SID,Winter
D22.Dec.2022,Cryptophyte,170.36,,12/15/2022,D22,Dec,2022,Confluence,CON,Winter
D22.Dec.2022,Cyanobacterium,67462.56,,12/15/2022,D22,Dec,2022,Confluence,CON,Winter
D22.Dec.2022,Green Alga,2044.32,,12/15/2022,D22,Dec,2022,Confluence,CON,Winter
D22.Dec.2022,Pennate Diatom,681.44,,12/15/2022,D22,Dec,2022,Confluence,CON,Winter
D4.Dec.2022,Centric Diatom,270.57,,12/15/2022,D4,Dec,2022,Confluence,CON,Winter
D4.Dec.2022,Cryptophyte,270.57,,12/15/2022,D4,Dec,2022,Confluence,CON,Winter
D4.Dec.2022,Cyanobacterium,104981.16,,12/15/2022,D4,Dec,2022,Confluence,CON,Winter
D4.Dec.2022,Green Alga,5952.54,,12/15/2022,D4,Dec,2022,Confluence,CON,Winter
D4.Dec.2022,Pennate Diatom,270.57,,12/15/2022,D4,Dec,2022,Confluence,CON,Winter
EZ2.Dec.2022,Centric Diatom,287.49,,12/15/2022,EZ2,Dec,2022,Entrapment Zone,EZ,Winter
EZ2.Dec.2022,Cryptophyte,479.15,,12/15/2022,EZ2,Dec,2022,Entrapment Zone,EZ,Winter
EZ2.Dec.2022,Cyanobacterium,37565.36,,12/15/2022,EZ2,Dec,2022,Entrapment Zone,EZ,Winter
EZ2.Dec.2022,Green Alga,383.32,,12/15/2022,EZ2,Dec,2022,Entrapment Zone,EZ,Winter
EZ2.Dec.2022,Pennate Diatom,95.83,,12/15/2022,EZ2,Dec,2022,Entrapment Zone,EZ,Winter
EZ6.Dec.2022,Centric Diatom,204.44,,12/15/2022,EZ6,Dec,2022,Entrapment Zone,EZ,Winter
EZ6.Dec.2022,Cyanobacterium,37208.08,,12/15/2022,EZ6,Dec,2022,Entrapment Zone,EZ,Winter
EZ6.Dec.2022,Green Alga,3475.48,,12/15/2022,EZ6,Dec,2022,Entrapment Zone,EZ,Winter
EZ6.Dec.2022,Pennate Diatom,408.88,,12/15/2022,EZ6,Dec,2022,Entrapment Zone,EZ,Winter
NZ068.Dec.2022,Centric Diatom,298.7,,12/15/2022,NZ068,Dec,2022,Northern Interior Delta,NID,Winter
NZ068.Dec.2022,Cryptophyte,59.74,,12/15/2022,NZ068,Dec,2022,Northern Interior Delta,NID,Winter
NZ068.Dec.2022,Cyanobacterium,24254.44,,12/15/2022,NZ068,Dec,2022,Northern Interior Delta,NID,Winter
NZ068.Dec.2022,Euglenoid,59.74,,12/15/2022,NZ068,Dec,2022,Northern Interior Delta,NID,Winter
NZ068.Dec.2022,Green Alga,477.92,,12/15/2022,NZ068,Dec,2022,Northern Interior Delta,NID,Winter
NZ068.Dec.2022,Pennate Diatom,298.7,,12/15/2022,NZ068,Dec,2022,Northern Interior Delta,NID,Winter
D10.Dec.2022,Centric Diatom,270.57,,12/16/2022,D10,Dec,2022,Confluence,CON,Winter
D10.Dec.2022,Cryptophyte,270.57,,12/16/2022,D10,Dec,2022,Confluence,CON,Winter
D10.Dec.2022,Cyanobacterium,104169.45,,12/16/2022,D10,Dec,2022,Confluence,CON,Winter
D10.Dec.2022,Green Alga,6223.11,,12/16/2022,D10,Dec,2022,Confluence,CON,Winter
D10.Dec.2022,Pennate Diatom,270.57,,12/16/2022,D10,Dec,2022,Confluence,CON,Winter
D6.Dec.2022,Centric Diatom,766.64,,12/16/2022,D6,Dec,2022,San Pablo Bay,SPB,Winter
D6.Dec.2022,Cyanobacterium,44246.08,,12/16/2022,D6,Dec,2022,San Pablo Bay,SPB,Winter
D6.Dec.2022,Green Alga,328.56,,12/16/2022,D6,Dec,2022,San Pablo Bay,SPB,Winter
D6.Dec.2022,Pennate Diatom,219.04,,12/16/2022,D6,Dec,2022,San Pablo Bay,SPB,Winter
D8.Dec.2022,Centric Diatom,135.29,,12/16/2022,D8,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
D8.Dec.2022,Cyanobacterium,51951.36,,12/16/2022,D8,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
D8.Dec.2022,Green Alga,3923.41,,12/16/2022,D8,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
D8.Dec.2022,Pennate Diatom,135.29,,12/16/2022,D8,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
D7.Dec.2022,Centric Diatom,811.71,,12/19/2022,D7,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
D7.Dec.2022,Cryptophyte,270.57,,12/19/2022,D7,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
D7.Dec.2022,Cyanobacterium,100110.9,,12/19/2022,D7,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
D7.Dec.2022,Green Alga,2705.7,,12/19/2022,D7,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
D7.Dec.2022,Pennate Diatom,270.57,,12/19/2022,D7,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
NZ032.Dec.2022,Centric Diatom,862.44,,12/19/2022,NZ032,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
NZ032.Dec.2022,Cyanobacterium,120454.12,,12/19/2022,NZ032,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
NZ032.Dec.2022,Green Alga,574.96,,12/19/2022,NZ032,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
NZ032.Dec.2022,Pennate Diatom,287.48,,12/19/2022,NZ032,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Dec.2022,Centric Diatom,862.44,,12/19/2022,NZS42,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Dec.2022,Cyanobacterium,111542.24,,12/19/2022,NZS42,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Dec.2022,Green Alga,6324.56,,12/19/2022,NZS42,Dec,2022,Grizzly and Suisun Bay,GSB,Winter
D41.Dec.2022,Centric Diatom,255.54,,12/20/2022,D41,Dec,2022,San Pablo Bay,SPB,Winter
D41.Dec.2022,Cryptophyte,170.36,,12/20/2022,D41,Dec,2022,San Pablo Bay,SPB,Winter
D41.Dec.2022,Cyanobacterium,32879.48,,12/20/2022,D41,Dec,2022,San Pablo Bay,SPB,Winter
D41.Dec.2022,Green Alga,1788.78,,12/20/2022,D41,Dec,2022,San Pablo Bay,SPB,Winter
D41.Dec.2022,Pennate Diatom,85.18,,12/20/2022,D41,Dec,2022,San Pablo Bay,SPB,Winter
D41A.Dec.2022,Centric Diatom,766.62,,12/20/2022,D41A,Dec,2022,San Pablo Bay,SPB,Winter
D41A.Dec.2022,Cyanobacterium,47913.75,,12/20/2022,D41A,Dec,2022,San Pablo Bay,SPB,Winter
D41A.Dec.2022,Green Alga,2555.4,,12/20/2022,D41A,Dec,2022,San Pablo Bay,SPB,Winter
D41A.Dec.2022,Pennate Diatom,127.77,,12/20/2022,D41A,Dec,2022,San Pablo Bay,SPB,Winter
NZ002.Dec.2022,Centric Diatom,843.26,,12/20/2022,NZ002,Dec,2022,San Pablo Bay,SPB,Winter
NZ002.Dec.2022,Cryptophyte,76.66,,12/20/2022,NZ002,Dec,2022,San Pablo Bay,SPB,Winter
NZ002.Dec.2022,Cyanobacterium,27367.62,,12/20/2022,NZ002,Dec,2022,San Pablo Bay,SPB,Winter
NZ002.Dec.2022,Green Alga,2453.12,,12/20/2022,NZ002,Dec,2022,San Pablo Bay,SPB,Winter
NZ004.Dec.2022,Centric Diatom,589.7,,12/20/2022,NZ004,Dec,2022,San Pablo Bay,SPB,Winter
NZ004.Dec.2022,Cyanobacterium,45760.72,,12/20/2022,NZ004,Dec,2022,San Pablo Bay,SPB,Winter
NZ004.Dec.2022,Green Alga,943.52,,12/20/2022,NZ004,Dec,2022,San Pablo Bay,SPB,Winter
NZ325.Dec.2022,Centric Diatom,505.5,,12/20/2022,NZ325,Dec,2022,San Pablo Bay,SPB,Winter
NZ325.Dec.2022,Cryptophyte,202.2,,12/20/2022,NZ325,Dec,2022,San Pablo Bay,SPB,Winter
NZ325.Dec.2022,Cyanobacterium,19158.45,,12/20/2022,NZ325,Dec,2022,San Pablo Bay,SPB,Winter
NZ325.Dec.2022,Green Alga,303.3,,12/20/2022,NZ325,Dec,2022,San Pablo Bay,SPB,Winter
NZ325.Dec.2022,Pennate Diatom,50.55,,12/20/2022,NZ325,Dec,2022,San Pablo Bay,SPB,Winter
