MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,GALD,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Organisms per mL,Total Cells Counted,Number of cells per unit
Phyto,2014-06-06T00:00:00Z,10:15:00,EZ6,61,3,4.92%,0.0697,314.159,0.557971992,8,187.68,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,8,i,NA,BSA.06-14,KS,Moderate sediment and detritus.,cylinder,91.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.6,NA
Phyto,2014-06-06T00:00:00Z,10:15:00,EZ6,61,3,4.92%,0.0697,314.159,0.557971992,8,187.68,976,Synedra ulna,Diatom,Synedra,ulna,NA,6,i,NA,BSA.06-14,KS,Fragment. Moderate sediment and detritus.,box,161.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,NA
Phyto,2014-06-06T00:00:00Z,10:15:00,EZ6,61,3,4.92%,0.0697,314.159,0.557971992,8,187.68,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,NA,1,i,NA,BSA.06-14,KS,Moderate sediment and detritus.,cylinder,64.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.7,NA
Phyto,2014-06-06T00:00:00Z,10:15:00,EZ6,61,3,4.92%,0.0697,314.159,0.557971992,8,187.68,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,NA,1,i,NA,BSA.06-14,KS,Moderate sediment and detritus.,ellipsoid,19.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.7,NA
Phyto,2014-06-06T00:00:00Z,10:15:00,EZ6,61,3,4.92%,0.0697,314.159,0.557971992,8,187.68,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,1,i,NA,BSA.06-14,KS,Moderate sediment and detritus.,cone + half sphere,179.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.5,NA
Phyto,2014-06-06T00:00:00Z,10:15:00,EZ6,61,3,4.92%,0.0697,314.159,0.557971992,8,187.68,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,418,c,NA,BSA.06-14,KS,Moderate sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38,NA,1084,0.85,NA
Phyto,2014-06-09T00:00:00Z,11:00:00,D7,64,3,4.69%,0.0697,314.159,0.767211489,11,136.49,95,Aulacoseira sp.,Diatom,Aulacoseira,sp.,NA,3,i,NA,BSA.06-04,KS,Fragment. Moderate sediment and detritus.,cylinder,229.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.3,NA
Phyto,2014-06-09T00:00:00Z,11:00:00,D7,64,3,4.69%,0.0697,314.159,0.767211489,11,136.49,931,Stephanocyclus meneghiniana,Diatom,Stephanocyclus,meneghiniana,NA,1,i,NA,BSA.06-04,KS,Fragment. Moderate sediment and detritus.,cylinder,380.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.3,NA
Phyto,2014-06-09T00:00:00Z,11:00:00,D7,64,3,4.69%,0.0697,314.159,0.767211489,11,136.49,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,378,c,NA,BSA.06-04,KS,Moderate sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38,NA,905,0.85,NA
Phyto,2014-06-09T00:00:00Z,11:00:00,D7,64,3,4.69%,0.0697,314.159,0.767211489,11,136.49,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,NA,30,c,NA,BSA.06-04,KS,Moderate sediment and detritus.,sphere,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.6,NA
Phyto,2014-06-10T00:00:00Z,11:15:00,D41,63,10,15.87%,0.0697,314.159,1.743662475,25,18.02,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,3,i,NA,BSA.06-03,KS,Low sediment and moderate detritus. Many fragmented diatoms.,cylinder,163.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7.5,NA
Phyto,2014-06-10T00:00:00Z,11:15:00,D41,63,10,15.87%,0.0697,314.159,1.743662475,25,18.02,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,i,NA,BSA.06-03,KS,Girdle view. Low sediment and moderate detritus. Many fragmented diatoms.,prism on parallelogram,40.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22.4,NA
Phyto,2014-06-10T00:00:00Z,11:15:00,D41,63,10,15.87%,0.0697,314.159,1.743662475,25,18.02,984,Thalassionema sp.,Diatom,Thalassionema,sp.,NA,1,i,NA,BSA.06-03,KS,Fragment. Low sediment and moderate detritus. Many fragmented diatoms.,box,205.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA
Phyto,2014-06-10T00:00:00Z,11:15:00,D41,63,10,15.87%,0.0697,314.159,1.743662475,25,18.02,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,NA,1,i,NA,BSA.06-03,KS,Low sediment and moderate detritus. Many fragmented diatoms.,cylinder,2059.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18.7,NA
Phyto,2014-06-10T00:00:00Z,11:15:00,D41,63,10,15.87%,0.0697,314.159,1.743662475,25,18.02,1020,cf. Carteria sp.,Soft Body,Carteria,sp.,NA,2,i,NA,BSA.06-03,KS,Low sediment and moderate detritus. Many fragmented diatoms.,sphere,507.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11.2,NA
Phyto,2014-06-10T00:00:00Z,11:15:00,D41,63,10,15.87%,0.0697,314.159,1.743662475,25,18.02,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,NA,1,i,NA,BSA.06-03,KS,Low sediment and moderate detritus. Many fragmented diatoms.,ellipsoid,70.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.5,NA
Phyto,2014-06-10T00:00:00Z,11:15:00,D41,63,10,15.87%,0.0697,314.159,1.743662475,25,18.02,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,9,i,NA,BSA.06-03,KS,Low sediment and moderate detritus. Many fragmented diatoms.,cone + half sphere,337.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9.3,NA
Phyto,2014-06-10T00:00:00Z,11:15:00,D41,63,10,15.87%,0.0697,314.159,1.743662475,25,18.02,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,369,c,NA,BSA.06-03,KS,Low sediment and moderate detritus. Many fragmented diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38,NA,871,0.9,NA
Phyto,2014-06-10T00:00:00Z,11:15:00,D41,63,10,15.87%,0.0697,314.159,1.743662475,25,18.02,1642,Komma caudata,Soft Body,Komma,caudata,NA,1,i,NA,BSA.06-03,KS,Low sediment and moderate detritus. Many fragmented diatoms.,cone + half sphere,164.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.5,NA
Phyto,2014-06-10T00:00:00Z,11:15:00,D41,63,10,15.87%,0.0697,314.159,1.743662475,25,18.02,1677,cf. Nitzschia incerta,Diatom,Nitzschia,incerta,NA,1,i,NA,BSA.06-03,KS,Low sediment and moderate detritus. Many fragmented diatoms.,prism on parallelogram,473.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,69.2,NA
Phyto,2014-06-10T00:00:00Z,11:15:00,D41,63,10,15.87%,0.0697,314.159,1.743662475,25,18.02,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,NA,10,i,NA,BSA.06-03,KS,Low sediment and moderate detritus. Many fragmented diatoms.,sphere,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5.6,NA
Phyto,2014-06-10T00:00:00Z,11:15:00,D41,63,10,15.87%,0.0697,314.159,1.743662475,25,18.02,1681,Chroococcus planctonicus,Soft Body,Chroococcus,planctonicus,NA,2,c,NA,BSA.06-03,KS,Low sediment and moderate detritus. Many fragmented diatoms.,sphere,26.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7,NA
Phyto,2014-06-10T00:00:00Z,11:15:00,D41,63,10,15.87%,0.0697,314.159,1.743662475,25,18.02,1682,Gyrodinium sp.,Soft Body,Gyrodinium,sp.,NA,1,i,NA,BSA.06-03,KS,Low sediment and moderate detritus. Many fragmented diatoms.,ellipsoid,1014.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22.4,NA
Phyto,2014-06-10T00:00:00Z,10:05:00,D41A,64,3,4.69%,0.0697,314.159,1.255436982,18,83.41,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,1,i,NA,BSA.06-01,KS,Fragment. Low sediment and high detritus. Many fragmented diatoms.,cylinder,5013.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26.2,NA
Phyto,2014-06-10T00:00:00Z,10:05:00,D41A,64,3,4.69%,0.0697,314.159,1.255436982,18,83.41,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,5,i,NA,BSA.06-01,KS,Low sediment and high detritus. Many fragmented diatoms.,cylinder,251.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9.3,NA
Phyto,2014-06-10T00:00:00Z,10:05:00,D41A,64,3,4.69%,0.0697,314.159,1.255436982,18,83.41,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,323,c,NA,BSA.06-01,KS,Low sediment and high detritus. Many fragmented diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38,NA,742,0.9,NA
Phyto,2014-06-10T00:00:00Z,10:05:00,D41A,64,3,4.69%,0.0697,314.159,1.255436982,18,83.41,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,NA,72,i,NA,BSA.06-01,KS,Low sediment and high detritus. Many fragmented diatoms.,sphere,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,5.6,NA
Phyto,2014-06-10T00:00:00Z,13:05:00,D6,63,3,4.76%,0.0697,314.159,0.348732495,5,300.29,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,1,i,NA,BSA.06-07,KS,High sediment. Moderate detritus.,cylinder,251.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.3,NA
Phyto,2014-06-10T00:00:00Z,13:05:00,D6,63,3,4.76%,0.0697,314.159,0.348732495,5,300.29,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,173,c,NA,BSA.06-07,KS,High sediment. Moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38,NA,368,0.85,NA
Phyto,2014-06-10T00:00:00Z,13:05:00,D6,63,3,4.76%,0.0697,314.159,0.348732495,5,300.29,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,NA,77,i,NA,BSA.06-07,KS,High sediment. Moderate detritus.,sphere,143.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,6.5,NA
Phyto,2014-06-10T00:00:00Z,13:05:00,D6,63,3,4.76%,0.0697,314.159,0.348732495,5,300.29,1680,cf. Rhabdoderma curtum,Soft Body,Rhabdoderma,curtum,NA,241,i,NA,BSA.06-07,KS,High sediment. Moderate detritus.,prolate spheroid,3.3,2.83,3.53,1.47,1.57,0.99,2.83,3.53,2.67,3.3,NA,241,2.67,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,95,Aulacoseira sp.,Diatom,Aulacoseira,sp.,NA,5,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,cylinder,460.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,18.7,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,4,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,cylinder,91.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.6,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,309,Encyonema silesiacum,Diatom,Encyonema,silesiacum,NA,1,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,cymbelloid,214.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18.7,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,412,Geissleria decussis,Diatom,Geissleria,decussis,NA,1,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,elliptic prism,488.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22.4,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,464,Gomphonema sp.,Diatom,Gomphonema,sp.,NA,1,i,NA,BSA.06-06,KS,Girdle view. Low sediment and moderate detritus.,gomphonemoid,329.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,NA,1,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,prism on parallelogram,483.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46.7,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,3,i,NA,BSA.06-06,KS,Fragment. Low sediment and moderate detritus.,prism on parallelogram,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16.8,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,837,Planothidium frequentissimum,Diatom,Planothidium,frequentissimum,NA,1,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,elliptic prism,136.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.4,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,890,Sellaphora pupula,Diatom,Sellaphora,pupula,NA,2,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,box,621.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22.4,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,931,Stephanocyclus meneghiniana,Diatom,Stephanocyclus,meneghiniana,NA,37,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,cylinder,1538.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,18.7,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,NA,2,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,2 cones,28.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24.3,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,NA,6,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,2 cones,7.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.6,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,NA,1,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,prolate spheroid,53.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.5,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,1247,Sphaerocystis schroeteri,Soft Body,Sphaerocystis,schroeteri,NA,4,c,NA,BSA.06-06,KS,Low sediment and moderate detritus.,sphere,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.6,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,2,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,cone + half sphere,337.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9.3,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,315,c,NA,BSA.06-06,KS,Low sediment and moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38,NA,675,0.9,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,NA,6,c,NA,BSA.06-06,KS,Low sediment and moderate detritus.,sphere,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1.9,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,1448,cf. Komvophoron sp.,Soft Body,Komvophoron,sp.,NA,1,f,NA,BSA.06-06,KS,Low sediment and moderate detritus.,cylinder,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1.9,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,NA,35,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,sphere,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,5.6,NA
Phyto,2014-06-18T00:00:00Z,11:35:00,C10A,63,5,7.94%,0.0697,314.159,0.69746499,10,90.09,1683,Chlamydomonas mirabilis,Soft Body,Chlamydomonas,mirabilis,NA,1,i,NA,BSA.06-06,KS,Low sediment and moderate detritus.,sphere,273.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.3,NA
Phyto,2014-06-18T00:00:00Z,8:10:00,C3A,60,5,8.33%,0.0697,314.159,0.627718491,9,100.1,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,NA,2,i,NA,BSA.06-15,KS,"Low sediment and detritus, many fragmented diatoms.",elliptic prism,140.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13.1,NA
Phyto,2014-06-18T00:00:00Z,8:10:00,C3A,60,5,8.33%,0.0697,314.159,0.627718491,9,100.1,145,Cocconeis placentula,Diatom,Cocconeis,placentula,NA,1,i,NA,BSA.06-15,KS,"Fragment. Low sediment and detritus, many fragmented diatoms.",elliptic prism,151.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.3,NA
Phyto,2014-06-18T00:00:00Z,8:10:00,C3A,60,5,8.33%,0.0697,314.159,0.627718491,9,100.1,145,Cocconeis placentula,Diatom,Cocconeis,placentula,NA,2,i,NA,BSA.06-15,KS,"Low sediment and detritus, many fragmented diatoms.",elliptic prism,670.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20.6,NA
Phyto,2014-06-18T00:00:00Z,8:10:00,C3A,60,5,8.33%,0.0697,314.159,0.627718491,9,100.1,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,3,i,NA,BSA.06-15,KS,"Low sediment and detritus, many fragmented diatoms.",cylinder,91.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5.6,NA
Phyto,2014-06-18T00:00:00Z,8:10:00,C3A,60,5,8.33%,0.0697,314.159,0.627718491,9,100.1,496,Hippodonta capitata,Diatom,Hippodonta,capitata,NA,1,i,NA,BSA.06-15,KS,"Fragment. Low sediment and detritus, many fragmented diatoms.",elliptic prism,140.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13.1,NA
Phyto,2014-06-18T00:00:00Z,8:10:00,C3A,60,5,8.33%,0.0697,314.159,0.627718491,9,100.1,631,Navicula sp.,Diatom,Navicula,sp.,NA,1,i,NA,BSA.06-15,KS,"Low sediment and detritus, many fragmented diatoms.",elliptic prism,364.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22.4,NA
Phyto,2014-06-18T00:00:00Z,8:10:00,C3A,60,5,8.33%,0.0697,314.159,0.627718491,9,100.1,644,Navicula tripunctata,Diatom,Navicula,tripunctata,NA,1,i,NA,BSA.06-15,KS,"Fragment. Low sediment and detritus, many fragmented diatoms.",elliptic prism,893.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41,NA
Phyto,2014-06-18T00:00:00Z,8:10:00,C3A,60,5,8.33%,0.0697,314.159,0.627718491,9,100.1,953,Surirella minuta,Diatom,Surirella,minuta,NA,1,i,NA,BSA.06-15,KS,"Low sediment and detritus, many fragmented diatoms.",elliptic prism,556.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20.6,NA
Phyto,2014-06-18T00:00:00Z,8:10:00,C3A,60,5,8.33%,0.0697,314.159,0.627718491,9,100.1,976,Synedra ulna,Diatom,Synedra,ulna,NA,7,i,NA,BSA.06-15,KS,"Fragment. Low sediment and detritus, many fragmented diatoms.",box,554.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,16.8,NA
Phyto,2014-06-18T00:00:00Z,8:10:00,C3A,60,5,8.33%,0.0697,314.159,0.627718491,9,100.1,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,285,c,NA,BSA.06-15,KS,"Low sediment and detritus, many fragmented diatoms.",sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38,NA,703,0.85,NA
Phyto,2014-06-18T00:00:00Z,8:10:00,C3A,60,5,8.33%,0.0697,314.159,0.627718491,9,100.1,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,NA,95,i,NA,BSA.06-15,KS,"Low sediment and detritus, many fragmented diatoms.",sphere,26.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,3.7,NA
Phyto,2014-06-18T00:00:00Z,8:10:00,C3A,60,5,8.33%,0.0697,314.159,0.627718491,9,100.1,1683,Chlamydomonas mirabilis,Soft Body,Chlamydomonas,mirabilis,NA,2,i,NA,BSA.06-15,KS,"Low sediment and detritus, many fragmented diatoms.",sphere,401.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,NA
Phyto,2014-07-02T00:00:00Z,8:20:00,D19,62,2,3.23%,0.0697,314.159,0.767211489,11,204.74,145,Cocconeis placentula,Diatom,Cocconeis,placentula,NA,1,i,NA,BSA.07-02,KS,Fragment.,elliptic prism,190.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13.1,NA
Phyto,2014-07-02T00:00:00Z,8:20:00,D19,62,2,3.23%,0.0697,314.159,0.767211489,11,204.74,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,1,i,NA,BSA.07-02,KS,NA,cylinder,91.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.6,NA
Phyto,2014-07-02T00:00:00Z,8:20:00,D19,62,2,3.23%,0.0697,314.159,0.767211489,11,204.74,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,1,i,NA,BSA.07-02,KS,NA,cone + half sphere,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.3,NA
Phyto,2014-07-02T00:00:00Z,8:20:00,D19,62,2,3.23%,0.0697,314.159,0.767211489,11,204.74,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,NA,2,i,NA,BSA.07-02,KS,NA,cone + half sphere,640.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,NA
Phyto,2014-07-02T00:00:00Z,8:20:00,D19,62,2,3.23%,0.0697,314.159,0.767211489,11,204.74,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,396,c,NA,BSA.07-02,KS,NA,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38,NA,1052,0.85,NA
Phyto,2014-07-02T00:00:00Z,8:20:00,D19,62,2,3.23%,0.0697,314.159,0.767211489,11,204.74,1471,Merismopedia tenuissima,Soft Body,Merismopedia,tenuissima,NA,1,c,NA,BSA.07-02,KS,NA,cube,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1.4,NA
Phyto,2014-07-02T00:00:00Z,8:20:00,D19,62,2,3.23%,0.0697,314.159,0.767211489,11,204.74,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,NA,12,c,NA,BSA.07-02,KS,NA,sphere,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5.6,NA
Phyto,2014-07-02T00:00:00Z,8:20:00,D19,62,2,3.23%,0.0697,314.159,0.767211489,11,204.74,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,NA,19,i,NA,BSA.07-02,KS,NA,sphere,220.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,7.5,NA
Phyto,2014-07-02T00:00:00Z,8:20:00,D19,62,2,3.23%,0.0697,314.159,0.767211489,11,204.74,1681,Chroococcus planctonicus,Soft Body,Chroococcus,planctonicus,NA,2,c,NA,BSA.07-02,KS,NA,sphere,26.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7,NA
Phyto,2014-07-02T00:00:00Z,9:25:00,D28A,64,5,7.81%,0.0697,314.159,0.836957988,12,75.07,95,Aulacoseira sp.,Diatom,Aulacoseira,sp.,NA,1,i,NA,BSA.07-11,KS,Fragment. Low sediment and detritus.,cylinder,322.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13.1,NA
Phyto,2014-07-02T00:00:00Z,9:25:00,D28A,64,5,7.81%,0.0697,314.159,0.836957988,12,75.07,145,Cocconeis placentula,Diatom,Cocconeis,placentula,NA,2,i,NA,BSA.07-11,KS,Fragment. Low sediment and detritus.,elliptic prism,488.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,NA
Phyto,2014-07-02T00:00:00Z,9:25:00,D28A,64,5,7.81%,0.0697,314.159,0.836957988,12,75.07,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,i,NA,BSA.07-11,KS,Girdle view. Low sediment and detritus.,prism on parallelogram,102.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA
Phyto,2014-07-02T00:00:00Z,9:25:00,D28A,64,5,7.81%,0.0697,314.159,0.836957988,12,75.07,976,Synedra ulna,Diatom,Synedra,ulna,NA,2,i,NA,BSA.07-11,KS,Fragment. Low sediment and detritus.,box,54.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13.1,NA
