SampleID,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType,Genus,Units.per.mL,BV.um3.per.mL
2018-10-19-NZ325-Regular,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular,Coccomyxa,1314.6000000000001,13330.044000000002
2018-10-19-NZ325-Regular,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular,Eucapsis,72866.40000000001,26502.336000000003
2018-10-19-NZ325-Regular,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular,Hemiselmis,187.8,1312.7220000000002
2018-10-19-NZ325-Regular,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular,Microcystis,375.6,9960.912
2018-10-19-NZ325-Regular,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular,Plagioselmis,751.2,289884.324
2018-10-19-NZ325-Surface,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface,Chlorella,409.75,1471.0025
2018-10-19-NZ325-Surface,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface,Cryptomonas,409.75,274626.7425
2018-10-19-NZ325-Surface,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface,Eucapsis,168817,61216.65
2018-10-19-NZ325-Surface,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface,Ochromonas,409.75,31284.4125
2018-10-19-NZ325-Surface,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface,Plagioselmis,409.75,88678.095
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Achnanthidium,164.27,16425.3573
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Chroococcus,164.27,15099.698400000001
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Coccomyxa,1314.16,23786.296000000002
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Cocconeis,164.27,50337.256100000006
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Cyclotella,657.08,227568.15910000005
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Eucapsis,62751.14000000001,23270.4882
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Monoraphidium,164.27,5529.3282
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Navicula,164.27,78420.8553
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Nitzschia,492.81000000000006,202546.5527
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Planothidium,164.27,78420.8553
2018-11-09-C10A-Surface,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Surface,Chlorella,2299.85,26425.276500000004
2018-11-09-C10A-Surface,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Surface,Cocconeis,328.55,59881.523
2018-11-09-C10A-Surface,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Surface,Cyclotella,2299.85,1367582.804
2018-11-09-C10A-Surface,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Surface,Desmodesmus,328.55,243153.284
2018-11-09-C10A-Surface,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Surface,Eucapsis,147190.4,53993.90700000001
2018-11-09-C10A-Surface,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Surface,Nitzschia,328.55,10970.2845
2018-11-09-C10A-Surface,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Surface,Oocystis,328.55,52751.988000000005
2018-11-09-C10A-Surface,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Surface,Planothidium,328.55,59349.272
2018-11-09-C10A-Surface,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Surface,Rhoicosphenia,328.55,127339.409
2018-11-09-C3A-Regular,2018-11-09,Fall,Nov,C3A,Northern Interior Delta,NID,Regular,Aulacoseira,173.36,39709.84160000001
2018-11-09-C3A-Regular,2018-11-09,Fall,Nov,C3A,Northern Interior Delta,NID,Regular,Chlorella,953.48,4624.378
2018-11-09-C3A-Regular,2018-11-09,Fall,Nov,C3A,Northern Interior Delta,NID,Regular,Coccomyxa,260.04,5164.3944
2018-11-09-C3A-Regular,2018-11-09,Fall,Nov,C3A,Northern Interior Delta,NID,Regular,Cocconeis,86.68,72695.0488
2018-11-09-C3A-Regular,2018-11-09,Fall,Nov,C3A,Northern Interior Delta,NID,Regular,Eucapsis,34411.96,12481.920000000002
2018-11-09-C3A-Regular,2018-11-09,Fall,Nov,C3A,Northern Interior Delta,NID,Regular,Nitzschia,86.68,4703.2568
2018-11-09-C3A-Surface,2018-11-09,Fall,Nov,C3A,Northern Interior Delta,NID,Surface,Achnanthidium,85.18,7069.0882
2018-11-09-C3A-Surface,2018-11-09,Fall,Nov,C3A,Northern Interior Delta,NID,Surface,Chlorella,1277.7,11754.84
2018-11-09-C3A-Surface,2018-11-09,Fall,Nov,C3A,Northern Interior Delta,NID,Surface,Chroococcus,170.36,3914.8728000000006
2018-11-09-C3A-Surface,2018-11-09,Fall,Nov,C3A,Northern Interior Delta,NID,Surface,Cyclotella,85.18,7762.4534
2018-11-09-C3A-Surface,2018-11-09,Fall,Nov,C3A,Northern Interior Delta,NID,Surface,Eucapsis,33475.740000000005,12495.906
2018-11-09-C9-Regular,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Regular,Chlamydomonas,75.12,10801.5048
2018-11-09-C9-Regular,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Regular,Chlorella,1352.16,5665.5504
2018-11-09-C9-Regular,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Regular,Coccomyxa,75.12,186.29760000000002
2018-11-09-C9-Regular,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Regular,Cocconeis,75.12,35730.828
2018-11-09-C9-Regular,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Regular,Cyclotella,75.12,200167.7568
2018-11-09-C9-Regular,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Regular,Eucapsis,27869.52,10114.156799999999
2018-11-09-C9-Regular,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Regular,Microcystis,75.12,1992.1824000000001
2018-11-09-C9-Regular,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Regular,Navicula,75.12,51692.325600000004
2018-11-09-C9-Regular,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Regular,Plagioselmis,300.48,49068.384000000005
2018-11-09-C9-Regular,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Regular,Snowella,75.12,285.456
2018-11-09-C9-Surface,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Surface,Chlorella,1443.04,9192.1648
2018-11-09-C9-Surface,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Surface,Chroococcus,360.76,15083.3756
2018-11-09-C9-Surface,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Surface,Cocconeis,90.19,33785.174
2018-11-09-C9-Surface,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Surface,Eucapsis,35354.479999999996,12841.252199999999
2018-11-09-C9-Surface,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Surface,Monoraphidium,180.38,642.1528
2018-11-09-C9-Surface,2018-11-09,Fall,Nov,C9,Southern Interior Delta,SID,Surface,Plagioselmis,360.76,131773.00139999998
2018-11-13-D4-Regular,2018-11-13,Fall,Nov,D4,Confluence,CON,Regular,Coccomyxa,1971.9699999999998,23091.768699999997
2018-11-13-D4-Regular,2018-11-13,Fall,Nov,D4,Confluence,CON,Regular,Eucapsis,118036.48999999999,42898.7988
2018-11-13-D4-Regular,2018-11-13,Fall,Nov,D4,Confluence,CON,Regular,Plagioselmis,281.71,88665.4054
2018-11-13-D4-Surface,2018-11-13,Fall,Nov,D4,Confluence,CON,Surface,Chlorella,1022.16,4957.476
2018-11-13-D4-Surface,2018-11-13,Fall,Nov,D4,Confluence,CON,Surface,Cyclotella,511.08,20330.7624
2018-11-13-D4-Surface,2018-11-13,Fall,Nov,D4,Confluence,CON,Surface,Eucapsis,104004.78,38131.6788
2018-11-13-D4-Surface,2018-11-13,Fall,Nov,D4,Confluence,CON,Surface,Plagioselmis,255.54,152490.93959999998
2018-11-14-D12-Regular,2018-11-14,Fall,Nov,D12,Confluence,CON,Regular,Chlorella,281.71,1011.3388999999999
2018-11-14-D12-Regular,2018-11-14,Fall,Nov,D12,Confluence,CON,Regular,Coccomyxa,2817.1,18226.637
2018-11-14-D12-Regular,2018-11-14,Fall,Nov,D12,Confluence,CON,Regular,Entomoneis,281.71,622576.2828999999
2018-11-14-D12-Regular,2018-11-14,Fall,Nov,D12,Confluence,CON,Regular,Eucapsis,108458.34999999999,39653.499599999996
2018-11-14-D12-Regular,2018-11-14,Fall,Nov,D12,Confluence,CON,Regular,Navicula,281.71,17266.0059
2018-11-14-D12-Regular,2018-11-14,Fall,Nov,D12,Confluence,CON,Regular,Plagioselmis,281.71,65542.6486
2018-11-14-D19-Regular,2018-11-14,Fall,Nov,D19,Central Delta,CED,Regular,Coccomyxa,1878.0500000000002,23569.5275
2018-11-14-D19-Regular,2018-11-14,Fall,Nov,D19,Central Delta,CED,Regular,Cocconeis,10141.47,5146311.488100001
2018-11-14-D19-Regular,2018-11-14,Fall,Nov,D19,Central Delta,CED,Regular,Eucapsis,145736.68,54358.279200000004
2018-11-14-D19-Regular,2018-11-14,Fall,Nov,D19,Central Delta,CED,Regular,Eunotia,375.61,2253536.0487
2018-11-14-D19-Regular,2018-11-14,Fall,Nov,D19,Central Delta,CED,Regular,Nitzschia,375.61,3276547.4447000003
2018-11-14-D19-Regular,2018-11-14,Fall,Nov,D19,Central Delta,CED,Regular,Rhoicosphenia,375.61,217587.1169
2018-11-14-D19-Regular,2018-11-14,Fall,Nov,D19,Central Delta,CED,Regular,Ulnaria,375.61,1485484.9646
2018-11-14-D28A-Regular,2018-11-14,Fall,Nov,D28A,Central Delta,CED,Regular,Chlorella,1220.7,3137.199
2018-11-14-D28A-Regular,2018-11-14,Fall,Nov,D28A,Central Delta,CED,Regular,Chroococcus,93.9,674.202
2018-11-14-D28A-Regular,2018-11-14,Fall,Nov,D28A,Central Delta,CED,Regular,Coccomyxa,375.6,4379.496
2018-11-14-D28A-Regular,2018-11-14,Fall,Nov,D28A,Central Delta,CED,Regular,Cocconeis,187.8,179309.562
2018-11-14-D28A-Regular,2018-11-14,Fall,Nov,D28A,Central Delta,CED,Regular,Eucapsis,35775.9,12946.932
2018-11-14-D28A-Regular,2018-11-14,Fall,Nov,D28A,Central Delta,CED,Regular,Plagioselmis,281.70000000000005,87130.74900000001
2018-11-15-D16-Regular,2018-11-15,Fall,Nov,D16,Central Delta,CED,Regular,Chlorella,2854.5600000000004,11960.606400000002
2018-11-15-D16-Regular,2018-11-15,Fall,Nov,D16,Central Delta,CED,Regular,Coccomyxa,1201.92,14771.5968
2018-11-15-D16-Regular,2018-11-15,Fall,Nov,D16,Central Delta,CED,Regular,Eucapsis,55889.280000000006,20282.4
2018-11-15-D26-Regular,2018-11-15,Fall,Nov,D26,Central Delta,CED,Regular,Chlorella,281.72,1011.3748
2018-11-15-D26-Regular,2018-11-15,Fall,Nov,D26,Central Delta,CED,Regular,Coccomyxa,140.86,1970.6314000000002
2018-11-15-D26-Regular,2018-11-15,Fall,Nov,D26,Central Delta,CED,Regular,Cyclotella,70.43,26791.572
2018-11-15-D26-Regular,2018-11-15,Fall,Nov,D26,Central Delta,CED,Regular,Eucapsis,27890.280000000002,10205.307
2018-11-15-MD10A-Regular,2018-11-15,Fall,Nov,MD10A,Southern Interior Delta,SID,Regular,Chlorella,724.41,2600.6319
2018-11-15-MD10A-Regular,2018-11-15,Fall,Nov,MD10A,Southern Interior Delta,SID,Regular,Eucapsis,31874.039999999997,11532.607199999999
2018-11-15-P8-Regular,2018-11-15,Fall,Nov,P8,Southern Interior Delta,SID,Regular,Chlorella,482.94,1733.7546
2018-11-15-P8-Regular,2018-11-15,Fall,Nov,P8,Southern Interior Delta,SID,Regular,Chroococcus,80.49,185.12699999999998
2018-11-15-P8-Regular,2018-11-15,Fall,Nov,P8,Southern Interior Delta,SID,Regular,Coccomyxa,80.49,852.3891
2018-11-15-P8-Regular,2018-11-15,Fall,Nov,P8,Southern Interior Delta,SID,Regular,Cyclotella,80.49,17419.6458
2018-11-15-P8-Regular,2018-11-15,Fall,Nov,P8,Southern Interior Delta,SID,Regular,Eucapsis,31149.629999999997,11416.7016
2018-11-15-P8-Regular,2018-11-15,Fall,Nov,P8,Southern Interior Delta,SID,Regular,Nitzschia,160.98,14639.5212
2018-11-15-P8-Regular,2018-11-15,Fall,Nov,P8,Southern Interior Delta,SID,Regular,Plagioselmis,80.49,56136.14069999999
2018-11-15-P8-Regular,2018-11-15,Fall,Nov,P8,Southern Interior Delta,SID,Regular,Ulnaria,80.49,28126.4256
2018-11-16-D10-Regular,2018-11-16,Fall,Nov,D10,Confluence,CON,Regular,Chlorella,1126.83,4045.3197
2018-11-16-D10-Regular,2018-11-16,Fall,Nov,D10,Confluence,CON,Regular,Coccomyxa,4882.93,60011.20969999999
2018-11-16-D10-Regular,2018-11-16,Fall,Nov,D10,Confluence,CON,Regular,Eucapsis,147239.12,53546.9616
2018-11-16-D10-Regular,2018-11-16,Fall,Nov,D10,Confluence,CON,Regular,Microcystis,375.61,35344.901
2018-11-16-D8-Regular,2018-11-16,Fall,Nov,D8,Grizzly.Suisun Bay,GSB,Regular,Coccomyxa,1180.52,8759.4584
2018-11-16-D8-Regular,2018-11-16,Fall,Nov,D8,Grizzly.Suisun Bay,GSB,Regular,Eucapsis,42069.439999999995,15144.9984
2018-11-16-D8-Regular,2018-11-16,Fall,Nov,D8,Grizzly.Suisun Bay,GSB,Regular,Plagioselmis,107.32,18462.259599999998
2018-11-19-D22-Regular,2018-11-19,Fall,Nov,D22,Confluence,CON,Regular,Chlorella,1092.64,2338.2496000000006
2018-11-19-D22-Regular,2018-11-19,Fall,Nov,D22,Confluence,CON,Regular,Coccomyxa,1229.22,14640.0102
2018-11-19-D22-Regular,2018-11-19,Fall,Nov,D22,Confluence,CON,Regular,Cocconeis,136.58,38180.939000000006
2018-11-19-D22-Regular,2018-11-19,Fall,Nov,D22,Confluence,CON,Regular,Eucapsis,51763.82000000001,18634.9752
2018-11-19-D22-Regular,2018-11-19,Fall,Nov,D22,Confluence,CON,Regular,Hemiselmis,136.58,2578.6304
2018-11-19-D22-Regular,2018-11-19,Fall,Nov,D22,Confluence,CON,Regular,Plagioselmis,273.16,86203.8328
2018-11-19-D22-Regular,2018-11-19,Fall,Nov,D22,Confluence,CON,Regular,Thalassiosira,136.58,239331.86560000002
2018-11-19-D6-Regular,2018-11-19,Fall,Nov,D6,San Pablo Bay,SPB,Regular,Chlorella,125.2,449.468
2018-11-19-D6-Regular,2018-11-19,Fall,Nov,D6,San Pablo Bay,SPB,Regular,Coccomyxa,1502.4,16601.520000000004
2018-11-19-D6-Regular,2018-11-19,Fall,Nov,D6,San Pablo Bay,SPB,Regular,Eucapsis,50330.4,18118.944
2018-11-19-D6-Regular,2018-11-19,Fall,Nov,D6,San Pablo Bay,SPB,Regular,Microcystis,125.2,3320.304
2018-11-19-D6-Regular,2018-11-19,Fall,Nov,D6,San Pablo Bay,SPB,Regular,Plagioselmis,1126.8,247989.90000000002
2018-11-19-NZ032-Regular,2018-11-19,Fall,Nov,NZ032,Grizzly.Suisun Bay,GSB,Regular,Chlorella,1931.67,6934.6953
2018-11-19-NZ032-Regular,2018-11-19,Fall,Nov,NZ032,Grizzly.Suisun Bay,GSB,Regular,Coccomyxa,429.26,2811.653
2018-11-19-NZ032-Regular,2018-11-19,Fall,Nov,NZ032,Grizzly.Suisun Bay,GSB,Regular,Entomoneis,214.63,502817.9935999999
2018-11-19-NZ032-Regular,2018-11-19,Fall,Nov,NZ032,Grizzly.Suisun Bay,GSB,Regular,Eucapsis,89929.97,32992.9236
2018-11-19-NZ068-Regular,2018-11-19,Fall,Nov,NZ068,Northern Interior Delta,NID,Regular,Chlorella,187.8,674.202
2018-11-19-NZ068-Regular,2018-11-19,Fall,Nov,NZ068,Northern Interior Delta,NID,Regular,Coccomyxa,751.2,6542.952000000001
2018-11-19-NZ068-Regular,2018-11-19,Fall,Nov,NZ068,Northern Interior Delta,NID,Regular,Entomoneis,375.6,1347752.3340000003
2018-11-19-NZ068-Regular,2018-11-19,Fall,Nov,NZ068,Northern Interior Delta,NID,Regular,Eucapsis,73617.6,26840.376
2018-11-19-NZS42-Regular,2018-11-19,Fall,Nov,NZS42,Grizzly.Suisun Bay,GSB,Regular,Chlorella,2253.65,5791.8805
2018-11-19-NZS42-Regular,2018-11-19,Fall,Nov,NZS42,Grizzly.Suisun Bay,GSB,Regular,Coccomyxa,6760.950000000001,85593.62700000001
2018-11-19-NZS42-Regular,2018-11-19,Fall,Nov,NZS42,Grizzly.Suisun Bay,GSB,Regular,Eucapsis,184348.57,67014.53640000001
2018-11-20-D10-Surface,2018-11-20,Fall,Nov,D10,Confluence,CON,Surface,Chlorella,643.9,2311.6009999999997
2018-11-20-D10-Surface,2018-11-20,Fall,Nov,D10,Confluence,CON,Surface,Eucapsis,138760.44999999998,50765.076
2018-11-20-D10-Surface,2018-11-20,Fall,Nov,D10,Confluence,CON,Surface,Plagioselmis,643.9,185700.75999999998
2018-11-20-D22-Surface,2018-11-20,Fall,Nov,D22,Confluence,CON,Surface,Chlorella,500.81,1797.9079
2018-11-20-D22-Surface,2018-11-20,Fall,Nov,D22,Confluence,CON,Surface,Eucapsis,201325.62,73919.556
2018-11-20-D41-Regular,2018-11-20,Fall,Nov,D41,San Pablo Bay,SPB,Regular,Chlorella,237.24,609.7067999999999
2018-11-20-D41-Regular,2018-11-20,Fall,Nov,D41,San Pablo Bay,SPB,Regular,Coccomyxa,790.8,6895.776
2018-11-20-D41-Regular,2018-11-20,Fall,Nov,D41,San Pablo Bay,SPB,Regular,Eucapsis,30683.04,11045.894400000001
2018-11-20-D41-Regular,2018-11-20,Fall,Nov,D41,San Pablo Bay,SPB,Regular,Microcystis,79.08,2097.2016
2018-11-20-D41-Regular,2018-11-20,Fall,Nov,D41,San Pablo Bay,SPB,Regular,Plagioselmis,553.56,133307.5284
2018-11-20-D41-Regular,2018-11-20,Fall,Nov,D41,San Pablo Bay,SPB,Regular,Strombidium,79.08,400132.1472
2018-11-20-D41A-Regular,2018-11-20,Fall,Nov,D41A,San Pablo Bay,SPB,Regular,Chlorella,150.24,539.3616000000001
2018-11-20-D41A-Regular,2018-11-20,Fall,Nov,D41A,San Pablo Bay,SPB,Regular,Chroococcus,150.24,2175.4752000000003
2018-11-20-D41A-Regular,2018-11-20,Fall,Nov,D41A,San Pablo Bay,SPB,Regular,Coccomyxa,1577.52,25492.723200000004
2018-11-20-D41A-Regular,2018-11-20,Fall,Nov,D41A,San Pablo Bay,SPB,Regular,Eucapsis,28170,10222.3296
2018-11-20-D41A-Regular,2018-11-20,Fall,Nov,D41A,San Pablo Bay,SPB,Regular,Microcystis,150.24,3984.3648000000003
2018-11-20-D41A-Regular,2018-11-20,Fall,Nov,D41A,San Pablo Bay,SPB,Regular,Trachelomonas,75.12,67361.6064
2018-11-20-D6-Surface,2018-11-20,Fall,Nov,D6,San Pablo Bay,SPB,Surface,Eucapsis,111557.15999999999,41073.31799999999
2018-11-20-D6-Surface,2018-11-20,Fall,Nov,D6,San Pablo Bay,SPB,Surface,Plagioselmis,1408.55,368434.4235
2018-11-20-D6-Surface,2018-11-20,Fall,Nov,D6,San Pablo Bay,SPB,Surface,Synedra,281.71,78450.6008
2018-11-20-D8-Surface,2018-11-20,Fall,Nov,D8,Grizzly.Suisun Bay,GSB,Surface,Chlorella,375.61,1348.4399
2018-11-20-D8-Surface,2018-11-20,Fall,Nov,D8,Grizzly.Suisun Bay,GSB,Surface,Eucapsis,154375.71,56927.4516
2018-11-20-D8-Surface,2018-11-20,Fall,Nov,D8,Grizzly.Suisun Bay,GSB,Surface,Plagioselmis,1126.83,234110.2008
2018-11-20-EZ2-Regular,2018-11-20,Fall,Nov,EZ2,Low Salinity Zone,LSZ,Regular,Chlorella,450.72,1618.0848
2018-11-20-EZ2-Regular,2018-11-20,Fall,Nov,EZ2,Low Salinity Zone,LSZ,Regular,Coccomyxa,1352.16,16063.660800000001
2018-11-20-EZ2-Regular,2018-11-20,Fall,Nov,EZ2,Low Salinity Zone,LSZ,Regular,Eucapsis,63701.76,23094.8928
2018-11-20-EZ2-Surface,2018-11-20,Fall,Nov,EZ2,Low Salinity Zone,LSZ,Surface,Chlorella,563.42,2022.6777999999997
2018-11-20-EZ2-Surface,2018-11-20,Fall,Nov,EZ2,Low Salinity Zone,LSZ,Surface,Eucapsis,120008.45999999999,44217.2016
2018-11-20-EZ6-Regular,2018-11-20,Fall,Nov,EZ6,Low Salinity Zone,LSZ,Regular,Chlorella,375.6,1348.404
2018-11-20-EZ6-Regular,2018-11-20,Fall,Nov,EZ6,Low Salinity Zone,LSZ,Regular,Coccomyxa,1126.8000000000002,28316.484
2018-11-20-EZ6-Regular,2018-11-20,Fall,Nov,EZ6,Low Salinity Zone,LSZ,Regular,Entomoneis,187.8,472099.15200000006
2018-11-20-EZ6-Regular,2018-11-20,Fall,Nov,EZ6,Low Salinity Zone,LSZ,Regular,Eucapsis,74744.40000000001,27516.456
2018-11-20-EZ6-Regular,2018-11-20,Fall,Nov,EZ6,Low Salinity Zone,LSZ,Regular,Microcystis,187.8,4980.456
2018-11-20-EZ6-Regular,2018-11-20,Fall,Nov,EZ6,Low Salinity Zone,LSZ,Regular,Nitzschia,187.8,27238.512
2018-11-20-EZ6-Regular,2018-11-20,Fall,Nov,EZ6,Low Salinity Zone,LSZ,Regular,Planothidium,187.8,22920.99
2018-11-20-EZ6-Regular,2018-11-20,Fall,Nov,EZ6,Low Salinity Zone,LSZ,Regular,Thalassiosira,187.8,912991.5780000001
2018-11-20-EZ6-Surface,2018-11-20,Fall,Nov,EZ6,Low Salinity Zone,LSZ,Surface,Chlorella,2003.24,14503.4576
2018-11-20-EZ6-Surface,2018-11-20,Fall,Nov,EZ6,Low Salinity Zone,LSZ,Surface,Cyclotella,500.81,482475.3459
2018-11-20-EZ6-Surface,2018-11-20,Fall,Nov,EZ6,Low Salinity Zone,LSZ,Surface,Eucapsis,215348.3,78607.1376
2018-11-20-EZ6-Surface,2018-11-20,Fall,Nov,EZ6,Low Salinity Zone,LSZ,Surface,Plagioselmis,500.81,168963.2778
2018-11-20-NZ068-Surface,2018-11-20,Fall,Nov,NZ068,Northern Interior Delta,NID,Surface,Chlorella,321.95,1155.8004999999998
2018-11-20-NZ068-Surface,2018-11-20,Fall,Nov,NZ068,Northern Interior Delta,NID,Surface,Chroococcus,321.95,2311.6009999999997
2018-11-20-NZ068-Surface,2018-11-20,Fall,Nov,NZ068,Northern Interior Delta,NID,Surface,Eucapsis,134897.05,49490.153999999995
2018-11-20-NZ068-Surface,2018-11-20,Fall,Nov,NZ068,Northern Interior Delta,NID,Surface,Nitzschia,321.95,187001.438
2018-11-28-D7-Regular,2018-11-28,Fall,Nov,D7,Grizzly.Suisun Bay,GSB,Regular,Coccomyxa,1502.4099999999999,10622.0387
2018-11-28-D7-Regular,2018-11-28,Fall,Nov,D7,Grizzly.Suisun Bay,GSB,Regular,Eucapsis,46459.14,16850.105999999996
2018-12-10-C10A-Regular,2018-12-10,Winter,Dec,C10A,Southern Interior Delta,SID,Regular,Chlorella,173.36,622.3624
2018-12-10-C10A-Regular,2018-12-10,Winter,Dec,C10A,Southern Interior Delta,SID,Regular,Coccomyxa,1560.2400000000002,50598.58320000001
2018-12-10-C10A-Regular,2018-12-10,Winter,Dec,C10A,Southern Interior Delta,SID,Regular,Cyclotella,866.8000000000001,995124.5392000001
2018-12-10-C10A-Regular,2018-12-10,Winter,Dec,C10A,Southern Interior Delta,SID,Regular,Desmodesmus,173.36,129229.47840000002
2018-12-10-C10A-Regular,2018-12-10,Winter,Dec,C10A,Southern Interior Delta,SID,Regular,Diploneis,346.72,269744.6928
2018-12-10-C10A-Regular,2018-12-10,Winter,Dec,C10A,Southern Interior Delta,SID,Regular,Eucapsis,65876.8,23902.876800000002
2018-12-10-C10A-Regular,2018-12-10,Winter,Dec,C10A,Southern Interior Delta,SID,Regular,Navicula,520.08,344182.0096
2018-12-10-C10A-Regular,2018-12-10,Winter,Dec,C10A,Southern Interior Delta,SID,Regular,Nitzschia,520.08,78518.2112
2018-12-10-C10A-Regular,2018-12-10,Winter,Dec,C10A,Southern Interior Delta,SID,Regular,Surirella,173.36,201541.4016
2018-12-10-C10A-Surface,2018-12-10,Winter,Dec,C10A,Southern Interior Delta,SID,Surface,Chlorella,862.44,3096.1596
2018-12-10-C10A-Surface,2018-12-10,Winter,Dec,C10A,Southern Interior Delta,SID,Surface,Cyclotella,287.48,11435.9544
2018-12-10-C10A-Surface,2018-12-10,Winter,Dec,C10A,Southern Interior Delta,SID,Surface,Eucapsis,117866.8,43415.2296
2018-12-10-C10A-Surface,2018-12-10,Winter,Dec,C10A,Southern Interior Delta,SID,Surface,Nitzschia,862.44,91134.03480000001
2018-12-10-C3A-Regular,2018-12-10,Winter,Dec,C3A,Northern Interior Delta,NID,Regular,Achnanthidium,321.96,94192.6176
2018-12-10-C3A-Regular,2018-12-10,Winter,Dec,C3A,Northern Interior Delta,NID,Regular,Chlorella,160.98,577.9182
2018-12-10-C3A-Regular,2018-12-10,Winter,Dec,C3A,Northern Interior Delta,NID,Regular,Coccomyxa,965.8799999999999,12778.592399999998
2018-12-10-C3A-Regular,2018-12-10,Winter,Dec,C3A,Northern Interior Delta,NID,Regular,Encyonema,160.98,103036.85879999999
2018-12-10-C3A-Regular,2018-12-10,Winter,Dec,C3A,Northern Interior Delta,NID,Regular,Eucapsis,65357.88,23934.5064
2018-12-10-C3A-Regular,2018-12-10,Winter,Dec,C3A,Northern Interior Delta,NID,Regular,Frustulia,160.98,2389794.7842
2018-12-10-C3A-Regular,2018-12-10,Winter,Dec,C3A,Northern Interior Delta,NID,Regular,Nitzschia,321.96,11722.563599999998
2018-12-10-C3A-Surface,2018-12-10,Winter,Dec,C3A,Northern Interior Delta,NID,Surface,Chlorella,766.62,4277.739600000001
2018-12-10-C3A-Surface,2018-12-10,Winter,Dec,C3A,Northern Interior Delta,NID,Surface,Cyclotella,511.08,46574.7204
2018-12-10-C3A-Surface,2018-12-10,Winter,Dec,C3A,Northern Interior Delta,NID,Surface,Eucapsis,100938.3,37165.7376
2018-12-10-C3A-Surface,2018-12-10,Winter,Dec,C3A,Northern Interior Delta,NID,Surface,Nitzschia,255.54,60890.0712
2018-12-10-C9-Regular,2018-12-10,Winter,Dec,C9,Southern Interior Delta,SID,Regular,Chlorella,530.28,938.5956
2018-12-10-C9-Regular,2018-12-10,Winter,Dec,C9,Southern Interior Delta,SID,Regular,Coccomyxa,883.8,8961.732
2018-12-10-C9-Regular,2018-12-10,Winter,Dec,C9,Southern Interior Delta,SID,Regular,Cocconeis,88.38,25618.7106
2018-12-10-C9-Regular,2018-12-10,Winter,Dec,C9,Southern Interior Delta,SID,Regular,Cyclotella,88.38,19127.199599999996
2018-12-10-C9-Regular,2018-12-10,Winter,Dec,C9,Southern Interior Delta,SID,Regular,Eucapsis,34203.06,12249.467999999999
