Station,Date,Time,SampleDescription,FieldNotes,Weather,AirTemp,WindVelocity,WindDirection,NorthLat,WestLong,Chla,Pheophytin,TotAlkalinity,TotAmmonia,DissAmmonia,DissBromide,DissCalcium,TotChloride,DissChloride,DissNitrateNitrite,DOC,TOC,DON,TON,DissOrthophos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Depth,Secchi,Microcystis,LightExtinction,SpCndSurface,DOSurface,DOpercentSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,DOBottom,DOpercentBottom,WTBottom,TurbidityBottom,pHBottom
D16,2/25/1976,16:00,,,,59,6,,,,4.75,1.78,,0.06,,,,89,,0.34,,,0.1,0.2,0.07,0.11,16,,,,0.3,,84,,2.13,451,10.2,,11,8,7.7,,,,,,
D16,3/10/1976,14:00,,,,60.8,10,,,,9.57,3.4,,0.03,,,,89,,0.3,,,0.1,0.3,0.06,0.11,18,,,,0.3,,56,,1.77,414,10.7,,12,13,7.9,,,,,,
D16,3/25/1976,15:00,,,,60.8,17,,,,24.7,12.35,,0.01,,,,92,,0.24,,,0.1,0.4,0.05,0.13,16,,,,0.4,,58,,1.57,472,11.3,,14,12,,,,,,,
D16,4/7/1976,11:00,,,,59,25,,,,18.53,10.42,,0.17,,,,106,,0.17,,,0.2,0.5,0.06,0.12,16,,,,0.7,,69,,1.57,522,10.5,,14,9,8.1,,,,,,
D16,4/21/1976,13:00,,,,71.6,9,,,,21.61,9.65,,,,,,38,,0.14,,,0.2,0.3,0.05,0.14,18,,,,0.3,,58,,1.9,285,11.2,,16,12,8.4,,,,,,
D16,5/12/1976,17:00,,,,89.6,,,,,37.82,9.65,,,,,,95,,0.04,,,0.2,0.4,0.04,0.15,12,,,,0.4,,38,,1.21,470,10.3,,20,17,8.3,,,,,,
D16,5/24/1976,17:00,,,,71.6,14,,,,23.16,5.79,,0.01,,,,141,,0.04,,,0.2,0.4,0.06,0.12,11,,,,0.4,,46,,1.38,664,9.8,,19,16,8.2,,,,,,
D16,6/7/1976,16:00,,,,64.4,23,,,,4.79,3.9,,0.06,,,,124,,0.19,,,0.2,0.3,0.11,0.12,14,,,,0.4,,41,,1.71,607,9.1,,19,15,7.9,,,,,,
D16,6/23/1976,17:00,,,,98.6,17,,,,3.71,2.55,,,,,,148,,0.08,,,0.2,0.2,0.02,0.15,16,,,,0.2,,46,,1.48,694,8.7,,20,17,7.9,,,,,,
D16,7/8/1976,17:00,,,,86,26,,,,3.86,2.39,,,,,,219,,0.29,,,0.2,0.2,0.09,0.16,17,,,,0.2,,41,,1.61,897,8.3,,23,15,8,,,,,,
D16,7/23/1976,17:00,,,,80.6,21,,,,4.01,3.4,,,,,,188,,0.29,,,0.2,0.2,0.1,0.12,13,,,,0.2,,46,,1.41,791,8.3,,23,21,7.8,,,,,,
D16,8/5/1976,15:00,,,,73.4,14,,,,3.55,2.35,,,,,,173,,0.26,,,0.1,0.2,0.11,0.16,18,,,,0.2,,48,,1.35,665,8.9,,21,21,8,,,,,,
D16,8/30/1976,11:00,,,,89.6,7,,,,3.86,2.39,,0.01,,,,166,,0.27,,,0.2,0.2,0.1,0.12,19,,,,0.2,,48,,1.54,721,7.9,,23,14,7.9,,,,,,
D16,9/15/1976,12:00,,,,75.2,5,,,,3.4,1.58,,0.01,,,,242,,0.31,,,0.2,0.2,0.11,0.15,17,,,,0.2,,53,,1.87,976,8,,22,12,7.9,,,,,,
D16,9/29/1976,12:00,,,,69.8,6,,,,3.55,2.93,,,,,,242,,0.32,,,,0.1,0.1,0.19,18,,,,0.1,,64,,1.87,951,8.4,,20,12,8,,,,,,
D16,10/14/1976,11:00,,,,77,,,,,3.86,2.74,,,,,,257,,0.31,,,0.2,0.2,0.08,0.1,16,,,,0.2,,64,,2.23,1100,8.5,,20,8,7.9,,,,,,
D16,11/1/1976,14:00,,,,73.4,2,,,,3.71,2.43,,0.03,,,,267,,0.32,,,0.2,0.2,0.12,0.27,16,,,,0.2,,48,,1.97,1070,9.2,,16,10,7.8,,,,,,
D16,11/16/1976,15:00,,,,66.2,,,,,2.32,2.2,,0.05,,,,354,,0.34,,,0.1,0.2,0.09,0.11,14,,,,0.3,,81,,2.46,1340,8.9,,16,7,7.7,,,,,,
D16,12/15/1976,14:00,,,,57.2,2,,,,1.54,1.14,,0.08,,,,566,,0.43,,,0.2,0.2,0.1,0.14,17,,,,0.3,,61,,2.1,,10.5,,9,8,7.7,,,,,,
D16,1/26/1977,13:00,,,,50,,,,,1.05,0.99,,0.13,,,,422,,0.63,,,0.2,0.3,0.09,0.18,17,,,,0.4,,66,,,1670,10.5,,8,7,7.6,,,,,,
D16,2/15/1977,17:00,,,,69.8,,,,,2.72,1.03,,0.1,,,,459,,0.58,,,0.2,0.2,0.09,0.14,19,,,,0.3,,64,,,2650,10,,12,7,7.7,,,,,,
D16,3/15/1977,15:00,,,,44.6,12,,,,6.79,5.02,,0.08,,,,676,,0.62,,,0.2,0.3,0.1,0.32,19,,,,0.4,,40,,1.25,2460,10,,12,18,7.9,,,,,,
D16,3/29/1977,14:00,,,,60.8,11,,,,3.71,3.24,,0.04,,,,440,,0.68,,,0.3,0.3,0.11,0.12,17,,,,0.3,,44,,1.54,1740,10.1,,12,13,8,,,,,,
D16,4/13/1977,15:00,,,,71.6,16,,,,3.55,7.1,,,,,,630,,0.54,,,0.2,0.3,0.09,0.15,16,,,,0.3,,38,,1.35,2490,9.4,,16,18,8,,,,,,
D16,4/27/1977,15:00,,,,68,21,,,,4.48,5.94,,0.05,,,,382,,0.35,,,0.2,0.3,0.09,0.18,14,,,,0.3,,38,,1.35,1680,9,,17,16,7.8,,,,,,
D16,5/11/1977,15:00,,,,50,11,,,,3.24,5.67,,0.07,,,,266,,0.32,,,0.2,0.2,0.09,0.12,14,,,,0.3,,40,,1.12,1200,8.5,,17,18,7.8,,,,,,
D16,5/26/1977,13:00,,,,68,,,,,2.93,3.2,,0.03,,,,241,,0.47,,,,0.2,0.08,0.11,15,,,,0.2,,50,,1.44,1460,8.9,,17,14,7.9,,,,,,
D16,6/9/1977,13:00,,,,68,13,,,,3.09,1.89,,0.02,,,,748,,0.39,,,0.2,0.2,0.11,0.13,13,,,,0.2,,60,,1.61,2610,8.3,,20,11,8,,,,,,
D16,6/28/1977,17:00,,,,80.6,19,,,,3.4,2.97,,0.02,,,,669,,0.37,,,0.3,0.3,0.12,0.16,14,,,,0.3,,50,,,2180,8.3,,21,13,8.1,,,,,,
D16,7/13/1977,16:00,,,,82.4,17,,,,3.09,3.4,,,,,,422,,0.3,,,0.2,0.2,0.12,0.14,15,,,,0.2,,42,,1.44,2470,8.2,,23,16,7.7,,,,,,
D16,7/26/1977,15:00,,,,93.2,12,,,,3.4,2.39,,0.03,,,,535,,0.32,,,0.3,0.4,0.08,0.09,16,,,,0.4,,44,,1.51,2060,8,,24,15,7.9,,,,,,
D16,8/10/1977,16:00,,,,86,8,,,,4.63,4.63,,0.04,,,,516,,0.29,,,0.2,0.2,0.11,0.16,15,,,,0.2,,44,,1.54,2020,8.3,,23,14,8,,,,,,
D16,8/25/1977,16:00,,,,77,15,,,,5.71,4.59,,,,,,712,,0.3,,,0.3,0.3,0.11,0.12,15,,,,0.3,,36,,,2560,8.4,,22,17,8,,,,,,
D16,9/7/1977,15:00,,,,96.8,6,,,,3.86,3.2,,0.05,,,,798,,0.23,,,0.2,0.2,0.1,0.13,14,,,,0.3,,46,,,2880,7.5,,25,11,7.9,,,,,,
D16,9/21/1977,14:00,,,,78.8,6,,,,4.01,4.21,,0.03,,,,702,,0.26,,,0.1,0.3,0.1,0.14,14,,,,0.3,,52,,,2680,8,,22,13,7.3,,,,,,
D16,10/5/1977,13:00,,,,69.8,14,,,,3.71,3.71,,0.04,,,,912,,0.27,,,0.2,0.2,0.08,0.11,14,,,,0.2,,50,,,3040,8.4,,20,12,8,,,,,,
D16,10/19/1977,12:00,,,,64.4,10,,,,3.4,4.25,,0.06,,,,1100,,0.38,,,0.2,0.2,0.08,0.17,14,,,,0.3,,42,,,4030,8.8,,18,16,7.9,,,,,,
D16,11/16/1977,11:00,,,,69.8,7,,,,1.98,2.56,,0.06,,,,775,,0.42,,,0.2,0.2,0.1,0.11,17,,,,0.3,,42,,1.61,2670,9,,15,12,7.9,,,,,,
D16,12/6/1977,14:00,,,,64.4,4,,,,1.24,2.12,,0.02,,,,1200,,0.62,,,0.2,0.2,0.12,0.2,17,,,,0.2,,46,,1.71,4240,9.1,,13,15,7.9,,,,,,
D16,1/18/1978,15:00,,,,50,8,,,,1.11,3.29,,0.14,,,,19,,1.9,,,,0.6,0.1,0.57,14,,,,0.7,,14,,0.36,204,9.3,,11,204,7.6,,,,,,
D16,2/16/1978,14:00,,,,48.2,,,,,0.62,1.05,,0.04,,,,20,,0.78,,,,0.4,0.07,0.19,16,,,,0.4,,20,,0.56,238,9.7,,10,72,7.6,,,,,,
D16,3/6/1978,17:00,,,,59,,,,,0.8,1.51,,0.08,,,,16,,0.59,,,0.3,0.3,0.07,0.13,17,,,,0.4,,32,,1.25,248,9.5,,13,34,7.9,,,,,,
D16,4/5/1978,17:00,,,,59,10,,,,1.42,1.5,,0.06,,,,23,,0.46,,,0.2,0.2,0.08,0.12,15,,,,0.3,,40,,1.31,268,8.7,,17,19,7.5,,,,,,
D16,4/19/1978,16:00,,,,64.4,14,,,,2.01,2.62,,0.07,,,,,,0.36,,,0.4,0.4,,0.14,15,,,,0.5,,40,,1.61,251,7.6,,17,17,7.4,,,,,,
D16,5/3/1978,15:00,,,,78.8,12,,,,0.93,1.74,,0.06,,,,18,,0.3,,,0.3,0.3,0.08,0.13,15,,,,0.4,,42,,1.31,194,8.2,,19,18,7.6,,,,,,
D16,5/17/1978,14:00,,,,84.2,4,,,,1.16,1.97,,0.05,,,,,,0.48,,,0.2,0.2,,,15,,,,0.3,,36,,1.31,166,8.4,,19,18,7.7,,,,,,
D16,6/14/1978,12:00,,,,75.2,4,,,,3.4,1.7,,0.06,,,,14,,0.31,,,0.3,0.3,0.08,0.13,16,,,,0.4,,44,,1.31,195,8.4,,21,18,7.6,,,,,,
D16,6/29/1978,14:00,,,,73.4,12,,,,4.63,3.01,,0.02,,,,,,0.37,,,0.3,0.4,,,16,,,,0.4,,32,,0.98,258,8.3,,21,27,7.8,,,,,,
D16,7/12/1978,11:00,,,,71.6,6,,,,4.82,3.89,,0.01,,,,62,,0.38,,,0.4,0.4,0.07,0.11,15,,,,0.4,,38,,1.21,386,7.9,,22,22,7.9,,,,,,
D16,7/26/1978,12:00,,,,77,15,,,,4.69,4.38,,0.01,,,,,,0.29,,,0.2,0.3,,,16,,,,0.3,,30,,0.98,631,8.1,,23,25,7.8,,,,,,
D16,8/10/1978,10:00,,,,78.8,11,,,,4.2,2.84,,,,,,183,,0.32,,,0.2,0.5,0.09,0.12,23,,,,0.5,,36,,1.15,819,7.9,,24,22,7.6,,,,,,
D16,8/23/1978,10:00,,,,73.4,10,,,,3.95,3.74,,0.02,,,,,,0.26,,,0.2,0.3,,,15,,,,0.3,,30,,1.12,751,7.9,,22,22,7.8,,,,,,
D16,9/13/1978,16:00,,,,82.4,7,,,,2.35,3.86,,0.01,,,,108,,0.16,,,0.3,0.3,0.06,0.12,17,,,,0.3,,34,,1.21,578,8.1,,22,22,7.7,,,,,,
D16,9/27/1978,16:00,,,,84.2,,,,,4.69,3.55,,0.02,,,,,,0.22,,,0.3,0.3,,,15,,,,0.3,,50,,1.71,252,8.2,,21,14,7.8,,,,,,
D16,10/12/1978,15:00,,,,82.4,,,,,3.95,2.72,,0.02,,,,15,,0.22,,,0.1,0.2,0.08,0.11,15,,,,0.2,,56,,,186,8.3,,20,13,7.5,,,,,,
D16,10/25/1978,13:00,,,,71.6,6,,,,3.33,1.85,,0.02,,,,,,0.26,,,0.4,0.4,,,14,,,,0.4,,48,,1.8,191,8.9,,18,14,7.6,,,,,,
D16,11/9/1978,14:00,,,,71.6,12,,,,3.46,1.82,,0.12,,,,26,,0.32,,,0.2,0.2,0.09,0.11,15,,,,0.3,,56,,1.8,216,9,,16,13,7.7,,,,,,
D16,12/6/1978,12:00,,,,48.2,23,,,,1.11,1.95,,0.09,,,,18,,0.37,,,0.3,0.3,0.08,0.12,16,,,,0.4,,52,,2.2,203,10.7,,9,11,7.5,,,,,,
D16,1/23/1979,14:00,,,,44.6,4,,,,0.75,1.44,,,0.16,,,24,,1.3,,,0.6,0.6,0.1,0.18,14,,,,0.8,,36,,0.98,253,9.2,,9,28,7.2,,,,,,
D16,2/21/1979,13:00,,,,55.4,12,,,,0.99,1.56,,,0.11,,,26,,0.72,,,0.3,,0.08,0.14,16,,,,0.6,,32,,1.21,294,10,,10,23,7.5,,,,,,
D16,3/7/1979,14:00,,,,71.6,2,,,,1.61,0.58,,,0.1,,,23,,0.73,,,0.4,,0.08,0.13,16,,,,0.6,,38,,1.41,246,8.8,,12,19,7.2,,,,,,
D16,3/21/1979,11:00,,,,59,4,,,,1.8,0.34,,,0.07,,,,,0.45,,,0.3,,,,17,,,,0.4,,68,,1.71,216,9.2,,15,13,7.6,,,,,,
D16,4/4/1979,11:00,,,,64.4,,,,,,,,,0.06,,,24,,0.43,,,0.3,,0.06,0.11,16,,,,0.5,,44,,1.44,250,9.3,,15,18,7.8,,,,,,
D16,4/19/1979,10:00,,,,55.4,8,,,,3.71,1.81,,,0.03,,,,,0.37,,,0.2,,,,18,,,,0.3,,42,,,256,9.6,,16,15,,,,,,,
D16,5/3/1979,12:00,,,,68,7,,,,3.83,0.06,,,0.04,,,20,,0.33,,,0.2,,0.07,0.11,17,,,,0.3,,44,,1.61,235,9.1,,18,14,7.3,,,,,,
D16,5/23/1979,16:00,,,,75.2,17,,,,3.34,1.49,,,0.04,,,,,0.31,,,0.2,,,,17,,,,0.3,,32,,1.35,195,8.7,,20,20,7.7,,,,,,
D16,6/18/1979,12:00,,,,75.2,,,,,4.95,3.12,,,0.04,,,,,0.26,,,0.3,,,,16,,,,0.5,,30,,,233,8.4,,23,23,,,,,,,
D16,7/5/1979,15:00,,,,75.2,,,,,5.19,1.95,,,0.02,,,71,,0.26,,,0.2,,0.09,0.13,16,,,,0.3,,28,,,387,8.6,,22,20,,,,,,,
D16,7/18/1979,14:00,,,,93.2,6,,,,2.35,6.83,,,0.01,,,,,0.24,,,0.2,,,,16,,,,0.2,,42,,1.21,685,8.3,,23,20,7.7,,,,,,
D16,8/15/1979,13:00,,,,78.8,12,,,,2.6,3.71,,,0.03,,,204,,0.17,,,0.2,,0.07,0.12,15,,,,0.3,,40,,1.31,904,7.9,,22,15,7.8,,,,,,
D16,8/29/1979,11:00,,,,77,9,,,,,,,,0.04,,,,,0.18,,,0.2,,,,15,,,,0.3,,44,,1.54,1190,8.1,,22,13,7.8,,,,,,
D16,9/12/1979,12:00,,,,95,4,,,,3.25,3.59,,,0.03,,,304,,0.2,,,0.3,,0.09,0.12,14,,,,0.5,,44,,1.61,1190,7.3,,24,13,7.7,,,,,,
D16,9/26/1979,11:00,,,,75.2,4,,,,3.09,2.94,,,0.06,,,,,0.22,,,0.2,,,,15,,,,0.8,,60,,2.03,793,7.9,,22,9,8,,,,,,
D16,10/11/1979,11:00,,,,73.4,16,,,,3.22,2.91,,,0.03,,,165,,0.25,,,0.2,,0.1,0.13,15,,,,0.3,,42,,1.35,793,8.4,,20,14,7.9,,,,,,
D16,10/25/1979,10:00,,,,57.2,8,,,,2.78,4.29,,,0.02,,,,,0.28,,,0.1,,,,15,,,,0.2,,56,,1.25,626,8.3,,18,14,7.8,,,,,,
D16,11/14/1979,15:00,,,,57.2,,,,,,,,,0.03,,,48,,0.38,,,0.3,,0.08,0.12,17,,,,0.3,,62,,2,327,8.8,,15,9,7.6,,,,,,
D16,12/11/1979,13:00,,,,55.4,32,,,,1.39,2.67,,,0.07,,,15,,0.31,,,0.1,,0.07,0.1,18,,,,0.3,,,,2.03,206,10.4,,10,12,7.6,,,,,,
D16,2/13/1980,16:00,,,,55.4,4,,,,0.62,1.59,,,0.1,,,17,,0.44,,,0.3,,0.05,0.11,15,,,,0.4,,40,,1.05,203,10,,10,27,7.3,,,,,,
D16,3/12/1980,14:00,,,,57.2,1,,,,2.32,1.39,,,0.07,,,17,,0.36,,,0.2,,0.05,0.11,14,,,,0.5,,38,,1.31,195,9.2,,13,20,7.2,,,,,,
D16,3/26/1980,15:00,,,,62.6,6,,,,1.7,2.82,,,0.07,,,,,0.23,,,0.1,,,,13,,,,0.3,,48,,1.71,198,9.9,,13,14,7.6,,,,,,
D16,4/8/1980,13:00,,,,64.4,4,,,,1.7,2.71,,,0.08,,,,18,0.26,,,0.1,,0.04,0.08,14,,,,0.4,,60,,1.54,207,9.5,,14,12,7.5,,,,,,
D16,4/23/1980,13:00,,,,51.8,12,,,,3.09,4.79,,,0.06,,,,,0.25,,,0.1,,,,13,,,,0.3,,66,,1.54,206,8.9,,15,11,7.5,,,,,,
D16,5/7/1980,11:00,,,,73.4,8,,,,3.09,2.47,,,0.05,,,,17,0.24,,,0.2,,0.05,0.09,12,,,,0.3,,56,,1.64,201,8.7,,18,11,7.6,,,,,,
D16,5/21/1980,11:00,,,,66.2,29,,,,3.71,2.09,,,0.05,,,,,0.29,,,0.2,,,,13,,,,0.4,,70,,1.54,215,8.1,,20,13,7.5,,,,,,
D16,6/19/1980,11:00,,,,73.4,14,,,,3.4,2.86,,,0.04,,,,,0.23,,,0.2,,,,13,,,,0.4,,52,,1.64,194,7.9,,21,13,7.5,,,,,,
D16,7/2/1980,10:00,,,,60.8,4,,,,,,,,0.04,,,,10,0.2,,,0.2,,0.05,0.1,13,,,,0.3,,46,,1.25,158,7.6,,21,16,7.4,,,,,,
D16,7/17/1980,10:00,,,,75.2,15,,,,4.57,0.53,,,0.02,,,,,0.22,,,0.1,,,,17,,,,0.3,,46,,1.61,167,8,,22,12,7.5,,,,,,
D16,8/6/1980,15:00,,,,82.4,8,,,,4.7,1.61,,,0.03,,,,29,0.16,,,0.1,,0.06,0.1,14,,,,0.2,,50,,1.54,243,7.7,,23,13,7.7,,,,,,
D16,8/20/1980,13:00,,,,80.6,8,,,,9.39,3.96,,,0.03,,,,,0.12,,,0.2,,,,13,,,,0.3,,34,,1.41,381,8.2,,22,15,7.8,,,,,,
D16,9/4/1980,15:00,,,,86,1,,,,18.65,6.55,,,0.02,,,,104,0.08,,,0.2,,0.06,0.12,11,,,,0.3,,56,,1.25,589,8.7,,21,18,8,,,,,,
D16,9/17/1980,12:00,,,,80.6,8,,,,29.89,5.5,,,0.01,,,,,0.03,,,0.2,,,,11,,,,0.4,,44,,1.35,313,9.2,,20,12,8.1,,,,,,
D16,10/17/1980,12:00,,,,69.8,6,,,,,,,,0.03,,,,17,0.15,,,0.2,,0.05,0.11,9.6,,,,0.3,,52,,1.41,209,8.8,,18,13,7.7,,,,,,
D16,10/29/1980,12:00,,,,68,4,,,,11.74,3.09,,,0.04,,,,,0.22,,,0.1,,,,11,,,,0.3,,48,,1.54,223,9,,16,12,7.7,,,,,,
D16,11/18/1980,14:00,,,,62.6,1,,,,5.32,2.94,,,0.04,,,,43,0.26,,,0.3,,0.08,0.13,12,,,,0.3,,48,,1.44,311,9.5,,13,14,7.7,,,,,,
D16,12/15/1980,13:00,,,,51.8,,,,,0.62,1.61,,,0.1,,,,13,0.43,,,0.2,,0.08,0.12,16,,,,0.4,,48,,1.41,193,9.8,,9,19,7.3,,,,,,
D16,1/15/1981,13:00,,,,53.6,2,,,,,,,,0.1,,,,40,0.38,,,0.1,,0.08,0.12,19,,,,0.3,,64,,2,310,10.2,,9,9,7.5,,,,,,
D16,2/26/1981,11:00,,,,55.4,12,,,,1.61,0.72,,,0.08,,,,22,0.56,,,0.2,,0.08,0.18,16,,,,0.5,,32,,0.85,270,9.5,,13,33,7.8,,,,,,
D16,3/12/1981,11:00,,,,59,13,,,,1.24,0.53,,,0.06,,,,21,0.5,,,0.1,,0.07,0.12,17,,,,0.4,,52,,1.21,267,8.9,,14,21,,,,,,,
D16,3/26/1981,10:00,,,,53.6,15,,,,0.99,1.33,,,0.08,,,,,0.4,,,0.2,,,,18,,,,0.4,,40,,,229,9.6,,13,17,,,,,,,
D16,4/14/1981,15:00,,,,75.2,2,,,,8.34,3.71,,,0.04,,,,18,0.3,,,0.2,,0.06,0.11,18,,,,0.3,,48,,1.61,246,9.7,,17,14,8,,,,,,
D16,4/29/1981,15:00,,,,86,1,,,,7.26,5.37,,,0.06,,,,,0.28,,,0.1,,0.07,0.11,17,,,,0.3,,84,,1.8,265,9.4,,19,9,7.9,,,,,,
D16,5/13/1981,15:00,,,,73.4,19,,,,39.52,8.77,,,0.02,,,,70,0.1,,,0.2,,0.06,0.13,15,,,,0.4,,42,,1.21,444,10.1,,20,19,8.4,,,,,,
D16,5/28/1981,13:00,,,,82.4,11,,,,36.75,11.43,,,0.05,,,,,0.03,,,0.2,,,,7.9,,,,0.4,,26,,1.12,231,9.6,,21,21,8.3,,,,,,
D16,6/10/1981,13:00,,,,78.8,7,,,,6.64,3.79,,,0.08,,,,29,0.16,,,0.1,,0.08,0.12,10,,,,0.7,,34,,1.25,282,7.8,,22,19,7.8,,,,,,
D16,6/25/1981,11:00,,,,84.2,11,,,,3.86,2.05,,,0.02,,,,,0.29,,,0.2,,,,12,,,,0.4,,26,,0.98,476,7.7,,25,24,7.7,,,,,,
D16,7/8/1981,11:00,,,,87.8,4,,,,8.8,3.59,,,0.04,,,,111,0.25,,,0.2,,0.09,0.15,12,,,,0.4,,35,,1.12,551,8.2,,23,21,7.7,,,,,,
D16,7/23/1981,11:00,,,,80.6,8,,,,2.63,0.85,,,0.05,,,,,0.29,,,0.2,,,,14,,,,0.4,,40,,1.44,768,7.6,,24,14,7.7,,,,,,
D16,8/6/1981,11:00,,,,89.6,4,,,,2.78,1.97,,,0.04,,,,164,0.24,,,0.2,,0.09,0.12,16,,,,0.3,,59,,1.54,747,8,,23,12,7.7,,,,,,
D16,8/20/1981,10:00,,,,75.2,11,,,,,,,,0.03,,,,,0.22,,,0.2,,,,16,,,,0.2,,58,,1.54,952,8.1,,22,12,7.9,,,,,,
D16,9/3/1981,10:00,,,,69.8,11,,,,3.25,3.59,,,0.03,,,,375,0.23,,,0.3,,0.09,0.13,15,,,,0.3,,54,,1.84,1520,7.8,,23,11,7.8,,,,,,
D16,9/17/1981,9:00,,,,69.8,11,,,,3.71,1.97,,,0.08,,,,,0.24,,,0.1,,,,16,,,,0.3,,52,,1.61,967,8.2,,21,13,8,,,,,,
D16,10/6/1981,13:00,,,,69.8,4,,,,3.4,0.66,,,0.04,,,,208,0.27,,,0.2,,0.11,0.15,17,,,,0.3,,66,,1.51,963,8,,20,12,7.8,,,,,,
D16,10/21/1981,14:00,,,,75.2,4,,,,2.17,2.13,,,0.03,,,,,0.3,,,0.2,,,,17,,,,0.3,,55,,1.8,1430,7.9,,19,13,7.9,,,,,,
D16,11/18/1981,12:00,,,,59,13,,,,1.09,1.93,,,0.11,,,,124,0.4,,,0.2,,0.11,0.16,17,,,,0.3,,68,,1.74,636,8,,15,10,7.7,,,,,,
D16,12/9/1981,16:00,,,,44.6,11,,,,0.47,1.16,,,0.06,,,,14,0.31,,,0.1,,0.05,0.1,17,,,,0.4,,40,,,180,9.8,,12,19,7.5,,,,,,
D16,1/19/1982,13:40,,,,44.6,11,,,,,,,,0.11,,,,16,0.94,,,0.4,,0.06,0.13,16,,,,0.5,,44,,1.12,221,10.2,,8,25,7.1,,,,,,
D16,2/18/1982,14:20,,,,60.8,,,,,3.09,0.27,,,0.09,,,,12,0.4,,,0.1,,0.04,0.12,14,,,,0.4,,25,,0.79,169,,,13,42,6.9,,,,,,
D16,3/3/1982,12:05,,,,55.4,8,,,,1.7,,,,0.06,,,,7,0.23,,,0.1,,0.04,0.09,15,,,,0.2,,42,,1.12,144,10.1,,13,29,7,,,,,,
D16,3/17/1982,11:15,,,,50,11,,,,1.08,1.24,,,0.06,,,,,0.21,,,0.1,,,,16,,,,0.2,,70,,1.51,152,9.9,,12,13,7.3,,,,,,
D16,4/15/1982,10:25,,,,55.4,16,,,,2.16,1.66,,,0.11,,,,11,0.26,,,0.2,,0.07,0.14,13,,,,0.4,,36,,1.12,162,8.7,,13,24,7,,,,,,
D16,5/18/1982,14:00,,,,73.4,14,,,,3.09,0.85,,,0.07,,,,11,0.18,,,0.2,,0.06,0.1,13,,,,0.3,,68,,1.9,154,8.7,,21,11,7.1,,,,,,
D16,6/15/1982,12:45,,,,86,9,,,,8.49,4.25,,,0.02,,,,11,0.21,,,0.2,,0.05,0.09,13,,,,0.4,,53,,1.74,163,8.9,,20,12,7.4,,,,,,
D16,6/29/1982,12:55,,,,71.6,2,,,,32.26,2.93,,,0.02,,,,,0.15,,,0.2,,,,10,,,,0.3,,46,,1.25,164,8.8,,21,14,7.6,,,,,,
D16,7/14/1982,11:55,,,,89.6,4,,,,28.87,6.45,,,0.02,,,,18,0.23,,,0.3,,0.05,0.11,11,,,,0.5,,45,,1.35,213,8.8,,23,13,7.6,,,,,,
D16,7/28/1982,12:20,,,,84.2,7,,,,13.59,3.2,,,0.04,,,,,0.22,,,0.2,,,,13,,,,0.3,,40,,1.31,186,8.2,,22,15,7.4,,,,,,
D16,8/11/1982,10:50,,,,75.2,12,,,,28.56,4.9,,,0.03,,,,11,0.08,,,0.1,,0.04,0.11,8.8,,,,0.3,,44,,1.25,169,8.5,,23,16,7.6,,,,,,
D16,8/25/1982,10:50,,,,69.8,14,,,,4.63,0.93,,,0.03,,,,,0.1,,,0.2,,,,9.2,,,,0.3,,37,,1.05,290,8.3,,22,20,7.6,,,,,,
D16,9/13/1982,14:55,,,,82.4,7,,,,18.22,2.39,,,0.01,,,,9,0.11,,,0.1,,0.04,0.1,12,,,,0.2,,59,,1.44,168,8.8,,21,13,7.5,,,,,,
D16,9/22/1982,10:00,,,,78.8,4,,,,5.72,2.05,,,0.03,,,,,0.16,,,0.1,,,,14,,,,0.3,,69,,1.84,190,8,,20,11,7.3,,,,,,
D16,10/7/1982,9:55,,,,64.4,11,,,,9.42,2.16,,,0.04,,,,11,0.25,,,0.2,,0.06,0.09,15,,,,0.3,,60,,2.1,172,8.6,,17,9,7.4,,,,,,
D16,10/21/1982,9:55,,,,62.6,4,,,,17.75,2.62,,,0.02,,,,,0.23,,,0.2,,,,12,,,,0.2,,80,,1.64,148,9,,17,10,7.3,,,,,,
D16,11/9/1982,13:15,,,,44.6,6,,,,2.93,1.7,,,0.05,,,,10,0.27,,,0.2,,0.06,0.09,14,,,,0.2,,77,,1.84,156,6.7,,14,10,6.7,,,,,,
D16,12/8/1982,12:40,,,,53.6,23,,,,1.08,1.58,,,0.1,,,,10,0.3,,,0.2,,0.06,0.13,16,,,,0.4,,28,,1.15,165,10.1,,10,25,7.1,,,,,,
D16,1/26/1983,16:00,,,,51.8,23,,,,1.08,2.28,,,0.13,,,,14,0.44,,,0.3,,0.08,0.18,13,,,,0.6,,28,,,182,10.1,,10,36,7.3,,,,,,
D16,2/23/1983,14:20,,,,51.8,,,,,2.93,0.08,,,0.06,,,,13,0.34,,,0.1,,0.05,0.11,15,,,,0.3,,44,,1.1,170,9.6,,12,24,7.2,,,,,,
D16,3/23/1983,13:10,,,,51.8,16,,,,1.85,1.74,,,0.1,,,,15,0.36,,,0.2,,0.07,0.13,15,,,,0.4,,36,,0.95,210,9.5,,13,20,7.3,,,,,,
D16,4/6/1983,12:45,,,,62.6,9,,,,2.62,1.66,,,0.07,,,,18,0.28,,,0.1,,0.06,0.11,14,,,,0.4,,56,,1.4,212,10.5,,14,13,7.5,,,,,,
