Station,Date,ResultPrefix_Organic Nitrogen (Total),ResultPrefix_TSS,ResultPrefix_VSS,ResultPrefix_Organic Nitrogen (Dissolved),ResultPrefix_TDS,ResultPrefix_Kjeldahl Nitrogen (Total),ResultPrefix_Pheophytin a,ResultPrefix_Ortho-phosphate (Dissolved),ResultPrefix_Chloride (Total),ResultPrefix_Silica (SiO2) (Dissolved),ResultPrefix_Chlorophyll a,ResultPrefix_Ammonia (Total),ResultPrefix_Nitrite + Nitrate (Dissolved),ResultPrefix_Ammonia (Dissolved),ResultPrefix_Chloride (Dissolved),Result_Organic Nitrogen (Total),Result_TDS,Result_TSS,Result_VSS,Result_Organic Nitrogen (Dissolved),Result_Kjeldahl Nitrogen (Total),Result_Pheophytin a,Result_Ortho-phosphate (Dissolved),Result_Chloride (Total),Result_Silica (SiO2) (Dissolved),Result_Chlorophyll a,Result_Ammonia (Total),Result_Nitrite + Nitrate (Dissolved),Result_Ammonia (Dissolved),Result_Chloride (Dissolved),ReportingLimit_Organic Nitrogen (Total),ReportingLimit_TSS,ReportingLimit_VSS,ReportingLimit_Organic Nitrogen (Dissolved),ReportingLimit_TDS,ReportingLimit_Kjeldahl Nitrogen (Total),ReportingLimit_Pheophytin a,ReportingLimit_Ortho-phosphate (Dissolved),ReportingLimit_Chloride (Total),ReportingLimit_Silica (SiO2) (Dissolved),ReportingLimit_Chlorophyll a,ReportingLimit_Ammonia (Total),ReportingLimit_Nitrite + Nitrate (Dissolved),ReportingLimit_Ammonia (Dissolved),ReportingLimit_Chloride (Dissolved),UnitName_Organic Nitrogen (Total),UnitName_TSS,UnitName_VSS,UnitName_Organic Nitrogen (Dissolved),UnitName_TDS,UnitName_Kjeldahl Nitrogen (Total),UnitName_Pheophytin a,UnitName_Ortho-phosphate (Dissolved),UnitName_Chloride (Total),UnitName_Silica (SiO2) (Dissolved),UnitName_Chlorophyll a,UnitName_Ammonia (Total),UnitName_Nitrite + Nitrate (Dissolved),UnitName_Ammonia (Dissolved),UnitName_Chloride (Dissolved),
MD6,9/12/1978,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.3,78,13,1,0.2,0.3,4.17,0.03,6,21,9.63,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
C9,9/12/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.4,218,33,4,0.4,0.4,3.95,0.05,68,18,4.57,0.03,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D7,9/13/1978,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.8,6610,70,8,0.2,0.8,12.81,0.04,3510,3.8,43.23,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
D16,9/13/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,300,35,4,0.3,0.3,3.86,0.06,108,17,2.35,0.01,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D19,9/13/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,222,30,4,0.3,0.3,4.14,0.06,66,16,2.72,0.02,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D24,9/13/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.4,163,20,3,0.2,0.4,1.73,0.06,34,15,3.09,0.03,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D26,9/13/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.2,130,19,2,0.2,0.3,2.07,0.06,19,17,1.73,0.06,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D9,9/13/1978,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.7,2440,116,10,0.3,0.7,12.66,0.05,1280,11,19.76,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
D22,9/13/1978,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.4,249,41,4,0.4,0.4,2.9,0.06,80,18,3.58,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
D4,9/13/1978,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.5,833,82,8,0.3,0.5,5.37,0.07,392,15,6.67,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
D11,9/14/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.4,647,59,6,0.4,0.4,4.26,0.08,264,14,3.71,0.01,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D10,9/14/1978,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.5,2570,72,8,0.4,0.5,8.8,0.04,1250,11,16.67,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
D15,9/14/1978,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.4,394,28,4,0.3,0.4,2.62,0.08,51,15,2.84,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
D14A,9/14/1978,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.3,334,23,3,0.2,0.3,2.93,0.07,164,16,3.09,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
D8,9/14/1978,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.6,6080,71,8,0.2,0.6,9.88,0.02,3070,7,25.32,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
D42,9/14/1978,=,=,=,NA,=,=,NA,=,=,=,NA,NA,=,NA,NA,0.3,21600,29,5,NA,0.3,NA,0.1,11300,3.8,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,NA,mg/L,mg/L as N,NA,mg/L as P,mg/L,mg/L,NA,NA,mg/L as N,NA,NA,
D6,9/14/1978,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.3,16500,27,5,0.1,0.3,1.79,0.08,8450,3.8,5.06,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
D12,9/14/1978,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.4,753,58,7,0.4,0.4,4.91,0.08,343,15,4.08,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
P10,9/25/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.4,NA,22,5,0.4,0.4,4.6,NA,NA,12,5.68,0.02,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
MD10,9/25/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.5,NA,18,5,0.3,0.5,10.81,NA,NA,12,21.61,0.01,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C3,9/25/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.3,NA,16,4,0.2,0.4,0.52,NA,NA,19,2.72,0.14,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C10,9/25/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,1,NA,66,9,0.5,1,17.44,NA,NA,13,54.34,0.04,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C7,9/25/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,1,NA,58,7,0.6,1,19.76,NA,NA,14,61.75,0.03,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
P8,9/26/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.8,NA,18,6,0.7,1,12.97,NA,NA,14,22.23,0.23,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
S42,9/26/1978,=,=,=,=,NA,=,=,NA,NA,=,=,NA,=,NA,NA,0.6,NA,48,8,0.2,0.6,5.56,NA,NA,1.4,22.23,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,NA,NA,
P12,9/26/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.8,NA,45,8,0.5,0.8,24.39,NA,NA,12,48.78,0.04,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
MD6,9/26/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.3,NA,10,4,0.3,0.3,4.08,NA,NA,13,12.6,0.04,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D28A,9/26/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.3,NA,18,5,0.2,0.3,4.32,NA,NA,15,6.79,0.04,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
MD7,9/26/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.2,NA,14,5,0.2,0.3,2.16,NA,NA,14,3.58,0.08,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C9,9/26/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.4,NA,29,5,0.4,0.4,5.53,NA,NA,14,8.65,0.02,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D19,9/27/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.4,NA,17,4,0.3,0.4,2.75,NA,NA,16,4.94,0.01,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D26,9/27/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.2,NA,12,4,0.2,0.3,1.54,NA,NA,14,3.09,0.06,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D22,9/27/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.2,NA,30,6,0.2,0.3,4.48,NA,NA,15,5.8,0.05,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D24,9/27/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.3,NA,18,5,0.2,0.3,2.84,NA,NA,15,5.68,0.04,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D16,9/27/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.3,NA,20,4,0.3,0.3,3.55,NA,NA,15,4.69,0.02,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D7,9/27/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.8,NA,138,17,0.2,0.8,18.22,NA,NA,6.6,60.51,0.02,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D9,9/27/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.6,NA,105,14,0.4,0.6,14.36,NA,NA,13,27.79,0.03,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D4,9/27/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.4,NA,62,8,0.4,0.4,4.94,NA,NA,15,6.18,0.03,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D10,9/28/1978,=,=,=,=,NA,=,=,NA,NA,=,=,NA,=,NA,NA,0.5,NA,88,6,0.2,0.5,12.2,NA,NA,14,23.47,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,NA,NA,
D15,9/28/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.4,NA,21,2,0.2,0.4,4.01,NA,NA,15,4.69,0.02,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D6,9/28/1978,=,=,=,=,NA,=,=,NA,NA,=,=,NA,=,NA,NA,0.4,NA,20,1,0.1,0.4,2.5,NA,NA,5.6,7.78,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,NA,NA,
D12,9/28/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.4,NA,56,5,0.2,0.4,5.87,NA,NA,15,5.8,0.02,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D14A,9/28/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.3,NA,21,2,0.2,0.3,3.67,NA,NA,15,4.57,0.02,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D8,9/28/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.5,NA,54,3,0.4,0.5,6.95,NA,NA,11,35.2,0.04,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D11,9/28/1978,=,=,=,=,NA,=,=,NA,NA,=,=,NA,=,NA,NA,0.4,NA,52,6,0.2,0.4,5.65,NA,NA,16,5.56,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,NA,NA,
D42,9/28/1978,=,=,=,=,NA,=,=,NA,NA,=,=,=,=,NA,NA,0.4,NA,24,6,0.1,0.4,1.95,NA,NA,4.2,3.33,0.05,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
P10,10/10/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,172,16,2,0.2,0.4,2.47,0.1,34,12,3.83,0.07,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C10,10/10/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.6,183,52,5,0.3,0.8,10.96,0.12,43,14,11.73,0.15,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C3,10/10/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.1,82,12,1,0.1,0.3,1.36,0.09,6,16,2.72,0.19,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C7,10/10/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.5,192,40,3,0.2,0.6,8.8,0.12,42,13,12.97,0.1,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
MD10,10/10/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.4,111,20,3,0.2,0.4,7.87,0.07,14,11,14.82,0.02,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
P8,10/11/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.8,223,20,2,0.6,1.1,11.58,0.23,51,14,14.82,0.31,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
P12,10/11/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.6,207,28,2,0.3,0.7,9.73,0.11,46,14,16.67,0.14,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
S42,10/11/1978,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,NA,0.6,4560,90,9,0.1,0.6,15.44,0.04,2620,3,23.47,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,NA,NA,NA,
MD7,10/11/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.2,81,15,1,0.2,0.3,1.98,0.08,8,16,2.47,0.12,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
MD6,10/11/1978,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.3,76,10,4,0.2,0.3,2.01,0.03,9,12,7.16,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
D28A,10/11/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,122,21,1,0.3,0.3,1.73,0.07,20,15,4.57,0.02,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C9,10/11/1978,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.4,168,18,1,0.2,0.4,3.8,0.08,33,14,6.3,0.05,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D24,10/12/1978,=,=,NA,=,=,=,=,=,=,=,=,=,=,NA,NA,0.2,98,12,NA,0.2,0.3,1.64,0.07,10,16,4.2,0.08,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,NA,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
