Station Name,Station Number,Sample Date,Sample Code,Sample Depth,Sample Description,Flag,FlagDescription,Sample Type,Parent Sample Code,Total Alkalinity mg/L as CaCO3 Std Method 2320 B 916 [1]*,Dissolved Ammonia mg/L as N EPA 350.1 (D) 925 [1]*,Dissolved Bromide mg/L EPA 300.0 356 [1]*,Dissolved Calcium mg/L EPA 200.7 (D) 130 [1]*,Dissolved Chloride mg/L EPA 300.0 356 [1]*,Chlorophyll a ug/L Std Method 10200 H 274 [1]*,Dissolved Nitrate + Nitrite mg/L as N Std Method 4500-NO3-F 923 [1]*,Dissolved Organic Carbon mg/L as C EPA 415.3 (D) 915 [1]*,Dissolved Organic Carbon mg/L as C Std Method 5310C (D) 920 [1]*,Total Organic Carbon mg/L as C EPA 415.3 (T) 914 [1]*,Total Organic Carbon mg/L as C Std Method 5310C (T) 919 [1]*,Dissolved Organic Nitrogen mg/L as N EPA 351.2/EPA 350.1 (D) 929 [1]*,Pheophytin a ug/L Std Method 10200 H 274 [1]*,Total Phosphorus mg/L as P EPA 365.4 928 [1]*,Dissolved Silica (SiO2) mg/L EPA 200.7 (D) 130 [1]*,Total Dissolved Solids mg/L Std Method 2540 C 203 [1]*,Total Suspended Solids mg/L EPA 160.2 64 [1]*,Total Suspended Solids mg/L Std Method 2540 D 918 [1]*,Volatile Suspended Solids mg/L EPA 160.4 72 [1]*,Volatile Suspended Solids mg/L Std Method 2540 E 317 [1]*,Total Kjeldahl Nitrogen mg/L as N EPA 351.2 927 [1]*,Dissolved ortho-Phosphate mg/L as P EPA 365.1 924 [1]*,"(Bottom) Chlorophyll Fluorescence RFU Fluorescence, Sonde - [1]*","(Bottom) Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde - [1]*","Chlorophyll Fluorescence RFU Fluorescence, Sonde - [1]*","Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde - [1]*",Chlorophyll Volume mL Chlorophyll Volume Filtered - [1]*,(Bottom) Specific Conductance uS/cm@25 °C EPA 120.1 (Field) - [1]*,Specific Conductance uS/cm@25 °C EPA 120.1 (Field) - [1]*,Field Notes Notes (Field) - [1]*,North Latitude Decimal Degrees GPS Location - [1]*,West Longitude Decimal Degrees GPS Location - [1]*,Microcystis aeruginosa Field Observations (Water) - [1]*,(Bottom) Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) - [1]*,(Bottom) Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) - [1]*,Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) - [1]*,Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) - [1]*,Secchi Depth Centimeters Secchi Depth - [1]*,(Bottom) Water Temperature °C EPA 170.1 (Field) - [1]*,"Air Temperature °F Temperature, Air - [1]*",Water Temperature °C EPA 170.1 (Field) - [1]*,(Bottom) Turbidity F.N.U. EPA 180.1 (Field) - [1]*,Turbidity F.N.U. EPA 180.1 (Field) - [1]*,Water Depth at Station Feet Depth of Water Column - [1]*,Weather Observations Weather Observations - [1]*,Wind Velocity Miles/hr Wind Velocity - [1]*,(Bottom) pH pH Units EPA 150.1 (Field) - [1]*,pH pH Units EPA 150.1 (Field) - [1]*
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,9/21/2022 13:20,E0922B2212,3 Feet,,,,Normal Sample,0,97.1,0.067,N/A,265,11900,1.87,0.22,N/A,"1.3,1.3**",N/A,"1.1,1.4**",<0.1,<0.5,0.128,7.05,22100,N/A,15.9,N/A,4.9,0.242,0.117,0.59,2.49,0.57,2.4,500,35567,34493,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,86.3,6.87,89.3,7.11,104,20.03,69.1,20.19,20.1,6.1,4.9,"partly cloudy; ripples to small waves, no white caps; no rain",10.2,7.85,7.79
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,10/20/2022 12:05,E1022B2419,3 Feet,,,,Normal Sample,0,97.4,0.102,N/A,256,11500,1.96,0.258,N/A,0.9,N/A,0.9,<0.1,<0.5,0.124,6.68,21200,N/A,11.3,N/A,2.9,0.182,0.112,0.51,2.08,0.69,2.8,500,36959,33926,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm. Bottom readings taken at 63 feet due to cable not being long enough.",N/A,N/A,1,87.3,7.14,92.2,7.59,88,18.27,67.8,18.58,14.5,6.6,93.8,"Sunny, no waves/flat, no rain",7,7.95,7.99
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,11/21/2022 13:45,E1122B2707,3 Feet,,,,Normal Sample,0,97.6,0.116,N/A,246,14300,1.48,0.297,N/A,1.5,N/A,1.4,<0.1,<0.5,0.112,6.18,20700,N/A,"23.1,25.8**",N/A,"5.6,5.8**",0.192,0.091,0.58,2.32,0.46,1.85,500,37766,33606,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,90.1,8.25,92.3,8.55,80,12.6,53.4,12.88,14.9,8.9,88.6,"Partly cloudy, No waves/flat, No rain",4.9,7.76,7.77
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,12/20/2022 13:15,E1222B2955,3 Feet,,,,Normal Sample,0,98.2,0.134,N/A,236,11300,1.71,0.311,N/A,1.5,N/A,1.4,<0.1,<0.5,0.101,6.39,20700,N/A,18.5,N/A,4.7,0.213,0.087,0.41,1.68,0.42,1.72,500,36592,33273,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,92.9,9.07,100,9.89,80,9.89,43.3,9.96,19.7,8.6,62.7,"sunny; ripples to small waves, no white caps; no rain",2.8,7.82,7.94
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,1/12/2022 12:00,E0122B0187,3 Feet,,,,Normal Sample,0,82.8,0.13,N/A,"33.2,33.5**",786,1.4,0.702,5.3,N/A,5.1,N/A,0.54,2.3,0.145,"17.2,17.3**",1660,"43.3,44.2**",N/A,"5.8,6.7**",N/A,0.707,0.073,0.94,3.72,1,3.96,N/A,3262,3188,N/A,N/A,N/A,1,84.4,9.52,88.2,9.87,24,9.58,50.7,9.9,39.4,39.9,25.9,"Sunny, no waves, flat, no rain",5.8,7.52,7.48
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,2/14/2022 14:00,E0222B0426,3 Feet,,1-TDS,,Normal Sample,0,90.4,0.075,N/A,78.2,3300,8.1,0.555,2.6,N/A,2.5,N/A,0.26,1.92,0.121,14.5,6120,64.4,N/A,16.7,N/A,0.512,0.068,2.32,9.34,2.2,8.87,N/A,10808,10791,N/A,N/A,N/A,1,96,9.83,101.7,10.37,28,12.56,52.7,12.74,38.1,24.8,27.9,"Partly cloudy, ripples to small waves/no white caps, no rain",22.1,7.74,7.81
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,3/16/2022 13:45,E0322B0645,3 Feet,,,,Normal Sample,0,87.2,<0.05,N/A,71.6,2560,3.8,0.374,2.3,N/A,2.2,N/A,0.3,0.52,0.126,14,5140,60,N/A,12.7,N/A,0.364,0.074,1.65,6.7,1.66,6.73,N/A,9348,9076,N/A,N/A,N/A,1,97.8,9.79,105,10.36,24,13.84,62.8,14.6,72.2,36.8,27.6,"Sunny, no waves/flat, no rain",2,7.91,7.96
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,4/27/2022 13:05,E0422B0852,3 Feet,,,,Normal Sample,0,87.8,0.108,N/A,62.4,2330,2.5,0.337,"3.1,3.1**",N/A,"3,3.1**",N/A,0.31,2.13,0.116,11.5,4440,53.8,N/A,13.1,N/A,0.492,0.07,0.88,3.51,0.94,3.75,N/A,9114,8034,N/A,N/A,N/A,1,88.6,8.31,90.7,8.41,20,16.92,62.2,17.71,37.7,27.5,26.6,"Partly cloudy, no waves/flat, no rain",16,7.65,7.67
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,5/27/2022 13:25,E0522B1125,3 Feet,,,,Normal Sample,0,88.7,0.078,N/A,87.6,3420,3.02,0.363,3.2,N/A,3.1,N/A,0.21,1.56,0.134,16.3,"6480,6480**","48,50**",N/A,"9,9**",N/A,0.364,0.091,0.87,3.59,0.91,3.74,250,12653,11532,N/A,N/A,N/A,1,89.8,7.83,93.2,8.07,20,19.95,62.6,20.52,37.2,28.8,26.9,"Partly cloudy, no waves, flat, no rain",16.8,7.74,7.79
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,6/27/2022 16:15,E0622B1337,3 Feet,,,,Normal Sample,0,91.2,<0.05,N/A,152,6650,9.54,0.192,N/A,2.4,N/A,2.7,0.25,0.7,0.122,9.09,"11600,11600**",N/A,"27.1,27.6**",N/A,"4.9,5.1**",0.384,0.09,1.49,5.9,1.74,6.9,500,19791,19691,N/A,N/A,N/A,1,97.1,7.88,103.8,8.37,32,22.24,80.2,22.72,18.4,15.2,26.2,"sunny; ripples to small waves, no white caps; no rain",16.7,8.01,8.11
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,7/25/2022 15:50,E0722B1583,3 Feet,,,,Normal Sample,0,88.7,0.065,N/A,137,5920,1.28,0.173,N/A,2.1,N/A,2.2,0.22,<0.5,0.132,7.9,10800,N/A,"40.7,43.5**",N/A,"7.8,7.8**",0.335,0.106,0.81,3.33,0.84,3.43,500,18178,18190,N/A,N/A,N/A,1,89.4,7.51,95.8,8.01,36,20.79,71.6,21.1,24.1,19.4,23.6,"sunny; moderate waves, few white caps; no rain",21.2,7.88,7.96
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,8/22/2022 14:15,E0822B1907,3 Feet,,,,Normal Sample,0,86.4,<0.05,N/A,137,6200,2.9,0.332,N/A,2,N/A,2,0.22,0.76,0.14,8.83,11500,N/A,37.2,N/A,8.2,0.291,0.112,0.71,2.83,0.83,3.31,500,19255,19250,N/A,N/A,N/A,1,92.4,7.68,95.1,7.81,36,21.15,83.8,21.82,23.5,15.6,23.6,"sunny; ripples to small waves, no white caps; no rain",18.6,7.95,7.96
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,9/20/2022 13:55,E0922B2168,3 Feet,,,,Normal Sample,0,79.1,<0.05,N/A,108,4170,2.65,0.201,N/A,2.3,N/A,2.4,0.21,0.67,0.098,9.59,7880,N/A,25,N/A,5.9,0.274,0.071,0.45,1.92,0.68,2.87,500,17297,13588,N/A,N/A,N/A,1,83.7,7.17,87,7.44,40,19.99,66.7,20.76,16.9,12.8,26.6,"partly cloudy; no waves, flat; no rain",5.1,7.59,7.26
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,10/19/2022 13:30,E1022B2384,3 Feet,,1-TOC,,Normal Sample,0,79.4,0.093,N/A,122,4860,2.1,0.271,N/A,"2.5,2.6**",N/A,"2.5,2.6**",0.22,<0.5,0.089,9.03,9160,N/A,25.7,N/A,6.4,0.343,0.064,0.47,2.08,0.48,2.09,500,17312,16004,N/A,N/A,N/A,1,87.2,7.78,85,7.54,48,17.93,81,18.44,24.5,13.1,24,"sunny; no waves, flat; no rain",3.5,7.71,7.68
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,11/18/2022 12:40,E1122B2657,3 Feet,,,,Normal Sample,0,78.9,0.136,N/A,102,3980,2.09,0.244,N/A,2.6,N/A,2.7,0.2,0.74,0.096,9.43,7580,N/A,"38,40.7**",N/A,"6.7,7.1**",0.435,0.057,0.53,2.11,0.89,3.55,500,16314,13417,N/A,N/A,N/A,1,88.3,8.89,89.3,9,40,12.38,57,12.84,24.6,15.9,29.9,"Sunny, Ripples to small waves, no white caps, No rain",6.1,7.62,7.63
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,12/19/2022 12:30,E1222B2905,3 Feet,,,,Normal Sample,0,82.5,0.156,N/A,88,3440,1.12,0.329,N/A,2.7,N/A,2.9,0.2,0.92,0.101,10.1,6840,N/A,35.5,N/A,7,0.439,0.051,0.55,2.25,0.74,3.02,500,14925,12295,N/A,N/A,N/A,1,90.1,9.86,88.3,9.76,40,8.95,35.2,8.97,25.6,19.2,26.9,"overcast; no waves, flat; no rain",13.5,7.6,7.53
NZ068 in Sacramento River,B9D80861414,1/10/2022 12:10,E0122B0079,3 Feet,,,,Normal Sample,0,74.9,<0.05,N/A,14.4,11.4,0.6,0.508,3,N/A,2.9,N/A,0.28,0.51,0.06,19.2,137,5.2,N/A,<2.5,N/A,0.265,0.06,0.19,0.74,0.33,1.29,N/A,225,223,N/A,N/A,N/A,1,89.8,10.34,86.2,9.89,80,9.17,50.2,9.32,11.6,9.2,22,"Partly cloudy, no waves, flat, no rain",8.6,7.47,7.48
NZ068 in Sacramento River,B9D80861414,2/10/2022 14:45,E0222B0380,3 Feet,,,,Normal Sample,0,77.1,<0.05,N/A,14.9,12.1,1.12,0.25,2.2,N/A,2.2,N/A,0.2,0.75,0.045,17.7,133,4.7,N/A,<2.5,N/A,0.23,<0.05,0.19,0.82,0.14,0.63,N/A,220,221,N/A,N/A,N/A,1,98.5,11.04,98.9,11.08,180,10.29,63.3,10.31,5,4.9,23.3,"sunny; no waves, flat; no rain",4.6,7.84,7.86
NZ068 in Sacramento River,B9D80861414,3/14/2022 15:20,E0322B0537,3 Feet,,,,Normal Sample,0,67.9,<0.05,N/A,13.1,10.3,1.18,0.213,2.2,N/A,2.2,N/A,0.21,0.73,0.036,13.8,110,"4,4**",N/A,"<2.5,<2.5**",N/A,0.217,<0.05,0.44,1.82,0.34,1.4,N/A,186,186,N/A,N/A,N/A,1,101.6,10.57,103.9,10.8,192,13.55,63.5,13.59,3.7,3.4,20,"Party cloudy; No waves, flat; No rain",1.7,8.09,8.27
NZ068 in Sacramento River,B9D80861414,4/25/2022 12:55,E0422B0744,3 Feet,,,,Normal Sample,0,69.7,<0.05,N/A,13.5,25,2,0.219,2.4,N/A,2.6,N/A,0.15,<0.5,0.07,14.2,144,4.3,N/A,<2.5,N/A,0.171,0.069,0.51,2.02,0.41,1.64,N/A,268,253,N/A,N/A,N/A,1,96.2,9.22,97.2,9.24,136,17.38,70.2,17.76,4.7,4,21,"Sunny, ripples to small waves, no white caps, no rain",13.3,7.94,8.01
NZ068 in Sacramento River,B9D80861414,5/24/2022 13:40,E0522B0989,3 Feet,,,,Normal Sample,0,64.6,<0.05,N/A,13.6,58,1.8,0.174,2.3,N/A,2.2,N/A,0.19,1.18,0.06,14.4,195,11.5,N/A,<2.5,N/A,0.226,0.056,0.49,2.05,0.45,1.89,500,375,368,N/A,N/A,N/A,1,96.5,8.62,104.8,9.35,60,20.83,86.9,20.93,9.5,8.3,19,"Sunny, moderate waves with few white caps, no rain",13.7,8.01,8.28
NZ068 in Sacramento River,B9D80861414,6/23/2022 14:20,E0622B1247,3 Feet,,,,Normal Sample,0,57.1,<0.05,N/A,13.4,130,1.94,0.157,N/A,2.2,N/A,2.1,0.1,<0.5,0.055,13.1,320,N/A,6.1,N/A,<2.5,0.175,0.055,0.32,1.23,0.37,1.44,500,660,627,N/A,N/A,N/A,2,94.3,8.02,95.5,7.97,88,23.34,90.3,24.37,5.7,4.6,17.7,"Sunny ripples to small waves with no white caps, no rain",13.6,7.87,8.16
NZ068 in Sacramento River,B9D80861414,7/21/2022 12:20,E0722B1475,3 Feet,,,,Normal Sample,0,50.8,<0.05,N/A,9.97,28,2.53,0.097,N/A,2.1,N/A,1.9,0.1,<0.5,0.053,11.9,123,N/A,6.1,N/A,<2.5,0.172,0.052,0.44,1.84,0.49,2.04,500,408,223,N/A,N/A,N/A,2,96.1,8.13,96,8.1,128,23.68,77.5,23.89,4.4,4.1,16.7,"Sunny, ripples to small waves with no white caps, no rain",14.7,8.01,8.15
NZ068 in Sacramento River,B9D80861414,8/18/2022 11:15,E0822B1799,3 Feet,,,,Normal Sample,0,"49.5,50.3**",<0.05,N/A,10.2,48.3,3.06,0.079,N/A,2.1,N/A,2.1,0.13,0.85,0.053,12.5,167,N/A,7.9,N/A,<2.5,0.139,<0.05,0.41,1.61,0.42,1.67,500,535,327,N/A,N/A,N/A,2,95.4,8.13,95.7,8.12,112,23.22,79.9,23.53,6.3,5.3,17.1,"Sunny, ripples to small waves/no white caps, no rain",19.2,7.94,8.1
NZ068 in Sacramento River,B9D80861414,9/30/2022 10:05,E0922B2078,3 Feet,,,,Normal Sample,0,"55.7,56.3**",<0.05,N/A,14.2,160,1.65,0.127,N/A,2.1,N/A,2.2,0.13,0.57,0.065,13.6,412,N/A,15.6,N/A,3,0.172,0.054,0.48,2.08,0.43,1.88,500,977,733,N/A,N/A,N/A,2,95,8.44,96.3,8.56,92,20.99,71.1,21.08,12.8,8.7,20,"Sunny, ripples to small waves, no white caps, no rain",14.5,7.91,8.08
NZ068 in Sacramento River,B9D80861414,10/17/2022 13:30,E1022B2321,3 Feet,,,,Normal Sample,0,59.2,<0.05,N/A,15.2,181,2.01,0.136,N/A,2,N/A,2.1,<0.1,<0.5,0.057,13.6,425,N/A,"5.3,5.3**",N/A,"<2.5,<2.5**",0.116,0.057,0.36,1.51,0.31,1.3,500,1314,857,N/A,N/A,N/A,2,96,8.78,98.7,8.96,104,19.52,68.7,19.96,5.7,4,21.3,"Partly cloudy, no waves/flat, no rain",0.9,8.32,8.47
NZ068 in Sacramento River,B9D80861414,11/16/2022 14:15,E1122B2549,3 Feet,,,,Normal Sample,0,59.6,<0.05,N/A,13.9,117,1.24,0.217,N/A,2.3,N/A,2.3,<0.1,<0.5,0.065,14.2,309,N/A,5.7,N/A,<2.5,0.105,0.071,0.27,1.1,0.26,1.04,500,802,638,N/A,N/A,N/A,1,95.5,10.14,96.7,10.22,124,12.55,58.5,12.78,7.2,4.5,17.7,"Sunny, no waves/flat, no rain",1.4,7.88,8.11
NZ068 in Sacramento River,B9D80861414,12/15/2022 12:15,E1222B2797,3 Feet,,,,Normal Sample,0,61,<0.05,N/A,12.1,20.5,0.67,0.564,N/A,3.7,N/A,3.8,0.27,<0.5,0.084,17.7,136,N/A,"6.4,6.6**",N/A,"<2.5,<2.5**",0.305,0.071,0.36,1.5,0.41,1.7,500,241,211,N/A,N/A,N/A,1,86.8,9.87,87.9,9.97,108,9.67,45.1,9.8,7.1,6.8,22,"Partly cloudy, ripples to small waves with no white caps, no rain",4.7,7.69,7.85
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,1/13/2022 11:35,E0122B0235,3 Feet,,,,Normal Sample,0,92.8,"0.12,0.121**",N/A,176,8190,1.87,"0.503,0.505**",1.4,N/A,1.3,N/A,0.13,<0.5,0.092,10.8,15000,16.9,N/A,5.7,N/A,0.284,"0.081,0.082**",0.43,1.68,0.4,1.57,N/A,38422,30861,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,89.2,8.39,90.6,8.87,88,11.21,47.5,10.92,9.8,9.5,42,"Partly cloudy, no waves, flat, no rain",4.5,7.83,7.8
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,2/15/2022 12:50,E0222B0443,3 Feet,,1-TDS,,Normal Sample,0,102,<0.05,N/A,239,11200,13.5,0.231,0.8,N/A,0.9,N/A,0.29,5.72,0.173,6.61,20800,234,N/A,78.6,N/A,0.531,0.073,0.53,2.17,3.79,15.23,N/A,38540,32498,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,94.4,8.57,109.2,10.28,16,12.84,52,12.38,14.5,58.5,39.4,"Sunny, ripples to small waves with no white caps, no rain",12.3,7.82,8.12
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,3/17/2022 13:00,E0322B0650,3 Feet,,,,Normal Sample,0,102,0.065,N/A,241,11500,1.6,0.292,0.7,N/A,0.8,N/A,0.13,<0.5,0.093,7.43,20080,15.6,N/A,5.3,N/A,0.207,0.079,0.73,2.98,0.56,2.32,N/A,38453,31826,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm.",N/A,N/A,1,98.7,8.78,104.6,9.47,100,13.84,52.7,14.28,9.2,5.6,41.7,"Partly cloudy, moderate waves/few white caps, no rain",22.8,7.93,7.97
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,4/28/2022 13:25,E0422B0900,3 Feet,,1-DissChloride,,Normal Sample,0,109,<0.05,N/A,267,12900,10.6,0.095,1.5,N/A,1.6,N/A,0.25,1.47,0.18,5.58,23700,139,N/A,54,N/A,0.452,0.086,1.15,4.59,2.82,11.33,N/A,39365,36687,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm.",N/A,N/A,1,94.9,8.09,98.1,8.35,28,15.71,54.7,16.36,25.5,36.5,38.7,"Partly cloudy, moderate waves/few white caps, no rain",20.1,7.83,8.04
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,5/26/2022 11:15,E0522B1079,3 Feet,,,,Normal Sample,0,108,0.086,N/A,291,13600,5.1,0.289,1.8,N/A,1.4,N/A,<0.1,3.19,0.192,5.97,24200,99.7,N/A,10.9,N/A,0.39,"0.099,0.1**",1.06,4.33,1.1,4.49,250,40540,39110,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm. Could not collect secchi reading.
Secchi reading.",N/A,N/A,1,97,7.87,97.1,7.88,N/A,17.96,52.5,18.2,36.6,47,37.4,"Partly cloudy, large waves/frequent white caps, no rain",30.5,7.88,7.86
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,6/28/2022 15:00,E0622B1379,3 Feet,,,,Normal Sample,0,111,0.06,N/A,291,14400,4.03,0.266,N/A,1.8,N/A,1.6,0.21,0.91,0.132,5.28,23900,N/A,46.3,N/A,9.4,0.328,0.104,1.27,5.01,0.92,3.61,500,42149,38116,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm.",N/A,N/A,1,96,7.4,100.1,7.65,48,20.28,68.4,21.66,10.9,15,41.3,"Sunny, moderate waves with few white caps, no rain",17.7,7.91,7.95
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,7/26/2022 13:55,E0722B1631,3 Feet,,,,Normal Sample,0,107,0.111,N/A,292,13200,3.15,0.244,N/A,1,N/A,1.3,0.19,0.82,0.142,5.26,23600,N/A,38.6,N/A,8.3,0.325,0.114,0.97,3.97,0.71,2.92,500,41777,37323,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,93.6,7.37,100.9,7.94,40,19.26,61.2,20.27,25.3,20.4,41.3,"sunny; large waves, frequent white caps; no rain",27.7,7.98,7.99
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,8/23/2022 12:50,E0822B1955,3 Feet,,,,Normal Sample,0,106,<0.05,N/A,294,13700,49.8,0.139,N/A,1.1,N/A,1.3,0.22,2.4,0.186,5.45,25000,N/A,84,N/A,20,0.506,0.093,4.09,16.47,4.28,17.23,250,41660,38974,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm. Elevated chlorophyll fluorescence values at this station were later confirmed to be related to the bloom of Heterosigma akashiwo originating from South San Francisco Bay.",N/A,N/A,1,124.6,9.55,112.4,8.52,36,20.72,69.1,21.9,13.1,29.3,37.1,"Sunny, ripples to small waves with no white caps, no rain",10.4,8.37,8.28
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,9/21/2022 12:40,E0922B2210,3 Feet,,,,Normal Sample,0,103,<0.05,N/A,292,13400,6.69,0.165,N/A,1.4,N/A,1.1,0.15,1.21,0.145,6.23,24300,N/A,39.4,N/A,10.3,0.309,0.109,1.38,5.67,1.79,7.28,N/A,42291,38141,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,92.4,7.19,93.6,7.37,48,19.73,64.8,20.09,8.1,13.1,37.7,"partly cloudy; ripples to small waves, no white caps; no rain",12.5,7.92,7.85
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,10/20/2022 11:25,E1022B2417,3 Feet,,,,Normal Sample,0,105,0.063,N/A,303,14200,5.69,0.192,N/A,1.4,N/A,1.5,<0.1,0.86,0.134,5.62,25200,N/A,17.6,N/A,3.1,0.132,0.105,0.88,3.57,1.75,7.04,500,43294,39354,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,86.6,6.93,98.1,7.94,60,18.01,58.6,18.31,11.8,11.2,41,"Sunny, ripples to small waves with no white caps, no rain",4.4,7.94,8.03
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,11/21/2022 13:00,E1122B2705,3 Feet,,,,Normal Sample,0,104,"0.098,0.098**",N/A,301,14000,2.37,"0.287,0.289**",N/A,1.4,N/A,1.3,<0.1,0.88,0.125,4.79,25200,N/A,31.9,N/A,5.7,0.172,"0.096,0.097**",0.84,3.35,0.79,3.15,500,42791,39689,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,90,8.01,91.9,8.35,64,12.9,51.3,12.54,24.5,12.1,40.4,"Sunny, Ripples to small waves, no white caps, No rain",11.6,7.75,7.77
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,12/20/2022 12:30,E1222B2953,3 Feet,,,,Normal Sample,0,105,0.117,N/A,284,13800,1.81,0.285,N/A,1.2,N/A,1.4,<0.1,0.53,0.109,4.87,24800,N/A,27.7,N/A,5.2,0.175,0.084,0.73,2.96,0.65,2.63,500,41209,39293,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,93.4,8.88,99.3,9.54,72,10.18,42.6,10.08,28.1,11.9,30.5,"partly cloudy; ripples to small waves, no white caps; no rain",13.1,7.85,7.95
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,1/12/2022 10:50,E0122B0186,3 Feet,,,,Normal Sample,0,88.1,0.149,N/A,35.3,858,1.42,0.721,5.8,N/A,5.8,N/A,0.65,2.84,0.15,16.6,1740,62.2,N/A,10,N/A,0.868,0.068,1.19,4.71,1.14,4.52,N/A,3291,3290,N/A,N/A,N/A,1,81.8,9.2,84.3,9.48,16,9.69,48.4,9.71,49.8,43.7,14.8,"Sunny, no waves, flat, no rain",5.6,7.46,7.44
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,2/14/2022 12:50,E0222B0425,3 Feet,,1-TDS,,Normal Sample,0,"94.7,94.8**",0.105,N/A,76.2,3000,5.96,0.601,3.7,N/A,3.5,N/A,0.45,3.76,0.172,14.2,5620,"103,110**",N/A,"17.5,22.5**",N/A,0.721,0.071,1.86,7.48,1.82,7.34,N/A,9917,9874,N/A,N/A,N/A,1,91.8,9.41,96.4,9.85,24,12.71,50.4,12.8,56.3,49.7,17.1,"Partly cloudy, moderate waves/few white caps, no rain",15.2,7.64,7.75
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,3/16/2022 12:35,E0322B0644,3 Feet,,,,Normal Sample,0,94.1,0.054,N/A,63,2130,9.2,0.42,3.3,N/A,3.3,N/A,0.46,3.01,0.209,13.6,4120,135,N/A,28.3,N/A,0.68,0.073,2.19,8.89,2.13,8.62,N/A,7382,7343,N/A,N/A,N/A,1,96,9.53,98.4,9.76,12,14.54,61,14.57,70.9,69,18.4,"Sunny, no waves/flat, no rain",7.6,7.82,7.86
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,4/27/2022 12:00,E0422B0851,3 Feet,,,,Normal Sample,0,90.2,0.117,N/A,<4,1930,3.03,0.363,3.4,N/A,3.5,N/A,0.48,6.47,0.253,11.3,3920,172,N/A,32,N/A,0.734,0.067,1.27,5.1,1.2,4.81,N/A,7023,7007,N/A,N/A,N/A,1,85.5,7.98,87.8,8.2,12,17.52,60.8,17.55,131.6,109.3,16.4,"Partly cloudy, no waves/flat, no rain",14.3,7.57,7.63
