Station Name,Station Number,Sample Date,Sample Code,Sample Depth,Sample Description,Sample Type,Parent Sample Code,Total Alkalinity mg/L as CaCO3 Std Method 2320 B 916 [1]*,Dissolved Ammonia mg/L as N EPA 350.1 (D) 925 [1]*,Dissolved Bromide mg/L EPA 300.0 356 [1]*,Dissolved Calcium mg/L EPA 200.7 (D) 130 [1]*,Dissolved Chloride mg/L EPA 300.0 356 [1]*,Chlorophyll a ug/L Std Method 10200 H 274 [1]*,Specific Conductance µmhos/cm@25°C Std Method 2510-B 917 [1]*,Dissolved Nitrate + Nitrite mg/L as N Std Method 4500-NO3-F 923 [1]*,Dissolved Organic Carbon mg/L as C Std Method 5310C (D) 920 [1]*,Total Organic Carbon mg/L as C Std Method 5310C (T) 919 [1]*,Dissolved Organic Nitrogen mg/L as N EPA 351.2/EPA 350.1 (D) 929 [1]*,Pheophytin a ug/L Std Method 10200 H 274 [1]*,Total Phosphorus mg/L as P EPA 365.4 928 [1]*,Dissolved Silica (SiO2) mg/L EPA 200.7 (D) 130 [1]*,Total Dissolved Solids mg/L Std Method 2540 C 203 [1]*,Total Suspended Solids mg/L Std Method 2540 D 918 [1]*,Volatile Suspended Solids mg/L Std Method 2540 E 317 [1]*,Total Kjeldahl Nitrogen mg/L as N EPA 351.2 927 [1]*,Dissolved ortho-Phosphate mg/L as P EPA 365.1 924 [1]*,pH pH Units Std Method 2320 B 916 [1]*,"(Bottom) Chlorophyll Fluorescence RFU Fluorescence, Sonde 916 [1]*","(Bottom) Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde 916 [1]*","Chlorophyll Fluorescence RFU Fluorescence, Sonde 916 [1]*","Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde 916 [1]*",Chlorophyll Volume mL Chlorophyll Volume Filtered 916 [1]*,(Bottom) Specific Conductance µmhos/cm@25°C EPA 120.1 (Field) 916 [1]*,Specific Conductance µmhos/cm@25°C EPA 120.1 (Field) 916 [1]*,Field Notes Notes (Field) 916 [1]*,North Latitude Decimal Degrees GPS Location 916 [1]*,West Longitude Decimal Degrees GPS Location 916 [1]*,Microcystis aeruginosa Field Observations (Water) 916 [1]*,(Bottom) Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) 916 [1]*,(Bottom) Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) 916 [1]*,Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) 916 [1]*,Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) 916 [1]*,Secchi Depth Centimeters Secchi Depth 916 [1]*,(Bottom) Water Temperature °C EPA 170.1 (Field) 916 [1]*,"Air Temperature °F Temperature, Air 916 [1]*",Water Temperature °C EPA 170.1 (Field) 916 [1]*,(Bottom) Turbidity F.N.U. EPA 180.1 (Field) 916 [1]*,Turbidity F.N.U. EPA 180.1 (Field) 916 [1]*,Water Depth at Station Feet Depth of Water Column 916 [1]*,Weather Observations Weather Observations 916 [1]*,Wind Velocity Miles/hr Wind Velocity 916 [1]*,(Bottom) pH pH Units EPA 150.1 (Field) 916 [1]*,pH pH Units EPA 150.1 (Field) 916 [1]*
Blank; Equipment,Blank; Equipment,05/16/2023 15:20,E0523B1129,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,05/17/2023 15:10,E0523B1171,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,05/18/2023 15:40,E0523B1219,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,05/10/2023 11:30,E0523B0993,3 Feet,,Normal Sample,0,30.3,<0.05,N/A,6.42,4.85,2.25,91.3,0.107,3.4,3.3,0.21,0.75,0.082,10.2,63,11.7,<2.5,0.234,0.068,, 0.8, 3.03, 0.78, 3.06, 500, 90, 92,Samples collected with a Van Dorn.,N/A,N/A, 1, 91, 8.96, 91.2, 8.99,N/A, 16.05, 69, 16.1, 8.1, 8.1, 18.9,"Sunny, ripples to small waves with no white caps, no rain", 6, 6.8, 7.18
C9 - West Canal @ Clifton Court Intake,B9C74981333,05/10/2023 10:15,E0523B0992,3 Feet,,Normal Sample,0,32.4,<0.05,N/A,"7.17,7.38**","7.12,7.21**",2.86,108,0.147,"3.3,3.4**","3.1,3.2**",0.18,1.33,0.096,"10.7,10.9**",73,15.2,2.9,0.335,0.074,, 0.61, 3.82, 0.93, 4.06, 500, 108, 108,N/A,N/A,N/A, 1, 92.7, 9.12, 92.8, 9.13,N/A, 16.13, 63, 16.13, 10.6, 10, 11.3,"Sunny, moderate waves with few white caps, no rain", 13, 7.02, 7.18
D10 - Sacramento River @ Chipps Island,B9D80281551,05/16/2023 14:50,E0523B1132,3 Feet,,Normal Sample,0,47.8,<0.05,N/A,8.97,8.58,2.65,140,0.16,2.6,2.5,0.12,<0.5,0.062,14,88,16,2.8,0.249,<0.05,, 1.18, 4.61, 1.42, 5.59, 500, 134, 139,N/A,N/A,N/A, 1, 100, 9.45, 104.2, 9.75, 56, 18.09, 73.9, 18.51, 12.2, 11.2, 37.1,"Sunny, moderate waves, few white caps, no rain", 14, 8.2, 8.38
D10 - Sacramento River @ Chipps Island,B9D80281551,05/16/2023 14:50,E0523B1133,3 Feet,,"Duplicate, Specific Analyte(s)",E0523B1132,47.6,<0.05,N/A,9.12,8.53,4.09,139,0.161,2.6,2.5,0.17,0.51,0.059,14.3,85,14.7,2.8,0.216,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D12 - San Joaquin River @ Antioch Ship Channel,B9D80131484,05/11/2023 08:30,E0523B1002,3 Feet,,Normal Sample,0,40.4,<0.05,N/A,8.45,9.15,1.97,129,0.185,"2.8,2.9**","2.9,3**",0.13,0.68,0.073,11.7,83,8.7,<2.5,0.225,0.071,, 0.8, 3.11, 0.82, 3.18, 500, 129, 129,N/A,N/A,N/A, 1, 93.3, 9.19, 94.2, 9.25, 88, 16.12, 55.9, 16.23, 7.7, 7, 37.4,"Sunny, ripples to small waves/no white caps, no rain", 5.4, 7.46, 7.53
D16 - San Joaquin River @ Twitchell Island,B9D80581401,05/12/2023 08:15,E0523B1036,3 Feet,,Normal Sample,0,37.7,<0.05,<0.1,8.14,7.95,1.67,120,0.181,2.9,2.8,0.22,0.6,0.071,11.9,76,6.3,<2.5,0.27,0.063,, 0.67, 2.57, 0.65, 2.51, 500, 119, 120,Had to wait to conduct the zooplankton sampling so that a large ship could pass (tow started at 8:40).,N/A,N/A, 1, 94, 9.18, 95.1, 9.28, 100, 16.48, 56.8, 16.52, 6.9, 6.2, 48.9,"Sunny, ripples to small waves/no white caps, no rain", 17.6, 7.38, 7.51
D19 - Frank's Tract near Russo's Landing,B9D80261369,05/11/2023 09:50,E0523B1003,3 Feet,,Normal Sample,0,38,<0.05,<0.1,8.27,9.31,2.51,128,0.175,3.4,3.2,0.17,0.55,0.078,10.9,80,3.8,<2.5,0.249,0.069,, 0.69, 2.68, 0.77, 2.96, 500, 124, 127,N/A,N/A,N/A, 1, 95, 9.25, 96.9, 9.34, 136, 16.63, 56.8, 17.11, 5, 4.6, 16.7,"Sunny, ripples to small waves/no white caps, no rain", 14.4, 7.45, 7.42
D19 - Frank's Tract near Russo's Landing,B9D80261369,05/11/2023 09:50,E0523B1005,3 Feet,,"Duplicate, Specific Analyte(s)",E0523B1003,38.7,<0.05,N/A,8.42,9.31,2.47,128,0.174,3.5,3.3,0.16,<0.5,0.078,11.2,80,3.5,<2.5,0.28,0.078,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D22 - Sacramento River @ Emmaton,B9D80511443,05/15/2023 13:10,E0523B1065,3 Feet,,Normal Sample,0,51.4,<0.05,N/A,9.69,4.1,3.66,130,0.171,2.4,2.1,0.12,0.78,0.035,15.2,85,10,<2.5,0.16,<0.05,, 1, 3.88, 0.74, 2.86, 500, 125, 129,N/A,N/A,N/A, 1, 100.8, 9.73, 105.2, 10.09, 56, 17.03, 66.9, 17.37, 6.6, 7.4, 28.9,"sunny; moderate waves, few white caps; no rain", 18.2, 7.92, 8.11
D26 - San Joaquin River @ Potato Point,B9D80461340,05/12/2023 09:30,E0523B1037,3 Feet,,Normal Sample,0,36.8,<0.05,N/A,"7.8,7.81**",6.85,1.34,112,0.166,2.8,2.6,0.19,0.61,0.067,"11.8,11.9**",72,7,<2.5,0.233,0.061,, 0.53, 2.01, 0.55, 2.1, 500, 110, 113,N/A,N/A,N/A, 1, 94.1, 9.19, 95.2, 9.24, 124, 16.51, 61, 16.81, 8, 5.1, 40.7,"Sunny, ripples to small waves/no white caps, no rain", 8.2, 7.35, 7.49
D26 - San Joaquin River @ Potato Point,B9D80461340,05/12/2023 09:30,E0523B1040,3 Feet,,"Duplicate, Specific Analyte(s)",E0523B1037,36.2,<0.05,N/A,7.63,6.75,1.24,111,0.164,3,2.8,0.16,0.57,0.067,11.9,74,5.6,<2.5,0.231,0.065,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D28A - Old River @ Rancho Del Rio,B9D75821344,05/11/2023 10:55,E0523B1004,3 Feet,,Normal Sample,0,34.1,<0.05,N/A,7.79,9.36,0.82,122,0.195,3.8,3.4,0.23,0.7,0.083,10.7,79,5.1,<2.5,0.244,0.074,, 0.43, 1.63, 0.43, 1.62, 500, 119, 125,N/A,N/A,N/A, 1, 90.8, 8.8, 91.7, 8.85, 144, 16.84, 61.2, 17.03, 6, 5.1, 19.7,"Sunny, ripples to small waves/no white caps, no rain", 13.5, 7.26, 7.34
D4 - Sacramento River above Point Sacramento,B9D80381492,05/15/2023 12:15,E0523B1064,3 Feet,,Normal Sample,0,47.5,<0.05,N/A,9.37,6.4,2.86,133,0.175,"2.4,2.5**","2.3,2.5**",0.11,0.7,0.055,14.6,87,14.1,<2.5,0.208,<0.05,, 1.14, 4.44, 0.98, 3.83, 500, 131, 132,N/A,N/A,N/A, 1, 98.8, 9.47, 100.1, 9.6, 44, 17.36, 61.7, 17.36, 10.3, 9.5, 38.1,"sunny; ripples to small waves, no white caps; no rain", 20.4, 7.8, 8.04
D41 - San Pablo Bay near Pinole Point,E0B80182224,05/18/2023 13:30,E0523B1221,3 Feet,,Normal Sample,0,81.7,0.056,N/A,196,8530,3.17,25300,0.138,0.6,0.8,<0.1,0.79,"0.071,0.071**",6.81,15700,16.3,4.3,"0.108,0.122**",0.062,, 0.69, 2.67, 0.73, 2.8, 500, 30412, 26033,N/A,N/A,N/A, 1, 91.3, 8.08, 104.4, 9.25, 72, 15.7, 54, 16.59, 15.4, 6.7, 41,"sunny, ripples to small waves, no white caps, no rain", 27.3, 8.62, 8.46
D41 - San Pablo Bay near Pinole Point,E0B80182224,05/18/2023 13:30,E0523B1225,3 Feet,,"Duplicate, Specific Analyte(s)",E0523B1221,81.8,0.056,N/A,196,8680,2.89,25300,0.14,0.8,0.9,<0.1,0.68,0.072,6.8,15700,"16.9,18**","4,4.3**",0.188,0.064,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,05/18/2023 11:40,E0523B1220,3 Feet,,Normal Sample,0,67.8,<0.05,N/A,111,5020,6.34,15500,0.163,"1.1,1.2**","1.2,1.3**",0.19,5.9,0.227,9.33,9100,167,24.7,0.447,0.068,, 1.33, 5.21, 1.17, 4.59, 250, 15639, 16693,N/A,N/A,N/A, 1, 97.1, 8.72, 103.7, 9.32, 16, 17.85, 52, 17.69, 88.9, 43.7, 8.5,"partly cloudy, moderate waves, few white caps, no rain", 18, 7.97, 8.03
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,05/16/2023 12:30,E0523B1130,3 Feet,,Normal Sample,0,51.1,<0.05,N/A,24.3,798,2.58,2990,0.179,"2.3,2.5**","2.2,2.3**",0.21,0.77,0.083,11.8,1570,26.8,4.2,0.244,0.059,, 1.16, 4.52, 0.97, 3.79, 250, 7942, 3061,Passed through EZ6 during zooplankton tow.,N/A,N/A, 1, 94.1, 8.79, 97.4, 9.18, 36, 17.32, 68, 17.74, 138.7, 18.8, 50.5,"Sunny, ripples to small waves, no white caps, no rain", 9.8, 8.05, 8.2
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,05/17/2023 12:05,E0523B1172,3 Feet,,Normal Sample,0,47,<0.05,<0.1,9.11,17.4,6.79,172,0.15,2.6,2.5,0.18,2.17,"0.081,0.083**",13.8,105,25.7,5.1,"0.26,0.275**",0.054,, 1.67, 6.57, 1.59, 6.27, 500, 172, 172,"Slightly elevated fluorescence, but nothing visible on the surface or in the samples",N/A,N/A, 1, 101.8, 9.56, 102.5, 9.63, 40, 18.38, 65.1, 18.37, 20.1, 19.4, 6.9,"Sunny, moderate waves with few white caps, no rain", 13.1, 8.12, 8.3
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,05/17/2023 12:05,E0523B1175,3 Feet,,"Duplicate, Specific Analyte(s)",E0523B1172,47.5,<0.05,N/A,9.61,17.2,7.17,171,0.15,"2.6,2.6**","2.4,2.5**",0.16,2.11,0.079,13.7,104,"26.9,27.2**","3.6,4.2**",0.237,0.051,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,05/16/2023 14:10,E0523B1131,3 Feet,,Normal Sample,0,45.6,<0.05,N/A,8.98,8.58,1.39,137,0.17,2.7,2.6,0.15,<0.5,"0.059,0.063**",13.7,86,10,<2.5,"0.232,0.251**",<0.05,, 1.04, 4.05, 1.14, 4.44, 500, 145, 139,N/A,N/A,N/A, 1, 99.3, 9.39, 103.5, 9.67, 68, 18.01, 73.8, 18.63, 10, 8.7, 38.7,"Sunny, moderate waves, few white caps, no rain", 16.3, 8.21, 8.38
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,05/12/2023 11:15,E0523B1038,3 Feet,,Normal Sample,0,45.2,<0.05,N/A,9.61,12.6,1.01,152,0.116,3.6,3.9,0.26,0.52,0.115,8.67,91,2.7,<2.5,0.291,0.109,, 0.59, 2.24, 0.58, 2.23, 500, 151, 151,N/A,N/A,N/A, 1, 95.7, 8.97, 98.8, 9.15, 188, 18.46, 69.1, 19.07, 4.2, 3.6, 18.4,"Sunny, no waves/flat, no rain", 10.5, 7.52, 7.6
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,05/18/2023 15:05,E0523B1223,3 Feet,,Normal Sample,0,59.8,0.054,N/A,70.1,2680,3.66,8910,0.165,1.6,1.6,<0.1,1.84,0.092,10.7,5480,33.3,5.8,0.231,0.061,, 0.94, 3.64, 0.9, 3.48, 500, 20698, 9222,N/A,N/A,N/A, 1, 90.7, 8.18, 107.4, 9.75, 36, 16.69, 64.9, 18.56, 121.4, 14.9, 56.4,"sunny, ripples to small waves, no white caps, no rain", 15.3, 8.5, 8.58
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,05/18/2023 15:20,E0523B1224,3 Feet,,Normal Sample,0,54,0.051,N/A,37,1360,4.22,4780,0.171,1.8,1.8,0.14,1.44,0.083,11.8,2570,24.5,4.5,0.219,0.063,, 0.83, 3.21, 0.88, 3.43, 500, 11414, 4915,N/A,N/A,N/A, 1, 93, 8.55, 105.9, 9.71, 40, 17.51, 67.8, 18.76, 39.1, 9.9, 63,"sunny, ripples to small waves, no white caps, no rain", 6.6, 8.41, 8.63
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,05/17/2023 14:30,E0523B1174,3 Feet,,Normal Sample,0,59.2,<0.05,N/A,13,105,9.46,542,0.159,3.9,4,0.35,2.75,0.144,12.1,293,61.6,8.9,0.471,0.065,, 2, 7.89, 2.12, 8.38, 250, 544, 544,"Slightly elevated fluorescence, but nothing visible on the surface or in the samples",N/A,N/A, 1, 96.1, 8.79, 98.7, 8.95, 16, 19.61, 73.9, 20.06, 45.3, 40.6, 29.9,"Sunny, ripples to small waves with no white caps, no rain", 12.3, 8.16, 8.26
NZ068 in Sacramento River,B9D80861414,05/15/2023 14:00,E0523B1066,3 Feet,,Normal Sample,0,49.3,<0.05,N/A,9.89,3.58,3.24,123,0.169,2.3,2,0.12,0.6,0.031,15.7,"80,82**",6.8,<2.5,0.21,<0.05,, 0.88, 3.41, 0.73, 2.8, 500, 117, 123,N/A,N/A,N/A, 1, 101.1, 9.7, 102.5, 9.78, 66, 17.3, 71.2, 17.61, 5.7, 5.4, 18,"sunny; ripples to small waves, no white caps; no rain", 14.8, 7.95, 8.11
NZ068 in Sacramento River,B9D80861414,05/15/2023 14:00,E0523B1067,3 Feet,,"Duplicate, Specific Analyte(s)",E0523B1066,49.2,<0.05,N/A,9.48,3.57,3.14,123,0.168,2.4,2.2,0.15,0.66,0.03,14.8,82,7.1,<2.5,0.242,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,05/18/2023 14:25,E0523B1222,3 Feet,,Normal Sample,0,65.8,0.054,N/A,93.7,3930,4.45,13100,0.156,1.2,1.4,<0.1,1.36,0.098,9.59,8380,39.5,7.3,0.216,0.063,, 0.73, 2.82, 1.16, 4.55, 250, 27555, 13596,N/A,N/A,N/A, 1, 91.8, 8.17, 105.4, 9.5, 36, 16.01, 58.8, 18.11, 61.9, 27.6, 37.4,"sunny, ripples to small waves, no white caps, no rain", 17.3, 8.57, 8.55
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,05/17/2023 13:25,E0523B1173,3 Feet,,Normal Sample,0,72.8,0.063,N/A,"17,17**",194,6.1,919,0.214,5.5,5.4,0.43,3.37,0.19,"10.5,10.5**",488,73.8,9.6,0.698,0.075,, 2.01, 7.92, 1.81, 7.12, 250, 929, 929,"Slightly elevated fluorescence, but nothing visible on the surface or in the samples",N/A,N/A, 1, 86.9, 7.87, 89.5, 8.09, 20, 20.08, 74.3, 20.17, 68.9, 54.9, 19.7,"Sunny, no waves/flat, no rain", 7.9, 7.95, 8.03
P8 - San Joaquin River @ Buckley Cove,B9D75871229,05/12/2023 13:00,E0523B1039,3 Feet,,Normal Sample,0,32.6,<0.05,N/A,7.1,10.6,3.31,119,0.112,3.2,3.2,0.22,1.48,0.102,9.82,74,"18.5,19.3**","3,3**",0.333,0.078,, 1.08, 4.23, 0.98, 3.81, 500, 111, 115,N/A,N/A,N/A, 1, 94.4, 9.11, 96.5, 9.22, 76, 17.03, 74.1, 17.54, 21.5, 10.3, 36.7,"Sunny, no waves/flat, no rain", 8.5, 7.34, 7.55
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,05/16/2023 13:25,E0523B1097,3 Feet,,Normal Sample,0,48.4,<0.05,N/A,12.3,118,6.41,564,0.18,2.8,2.4,0.21,1.58,0.08,13.4,302,23.6,4.2,0.291,0.062,, 1.05, 4.11, 1.32, 5.16, 500, 1975, 632,Located at channel marker 7., 38.049845, -122.098746, 1, 96.3, 9.11, 99.8, 9.37, 40, 17.78, 71.2, 18.32, 18.5, 17.8, 38.1,"Sunny, ripples to small waves, no white caps, no rain", 14.5, 8.14, 8.24
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,05/16/2023 12:55,E0523B1096,3 Feet,,Normal Sample,0,50.5,<0.05,N/A,"18.6,18.6**",451,4.54,1760,0.179,2.5,2.5,0.22,1.16,0.084,"12.7,13.3**",912,"30,31.3**","4.5,4.7**",0.246,0.062,, 0.91, 3.54, 1.21, 4.74, 250, 3807, 1677,Passed through during D6 zooplankton tow., 38.055763, -122.110245, 1, 95.3, 8.98, 98.7, 9.23, 36, 17.6, 69.8, 18.32, 22.9, 20.7, 36.1,"Sunny, ripples to small waves, no white caps, no rain", 10.7, 8.24, 8.28
Sacramento River @ Hood - C3A,B9D82211312,05/10/2023 08:30,E0523B0991,3 Feet,,Normal Sample,0,47.7,<0.05,N/A,9.46,3.33,2.8,117,0.213,1.9,2,0.12,1.29,0.052,15.9,77,33.9,3.7,0.166,<0.05,, 0.49, 2.02, 0.48, 2.02, 500, 116, 116,N/A,N/A,N/A, 1, 98.1, 10.18, 98.2, 10.18,N/A, 13.7, 58, 13.71, 18.2, 16.8, 18.5,"Sunny, moderate waves with few white caps, no rain", 9, 7.32, 7.51
Sacramento River @ Hood - C3A,B9D82211312,05/10/2023 08:30,E0523B0994,3 Feet,,"Duplicate, Specific Analyte(s)",E0523B0991,47.8,<0.05,N/A,9.79,3.34,2.69,117,0.213,1.8,1.7,0.1,1.22,0.053,16.3,78,"42,42.7**","4,4.4**",0.24,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,06/07/2023 14:15,E0623B1226,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,06/08/2023 10:05,E0623B1237,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,06/09/2023 11:20,E0623B1254,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,06/12/2023 12:50,E0623B1279,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,06/13/2023 13:40,E0623B1339,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,06/14/2023 14:20,E0623B1378,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,06/15/2023 13:50,E0623B1423,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,06/07/2023 10:45,E0623B1229,3 Feet,,Normal Sample,0,24.7,<0.05,N/A,5.56,3.66,5.22,72.2,0.088,3.2,3,0.26,2.27,0.101,9.05,52,19.9,3.2,0.312,0.067,N/A, 0.86, 3.79, 0.84, 3.99, 500, 72, 73,N/A,N/A,N/A, 1, 84.4, 7.83, 84.6, 7.85,N/A, 18.96, 72, 18.99, 11.9, 11.5, 17.5,"partly cloudy, ripples to small waves, no white caps, no rain", 3, 6.88, 6.89
C9 - West Canal @ Clifton Court Intake,B9C74981333,06/07/2023 09:30,E0623B1228,3 Feet,,Normal Sample,0,26.5,<0.05,<0.1,"5.74,6.23**",5.49,4.13,85.4,0.103,3.1,3,0.19,2.4,0.1,"8.89,8.96**",61,16.2,2.9,0.334,0.075,N/A, 0.78, 3.5, 0.78, 3.55, 500, 86, 86,N/A,N/A,N/A, 1, 85.6, 7.8, 86.2, 7.85,N/A, 19.82, 69, 19.88, 9.6, 9.4, 18.6,"partly cloudy, ripples to small waves, no white caps, no rain", 8, 7.07, 7.19
